Track ID,Track Name,Album Name,Artist Name(s),Release Date,Added By,Added At,Genres,Record Label,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,,PC1,PC2,PC3
1XazlqB4YAtvouCmJPWXlM,Wanna Be That Song,Illinois,Brett Eldredge,09/11/2015,kelley3clan,2017-03-31T16:10:29Z,country,Atlantic Nashville,236226,63,0.518,0.686,9,-4.911,1,0.0313,0.114,0,0.114,0.334,144.065,4,,0.616890332,-0.488721545,0.639520542
6Axy0fL3FBtwx2rwl4soq9,Blue Tacoma,Yours - EP,Russell Dickerson,10/24/2016,kelley3clan,2017-04-07T18:28:32Z,country,Sony Music Entertainment,211240,0,0.458,0.894,9,-4.903,1,0.0398,0.0209,0,0.221,0.717,160.125,4,,-0.012314521,-1.662455074,0.529298269
5OUSPcqhYTOzpbXzoEvKim,The Fighter,Ripcord,"Keith Urban,Carrie Underwood",05/06/2016,kelley3clan,2017-04-07T18:28:39Z,country,Capitol Nashville,184040,60,0.681,0.845,11,-5.147,0,0.0525,0.0304,0,0.197,0.761,132.023,4,,-1.467391877,-0.481652873,0.499089461
5OwOWdY2hsSAtSERkxUwoc,I Could Use a Love Song,HERO,Maren Morris,06/03/2016,kelley3clan,2017-04-07T18:28:55Z,country,Columbia Nashville,196421,0,0.638,0.634,6,-6.474,1,0.0468,0.214,0,0.0866,0.473,92.097,4,,0.510106051,-0.999703661,0.898008213
0WyFpxYlBCgH1gMXd26OOr,Flatliner (feat. Dierks Bentley),You Should Be Here,"Cole Swindell,Dierks Bentley",05/06/2016,kelley3clan,2017-04-07T18:29:00Z,country,Warner Records,177066,62,0.555,0.896,0,-3.295,1,0.0388,0.00434,0,0.145,0.578,114.995,4,,0.570657548,-1.177697711,0.460503551
5sjIhQzNljMVrDklI91ezp,A Guy with a Girl,If I'm Honest,Blake Shelton,05/20/2016,kelley3clan,2017-04-07T18:29:06Z,country,Warner Records,189466,64,0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,4,,-0.552429528,0.264989065,0.832551849
2TbPBxkTqPh3s0jKsm05wI,There’s A Girl,There’s A Girl,Trent Harmon,06/23/2016,kelley3clan,2017-04-07T18:29:13Z,country,Dot Records,215600,0,0.529,0.803,7,-5.379,1,0.0389,0.2,0,0.0894,0.324,97.043,4,,-1.375090385,-0.850701776,1.514875575
2Nc8Imt04W3ZmcBF8dPQKc,All On Me,All On Me,Devin Dawson,02/17/2017,kelley3clan,2017-04-07T18:29:31Z,country,Atlantic/Warner Music Nashville,227572,0,0.631,0.658,5,-5.313,1,0.0281,0.144,0,0.22,0.7,80.996,4,,-0.128966509,0.522680105,0.276725435
081t95JRuDUrQYSS3h8iKk,Sober Saturday Night (feat. Vince Gill),I'm Comin' Over,"Chris Young,Vince Gill",11/13/2015,kelley3clan,2017-04-07T18:29:47Z,country,RCA Records Label Nashville,194560,50,0.477,0.672,1,-5.234,1,0.0306,0.049,0,0.355,0.263,139.864,4,,-0.128966509,0.522680105,0.276725435
081t95JRuDUrQYSS3h8iKk,Sober Saturday Night (feat. Vince Gill),I'm Comin' Over,"Chris Young,Vince Gill",11/13/2015,kelley3clan,2017-04-07T18:29:53Z,country,RCA Records Label Nashville,194560,50,0.477,0.672,1,-5.234,1,0.0306,0.049,0,0.355,0.263,139.864,4,,0.16215557,-0.552898118,1.396503711
6zLdXcmvIxnAXpz9sXFnIE,Craving You,Craving You,"Thomas Rhett,Maren Morris",03/31/2017,kelley3clan,2017-04-07T18:30:00Z,country,The Valory Music Co.,227373,0,0.612,0.841,9,-3.795,0,0.0353,0.000907,0,0.37,0.499,104.986,4,,0.09758854,0.27810447,0.914424545
0jMikeoKkkSOby4ofddqYs,Better Man,Better Man,Little Big Town,10/20/2016,kelley3clan,2017-04-07T18:30:13Z,country,Capitol Records Nashville,260933,0,0.521,0.77,5,-4.266,1,0.0374,0.108,1.58E-05,0.231,0.468,143.948,4,,0.007788908,-0.518595655,0.345687521
4JjIIBNoho0V2gZjH4nEzR,Think a Little Less,Michael Ray,Michael Ray,08/07/2015,kelley3clan,2017-05-05T02:31:53Z,country,Atlantic Records,176986,52,0.521,0.805,9,-4.481,1,0.0289,0.124,0.000219,0.33,0.527,141.967,4,,-1.919532626,1.095757764,0.390129855
2B8a2NDUrIGYzrb1JbhBdk,Outskirts of Heaven,Outskirts of Heaven,Craig Campbell,03/21/2016,kelley3clan,2017-05-10T19:39:30Z,country,Red Bow Records,244266,0,0.497,0.434,0,-5.73,1,0.0296,0.333,3.11E-06,0.108,0.266,115.749,3,,-1.442238312,-0.651856402,0.43106373
2lFtnEmkIPm2ClN55e2chV,Black,Black,Dierks Bentley,06/10/2016,kelley3clan,2017-05-10T19:48:02Z,country,Capitol Records Nashville,211160,61,0.652,0.653,1,-6.69,1,0.0377,0.254,0.000553,0.117,0.605,120.021,4,,-1.014275795,-0.541274313,0.925271983
5S5rw0WLVCAux5B5bWCehK,I Like The Sound Of That,Rewind,Rascal Flatts,01/01/2014,kelley3clan,2017-05-10T19:48:08Z,country,"Big Machine Records, LLC",209280,69,0.611,0.8,0,-5.61,1,0.0377,0.257,0,0.194,0.527,89.974,4,,-1.636821161,0.318657767,0.693171719
7yNTZj1ugKCeRJdSP1meOk,Ready to Run,Fly,The Chicks,08/27/1999,kelley3clan,2017-05-17T20:14:40Z,country,Monument,231293,58,0.644,0.644,7,-7.542,1,0.0305,0.245,0.00083,0.27,0.293,98.746,4,,-0.093063407,-1.185935882,0.933458626
7zVCrzzEJU7u24sbJPXA5W,What Ifs (feat. Lauren Alaina),Kane Brown,"Kane Brown,Lauren Alaina",12/02/2016,kelley3clan,2017-05-18T20:55:02Z,country,RCA Records Label Nashville,188253,72,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,4,,-1.399313044,-0.630847272,0.350937655
5HJId22hZ2IvFnvNSy6ZbE,Different For Girls,Black,"Dierks Bentley,Elle King",06/10/2016,kelley3clan,2017-05-18T20:55:09Z,country,Capitol Records Nashville,180360,56,0.655,0.765,4,-5.616,1,0.0362,0.385,0.000267,0.0733,0.422,92.02,4,,-0.455279221,-1.721102342,1.168040828
39iBnqMJUlA6aHbfLFEf7B,Seein' Red,Seein' Red,Dustin Lynch,06/24/2016,kelley3clan,2017-05-18T20:55:17Z,country,Broken Bow Records,194893,0,0.651,0.808,1,-4.731,0,0.0435,0.054,0,0.0482,0.858,100.993,4,,-0.616774145,-0.190633482,0.24310285
7DEgL4rErTwjrsxLMlUVhf,Any Ol' Barstool,They Don't Know,Jason Aldean,10/07/2016,kelley3clan,2017-06-01T07:09:16Z,country,Broken Bow Records,203293,0,0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,4,,-2.566470795,0.160936495,0.661995813
0lZxd99ZIjA0zUdQAY3FXr,You'll Think Of Me - Single Version,Greatest Hits,Keith Urban,01/01/2007,kelley3clan,2017-06-01T07:13:41Z,country,Capitol Nashville,231293,49,0.552,0.543,2,-8.395,1,0.0407,0.379,0,0.0927,0.562,82.766,4,,-1.474484585,-0.384369848,1.011953937
0DAjiINHQTnPnnY939Qyhw,Let It Rain,Let It Rain,"David Nail,Sarah Buxton",01/01/2011,kelley3clan,2017-06-01T07:20:55Z,country,MCA Nashville,222253,50,0.56,0.619,4,-3.013,1,0.0405,0.385,1.03E-06,0.247,0.561,77.881,4,,-1.892827507,0.242963185,-0.150193525
10M2Ex445zw585Ducldzkw,In Case You Didn't Know,Brett Young,Brett Young,02/10/2017,kelley3clan,2017-06-05T03:10:19Z,country,"Big Machine Label Group, LLC",224853,75,0.607,0.536,10,-7.306,1,0.0302,0.386,0,0.102,0.436,147.992,4,,0.16215557,-0.552898118,1.396503711
6zLdXcmvIxnAXpz9sXFnIE,Craving You,Craving You,"Thomas Rhett,Maren Morris",03/31/2017,kelley3clan,2017-06-05T03:33:00Z,country,The Valory Music Co.,227373,0,0.612,0.841,9,-3.795,0,0.0353,0.000907,0,0.37,0.499,104.986,4,,0.38872853,-0.993694855,1.15096806
2TPTNQ98FqAFjD5LjhHOgg,Ring on Every Finger,The Fighters,LOCASH,06/17/2016,kelley3clan,2017-06-05T03:40:58Z,country,Reviver Records,211959,0,0.586,0.92,7,-3.749,1,0.064,0.0241,6.32E-06,0.173,0.639,100.023,4,,-2.722413637,1.993549781,0.282420975
3dAgQFdruU8ufWc5GE05xC,She's Everything,Time Well Wasted,Brad Paisley,08/16/2005,kelley3clan,2017-06-10T03:39:03Z,country,Arista Nashville,266920,66,0.355,0.478,0,-8.323,1,0.0334,0.569,2.88E-06,0.194,0.271,102.967,4,,-1.328344266,1.494134585,0.622141947
3XKbdb9GB6u3hsnUklQTav,Then,American Saturday Night,Brad Paisley,06/30/2009,kelley3clan,2017-06-10T03:49:51Z,country,Arista Nashville,321640,61,0.493,0.643,0,-5.19,1,0.0299,0.512,2.43E-05,0.209,0.3,144.704,4,,-0.658206694,-0.237652401,1.279024204
4xIWgRt9IcFed52w7XPdFG,Just Fishin',Just Fishin',Trace Adkins,01/01/2011,kelley3clan,2017-06-10T04:07:21Z,country,Show Dog Universal Music,209680,0,0.586,0.7,11,-5.279,1,0.0251,0.0077,0.0636,0.186,0.455,86.532,4,,-1.424779862,-0.835563984,1.013157701
3hV8Gvijx6cVv339o3uCSK,Summertime Blues,16 Biggest Hits,Alan Jackson,08/07/2007,kelley3clan,2017-06-13T01:23:28Z,country,RLG/Legacy,192093,58,0.395,0.862,7,-6.837,1,0.0426,0.374,3.29E-05,0.209,0.964,80.716,4,,-0.508993924,-0.893536504,1.718664181
12aB7rJIwjLVxvgZlkZuqG,Banjo,Banjo,Rascal Flatts,01/01/2012,kelley3clan,2017-06-25T12:54:16Z,country,"Big Machine Records, LLC",257093,0,0.633,0.851,2,-6.372,1,0.0362,0.0212,0,0.172,0.783,101.996,4,,-4.966755349,0.199624594,-1.484807046
3mM14WXoPaLRjjkmxHe99L,Coal Miner's Daughter - Single Version,Coal Miner's Daughter,Loretta Lynn,01/04/1971,kelley3clan,2017-06-26T03:38:09Z,pop,Geffen*,180960,59,0.601,0.354,9,-14.07,1,0.0315,0.836,0.00474,0.103,0.635,137.327,4,,-5.057783963,0.450434314,-1.275838995
6xatfNMI8NkY5XxRHAeiS4,Stand By Your Man,Tears Of Fire: The 25th Anniversary Collection,Tammy Wynette,NaT,kelley3clan,2017-06-26T03:38:59Z,country,Epic/Nashville,159760,60,0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24,4,,-1.964150192,-0.261140533,0.265644674
5RuCWf4bJC0rqA05b7nWfd,Country Boy,Good Time,Alan Jackson,11/05/2008,kelley3clan,2017-06-26T03:40:13Z,country,Arista Nashville,246080,67,0.73,0.684,9,-10.803,1,0.0351,0.259,1.53E-06,0.111,0.564,139.037,4,,-3.317176761,-1.312631595,-0.503640377
4eH47ofIZbrbKwmLJSu5hb,Are You Sure Hank Done It This Way,Nashville Rebel,Waylon Jennings,09/26/2006,kelley3clan,2017-06-26T03:41:32Z,country,RLG/Legacy,175440,50,0.834,0.551,4,-11.13,1,0.0295,0.461,0.135,0.116,0.73,113.843,4,,-1.792030272,-0.885816041,1.155102899
1ipcb9qXpSHWhSUvdxJhsx,"Forever and Ever, Amen",Always & Forever,Randy Travis,05/04/1987,kelley3clan,2017-06-26T03:41:46Z,pop,Warner Records/Maverick,212640,78,0.677,0.724,2,-8.992,1,0.0245,0.143,0.000101,0.158,0.697,90.392,4,,-2.823708402,-1.504859271,0.564579684
6JdbV5DDltMVCyV0twmKwj,Diggin' Up Bones,Storms of Life,Randy Travis,06/02/1986,kelley3clan,2017-06-26T03:41:52Z,pop,Warner Records/Nashville,178973,69,0.708,0.577,0,-8.229,1,0.0261,0.377,0,0.0718,0.836,85.667,4,,-2.322371876,0.648829413,0.001082379
7puxIVNdj5nsBJk43zM3bH,Carrying Your Love With Me,Carrying Your Love With Me,George Strait,01/01/1997,kelley3clan,2017-06-26T03:42:09Z,country,MCA Nashville,232426,73,0.629,0.479,10,-10.608,1,0.0271,0.22,0,0.0587,0.345,138.231,4,,-4.231337292,-1.807762299,-0.517425394
1x4VYBDa31Js7qAc63QIRE,If You've Got the Money I've Got the Time,16 Biggest Hits,Lefty Frizzell,NaT,kelley3clan,2017-06-26T03:42:36Z,country,Columbia/Legacy,174360,14,0.815,0.487,7,-9.589,1,0.0339,0.772,0.000566,0.103,0.91,105.251,4,,-1.04463905,-0.449937628,-0.251411749
4WrwO9Un3ji5wnNySDGHwQ,Islands In The Stream,A Love Song Collection,"Kenny Rogers,Dolly Parton",01/01/2008,kelley3clan,2017-06-26T03:42:57Z,country,Capitol Nashville,249880,0,0.589,0.641,8,-5.533,1,0.0313,0.427,0,0.0558,0.795,204.003,4,,-5.587233981,2.033971187,-2.255370462
6nRvgo4ySezQKD1D7NIqAu,I Will Always Love You,Jolene,Dolly Parton,02/04/1974,kelley3clan,2017-06-26T03:43:07Z,country,RLG/Legacy,176093,62,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,4,,-5.875908922,-0.01542977,-1.118975434
1l2Xmg54EUr3TDzNIaCr1z,Coat of Many Colors,Coat Of Many Colors,Dolly Parton,NaT,kelley3clan,2017-06-26T03:43:44Z,country,Buddha Records,183666,60,0.624,0.257,5,-13.341,1,0.0444,0.93,7.56E-05,0.138,0.681,85.617,4,,-4.894843604,2.017144827,-1.710079119
4BcrWCZPXuoGU0SnAsJW1s,He Stopped Loving Her Today,George Jones - 16 Biggest Hits,George Jones,07/14/1998,kelley3clan,2017-06-26T03:44:04Z,country,Epic/Legacy,197400,52,0.333,0.232,8,-14.605,1,0.0366,0.785,0.000548,0.252,0.398,144.788,4,,-5.482391715,-1.11819931,-1.654816215
4v3tdzHwvCpGLmVPnhMCkH,"Hey, Good Lookin' - Single Version",40 Greatest Hits,"Hank Williams,Drifting Cowboys",01/01/1978,kelley3clan,2017-06-26T03:44:35Z,country,Universal/Island Def Jam,175333,0,0.789,0.25,7,-12.786,1,0.0413,0.874,0,0.125,0.87,141.076,4,,-6.792273996,0.409458286,-2.204410235
3PIZKsovCCVX3XaxKSzkdY,Your Cheatin' Heart - Single Version,40 Greatest Hits,"Hank Williams,Drifting Cowboys",01/01/1978,kelley3clan,2017-06-26T03:44:49Z,country,Universal/Island Def Jam,163506,0,0.666,0.129,0,-17.21,1,0.0322,0.947,4.59E-06,0.333,0.562,128.054,4,,-5.892422013,-0.017573388,-1.398770765
7hxZF4jETnE5Q75rKQnMjE,I Walk the Line,I Walk the Line (Original Soundtrack Recording),Johnny Cash,11/11/1970,kelley3clan,2017-06-26T03:45:12Z,country,Columbia Nashville Legacy,176533,67,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,4,,-3.121127762,-1.286720303,-0.282306783
6YffUZJ2R06kyxyK6onezL,Ring of Fire,Ring Of Fire: The Best Of Johnny Cash,Johnny Cash,08/06/1963,kelley3clan,2017-06-26T03:45:22Z,country,Columbia Nashville Legacy,158426,71,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,4,,-2.370153276,-1.102693901,0.501808957
3nKLfeoq3YedJIZqvRW3Qz,I Don't Need Your Rockin' Chair - Version w/special guests,The George Jones Collection,"Mark Chesnutt,George Jones,Patty Loveless,Garth Brooks,Clint Black,Alan Jackson,Travis Tritt,Joe Diffie,Pam Tillis,T. Graham Brown,Vince Gill",01/01/1999,kelley3clan,2017-06-26T03:46:59Z,country,MCA Nashville,168640,61,0.68,0.589,0,-10.01,1,0.0247,0.152,0,0.378,0.696,93.865,4,,-4.035347609,0.994114596,-0.934921384
307EulQ5DF6FsZaonGFp16,I Fall To Pieces - Album Version (Manufactured Duet),Remembering,"Patsy Cline,Jim Reeves",01/01/1982,kelley3clan,2017-06-26T03:47:53Z,pop,Geffen,172066,0,0.507,0.358,10,-14.683,1,0.0346,0.434,0.000132,0.331,0.352,110.788,4,,-1.534869645,-1.885463974,0.736331944
4B36AxUY1e27R1gL1AoqDj,That Don't Impress Me Much,Come On Over,Shania Twain,11/04/1997,kelley3clan,2017-06-26T03:49:25Z,country,Mercury Nashville,218866,0,0.769,0.76,1,-7.521,1,0.0386,0.246,0,0.0471,0.968,124.935,4,,-0.247421379,-1.824092032,1.574608862
6RH9SBaImgPfLCPEjpniVH,I'm Gonna Getcha Good! - Red Single Edit,Greatest Hits,Shania Twain,01/01/2004,kelley3clan,2017-06-26T03:53:32Z,country,Mercury Nashville,242133,0,0.723,0.814,1,-3.821,1,0.031,0.0399,0,0.0642,0.938,123.986,4,,-0.330254218,-1.424866182,1.16641212
0oTGa77jJ1H5joTG5SvxFj,Second One To Know,From A Room: Volume 1,Chris Stapleton,05/05/2017,kelley3clan,2017-06-26T03:55:53Z,country,Mercury Nashville,176066,63,0.529,0.89,0,-6.104,0,0.0388,0.0185,0.00112,0.341,0.875,96.731,4,,-0.327323827,0.339884264,0.663604575
1ZzUE9vPvsVMCNu2e7OepO,Right Girl Wrong Time,Right Girl Wrong Time,Jon Langston,04/28/2017,kelley3clan,2017-06-26T03:57:10Z,country,Jon Langston,222893,0,0.611,0.721,6,-6.133,1,0.0404,0.0253,0,0.126,0.217,116.929,4,,-0.815953569,-0.877978336,1.521603383
4v5tgTrtDPxs0amRB3Njre,Jim And Jack And Hank,Angels And Alcohol,Alan Jackson,07/17/2015,kelley3clan,2017-06-26T03:58:36Z,country,ALAN JACKSON - THIRTY MILES WEST,278320,45,0.677,0.801,4,-7.535,1,0.0341,0.0518,6.51E-06,0.426,0.839,123.999,4,,-1.187735863,0.933642247,-0.881310697
1LKJJ4LsmUm7ibocmosUf1,Cold Beer Conversation,Cold Beer Conversation,George Strait,09/25/2015,kelley3clan,2017-06-26T03:59:38Z,country,MCA Nashville,228000,45,0.46,0.59,2,-6.527,1,0.0325,0.493,0.00208,0.268,0.394,200.007,4,,-1.094864634,-1.430906483,1.160570508
0JNcsinqXB9ntzf2HcZjcR,Waiting on You,Worth the Wait,Lindsay Ell,03/24/2017,kelley3clan,2017-06-26T04:00:36Z,country,Stoney Creek Records,235333,0,0.719,0.781,8,-3.947,1,0.0355,0.323,1.33E-05,0.0927,0.794,105.016,4,,0.205073483,-0.025732625,0.944721307
4nxgA1nvXvTkmsBY0vJV57,Road Less Traveled,Road Less Traveled,Lauren Alaina,01/27/2017,kelley3clan,2017-06-26T04:00:50Z,country,Lauren Alaina,216266,58,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.10E-06,0.247,0.27,112.988,4,,0.335131185,0.175729651,0.091689412
6nqvInlnaMzEzaw4s0zbee,Doin' Fine,Road Less Traveled,Lauren Alaina,01/27/2017,kelley3clan,2017-06-26T04:02:03Z,country,Lauren Alaina,199906,48,0.439,0.752,8,-4.143,1,0.0375,0.116,0,0.133,0.456,166.051,4,,-3.038324709,0.455475292,-0.438688156
65nCVhtlWYUzNvcM1MYp4l,Landslide,The Essential The Chicks,The Chicks,NaT,kelley3clan,2017-06-26T04:02:20Z,country,Columbia/Legacy,228480,49,0.574,0.4,2,-8.387,1,0.0273,0.569,6.19E-06,0.164,0.512,146.018,4,,-0.17138113,-1.202219978,0.677345372
6s9m5J92By7jii22Q2XtY2,Somethin' Bad (with Carrie Underwood),Platinum,"Miranda Lambert,Carrie Underwood",06/02/2014,kelley3clan,2017-06-26T04:02:28Z,country,RCA Records Label Nashville,169586,66,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82E-06,0.0575,0.484,90.076,4,,-4.568732575,-1.618597867,-0.305158417
5BTUfUNq9sa7OUbles1qvS,Tulsa Time,20 Greatest Hits,Don Williams,01/01/1987,kelley3clan,2017-06-26T04:03:05Z,country,Geffen*,192800,45,0.877,0.489,4,-15.244,1,0.0385,0.493,7.81E-06,0.0611,0.929,103.886,4,,-3.75036861,0.988203879,-0.598329972
7ySh3j4kcq2mtxfjshPJSG,"Lord, I Hope This Day Is Good - Single Version",Lord I Hope This Day Is Good,Don Williams,01/01/1981,kelley3clan,2017-06-26T04:03:13Z,country,Geffen*,249906,58,0.526,0.388,2,-17.983,1,0.029,0.252,0.00137,0.114,0.702,173.82,4,,-6.171136939,0.146631651,-1.30759332
1Uk2LGi7bBZua6RTqa4ABM,(Turn Out The Light And) Love Me Tonight - Single Version,20 Greatest Hits,Don Williams,01/01/1987,kelley3clan,2017-06-26T04:03:23Z,country,Geffen*,141066,32,0.616,0.27,2,-19.796,1,0.0303,0.598,0.000951,0.111,0.614,84.796,4,,-3.832703799,-2.124583543,-0.295263545
5XOM6Neo5IACRMhvd2ibKA,You Ain't Woman Enough,You Ain't Woman Enough,Loretta Lynn,01/01/1966,kelley3clan,2017-06-26T04:04:27Z,pop,MCA Nashville,135160,51,0.744,0.455,8,-7.543,1,0.0366,0.634,0,0.0526,0.905,75.279,4,,-5.329193777,1.305581227,-1.238277878
4TMP1aRZUsG8C4HChYtfgC,Hello Darlin',The Very Best Of Conway Twitty,Conway Twitty,01/01/1988,kelley3clan,2017-06-26T04:08:20Z,country,MCA Nashville,145866,48,0.354,0.276,0,-14.999,1,0.0295,0.745,1.35E-06,0.11,0.427,82.787,3,,-1.592391677,-1.104006611,0.559270128
3OYbmTwwQ1dTnGyKmgc1Mt,Swingin',Greatest Hits,John Anderson,10/15/1996,kelley3clan,2017-06-26T04:09:12Z,country,BNA Records Label,178880,56,0.655,0.751,9,-10.689,1,0.0311,0.066,0,0.303,0.746,110.755,4,,-0.959529257,0.15085419,0.886779333
1CXZNbojIVKJNBCd4jgr8c,The Night Before (Life Goes On),Some Hearts,Carrie Underwood,11/14/2005,kelley3clan,2017-06-26T04:13:47Z,country,Arista,234773,36,0.541,0.721,4,-2.497,1,0.0329,0.437,0,0.114,0.387,97.083,4,,-0.034240568,0.232879386,-0.027004638
0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,Some Hearts,Carrie Underwood,11/14/2005,kelley3clan,2017-06-26T04:13:59Z,country,Arista,199946,78,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,4,,-0.093217093,1.028481455,0.515538822
79FoDauqgqdVBUg66rsHJR,Starts with Goodbye,Some Hearts,Carrie Underwood,11/14/2005,kelley3clan,2017-06-26T04:14:05Z,country,Arista,246626,40,0.467,0.641,9,-4.721,1,0.0346,0.0835,3.49E-05,0.0853,0.239,148.045,4,,0.907372663,-1.255299362,0.102248143
3ARWtAeseGVeGo3zW6hrtC,Down In Mississippi (Up To No Good),Twice The Speed Of Life,Sugarland,01/01/2004,kelley3clan,2017-06-26T04:14:53Z,country,Mercury Nashville,171666,39,0.477,0.946,2,-3.566,1,0.0641,0.0776,0,0.319,0.811,160.67,4,,-0.428712794,-0.17922179,0.573431665
3C3oknuBLo3jxhmRk67glu,Something More,Twice The Speed Of Life,Sugarland,01/01/2004,kelley3clan,2017-06-26T04:15:08Z,country,Mercury Nashville,216733,56,0.613,0.857,4,-4.46,1,0.0545,0.29,0,0.113,0.349,102.261,4,,0.29808842,0.835457758,0.137372267
0mtBYFKqvMmwArbQlDxlm6,Hello,Twice The Speed Of Life,Sugarland,01/01/2004,kelley3clan,2017-06-26T04:17:22Z,country,Mercury Nashville,233666,25,0.484,0.778,3,-4.167,1,0.0444,0.189,0,0.129,0.215,158.02,4,,-0.767980591,0.194053534,0.554246514
44aKw6tmSnZexsnZ6gffdL,Small Town Jericho,Twice The Speed Of Life,Sugarland,01/01/2004,kelley3clan,2017-06-26T04:22:36Z,country,Mercury Nashville,243493,23,0.451,0.675,8,-6.226,1,0.03,0.213,0,0.102,0.672,155.338,4,,-1.556721069,-0.509222053,1.438217066
2HqCaO7BV010qXS5FuiTED,Long Black Train,Long Black Train,Josh Turner,01/01/2003,kelley3clan,2017-07-01T17:43:31Z,country,MCA Nashville,250626,62,0.538,0.699,10,-6.615,1,0.0399,0.238,2.23E-05,0.114,0.814,84.914,4,,-0.9708384,0.355902616,-1.194637156
7E7I1ap1o3wPl2xQptAlTr,I Was Country When Country Wasn't Cool,She Was Country When Country Wasn't Cool: A Tribute To Barbara Mandrell,"Kenny Chesney,Reba McEntire",10/17/2006,kelley3clan,2017-07-03T07:16:12Z,country,BNA Records Label,215120,19,0.488,0.611,11,-5.745,1,0.0507,0.519,0,0.0886,0.518,208.071,4,,0.77130172,-1.485469299,0.291288883
2Zt3mJdrTWNJktvromJuOw,Fix a Drink,Fix a Drink,Chris Janson,05/05/2017,kelley3clan,2017-07-13T07:34:54Z,country,Warner Bros.,186576,0,0.576,0.894,1,-3.607,1,0.0647,0.024,0,0.167,0.811,158.051,4,,-0.233336963,-1.270418289,0.800258634
08wJ1B9yu9sPeoRa5fbpr3,It Ain't My Fault,Pawn Shop,Brothers Osborne,01/15/2016,kelley3clan,2017-07-13T07:43:20Z,country,EMI Records Nashville,216800,65,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,4,,-0.383054126,0.27071931,0.018734597
5C6uh95eAL0RBTSGXKQwvk,Hometown Girl,Deep South,Josh Turner,03/10/2017,kelley3clan,2017-07-13T07:45:36Z,country,MCA Nashville,215080,66,0.503,0.792,3,-5.473,0,0.0335,0.304,0.0385,0.143,0.44,155.905,4,,0.298293762,-0.587725073,0.043913208
4n0xztUAbHPUV8G3NQvF30,How Not To,Obsessed,Dan + Shay,06/03/2016,kelley3clan,2017-07-13T07:51:31Z,country,Warner Records,192000,58,0.501,0.836,11,-3.587,0,0.0491,0.208,0,0.152,0.618,159.863,4,,-6.184101806,1.653298864,-1.610698864
6Wo5YxkdXgwzKQZbDg2r17,Either Way,From A Room: Volume 1,Chris Stapleton,05/05/2017,kelley3clan,2017-07-13T07:55:11Z,country,Mercury Nashville,248053,65,0.655,0.0645,4,-14.765,1,0.0429,0.854,1.11E-05,0.107,0.278,129.399,4,,0.599220611,-0.656991816,0.730648149
3l4cnZdtNbVZgV3ICYh1Ni,Every Girl,Diamonds & Gasoline,Turnpike Troubadours,08/31/2010,kelley3clan,2017-07-23T04:23:39Z,country,Bossier City Records,225920,56,0.482,0.844,7,-4.488,1,0.0336,0.00631,0,0.189,0.81,174.963,4,,0.16835414,-0.967732883,0.733772608
2NqHZYzBWUHbbpDDgdGWJL,Hometown,Kane Brown,Kane Brown,12/02/2016,kelley3clan,2017-07-23T04:24:00Z,country,RCA Records Label Nashville,204066,46,0.627,0.881,0,-4.575,0,0.0556,0.0636,0,0.103,0.593,120.007,4,,-1.645579555,-0.309786099,0.846549906
27c2kdskfeM1j3keQ6z4hB,Excuses,Chapter 1 - EP,Kane Brown,03/25/2016,kelley3clan,2017-07-23T04:24:30Z,country,RCA Records Label Nashville,181920,35,0.524,0.634,6,-7.383,1,0.0297,0.159,0,0.094,0.551,78.983,4,,-0.169075843,-0.914298386,0.579736579
0t5zXzcJjRZMpBPAqkbjdW,Wide Open,Chapter 1 - EP,Kane Brown,03/25/2016,kelley3clan,2017-07-23T04:24:34Z,country,RCA Records Label Nashville,185106,34,0.536,0.833,6,-6.05,1,0.0282,0.0663,0,0.151,0.736,143.972,4,,-0.337011745,-0.091500103,0.170797265
6V3wTb4VVDWRw3YEDgc6Py,Used to Love You Sober,Chapter 1 - EP,Kane Brown,03/25/2016,kelley3clan,2017-07-23T04:24:39Z,country,RCA Records Label Nashville,181680,54,0.525,0.674,1,-6.053,1,0.0282,0.0405,0,0.339,0.431,147.978,4,,-0.535277465,-1.21888194,0.472009913
