Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Villas,Swimmingly,Dylan Sitts,214140,21,lo-fi,0.703,0.414,4,-13.372,1,0.0561,0.475,0.765,0.103,0.137,170.998,4,6.168377823408624
When the Time Comes,When the Time Comes,Gordon,124485,30,lo-fi,0.717,0.208,6,-17.462,0,0.1,0.931,0.000901,0.228,0.325,81.042,4,6.483230663928816
in my love,Lunch Time Sleeps,rock,137671,33,lo-fi,0.802,0.545,7,-13.427,0,0.256,0.926,0.943,0.112,0.827,172.284,4,7.778234086
winter in rio,Rio,Wun Two,100465,38,lo-fi,0.823,0.577,9,-8.955,1,0.0666,0.477,0.669,0.11,0.785,85.9,4,11.206023271731691
Autumn Vibes,Autumn Vibes,soul,137142,21,lo-fi,0.615,0.305,0,-13.408,1,0.126,0.838,0.58,0.123,0.65,76.994,4,6.149212868
Mental Acupuncture,Mental Acupuncture,Jazzinuf,152000,42,lo-fi,0.713,0.415,10,-11.179,0,0.0389,0.0274,0.539,0.106,0.642,89.981,4,6.034223134839151
Way Home,Sofa,Ariel T,238350,29,lo-fi,0.734,0.332,11,-16.253,0,0.102,0.737,0.902,0.0899,0.26,80,4,5.681040383
Inside All Day,Inside All Day,Aso,146000,34,lo-fi,0.67,0.0876,1,-22.869,0,0.215,0.624,0.884,0.104,0.345,84.837,3,7.348391513
Drowsy,Lazy Cuts,trog'low,147986,31,lo-fi,0.59,0.46,2,-11.331,1,0.0409,0.732,0.873,0.24,0.558,75.011,4,6.288843258042436
Brown Horses,Burgundy Blues,Justnormal,145937,35,lo-fi,0.795,0.317,0,-8.337,1,0.106,0.6,0.882,0.085,0.403,79.998,4,5.7850787132101305
Peppermint,Peppermint,Dylan Sitts,141572,31,lo-fi,0.891,0.458,4,-10.025,0,0.095,0.339,0.925,0.0804,0.135,87.04,4,5.823408624229979
Spanish Galleon,Pirata (German Edition),Wun Two,54656,30,lo-fi,0.708,0.372,1,-12.721,1,0.114,0.903,0.974,0.115,0.517,71.789,4,5.694729637
Peanut Butter,Peanut Butter,"Fona,Styn",61753,30,lo-fi,0.661,0.0735,2,-22.933,1,0.0358,0.95,0.724,0.0926,0.562,69.982,4,5.943874058863792
I'd Rather Sleep,Need To Breathe,Smartface,139279,30,lo-fi,0.766,0.377,1,-12.847,0,0.0586,0.655,0.865,0.0991,0.872,80.984,4,6.360027378507871
Vibes,Noir,This Is Tomorrow,208612,15,rap,0.557,0.171,10,-19.526,0,0.0579,0.104,0.882,0.125,0.326,86.951,4,8.344969199178644
Derive,Clairvoyance,Jobii,133339,32,lo-fi,0.648,0.35,0,-10.967,0,0.0481,0.91,0.775,0.0717,0.0632,84.039,4,5.114305270362765
Uber Black,Uber Black,"Dontcry,Glimlip,Yasper",145555,29,lo-fi,0.881,0.25,7,-9.014,0,0.069,0.351,0.432,0.117,0.58,81.062,4,5.218343600273785
Ananke,Delphinus,NK Music,320014,37,lo-fi,0.774,0.21,7,-12.418,0,0.044,0.752,0.904,0.124,0.279,77.986,4,5.259411362080766
Rising Air,Rising Air,LisaMadeIt,144000,24,lo-fi,0.783,0.502,5,-9.279,1,0.113,0.388,0.838,0.0912,0.604,79.985,4,5.215605749486653
sky to you,sky to you,"luvwn,flowsum",89302,27,lo-fi,0.632,0.252,11,-12.342,0,0.0589,0.95,0.796,0.115,0.745,171.777,4,6.4750171115674195
Summer Rain,Float,[ocean jams],128884,33,lo-fi,0.882,0.637,6,-4.38,0,0.0475,0.605,0.787,0.0999,0.587,82.018,4,6.455852156057495
Pizza,Pizza,Statistix,212078,32,lo-fi,0.842,0.29,11,-12.099,0,0.121,0.228,0.904,0.114,0.405,79.985,4,6.442162902121835
drifting.,drifting.,"frad,Elijah Lee",142962,35,lo-fi,0.686,0.265,7,-20.686,1,0.0681,0.772,0.0207,0.138,0.686,81.049,4,6.067077344284736
Anybody Have a Map?,Dear Evan Hansen (Original Broadway Cast Recording),"Rachel Bay Jones,Jennifer Laura Thompson",146853,58,musicals,0.634,0.603,7,-6.374,1,0.258,0.234,0,0.536,0.744,107.768,4,8.161533196440795
Waving Through A Window,Dear Evan Hansen (Original Broadway Cast Recording),"Ben Platt,Original Broadway Cast of Dear Evan Hansen",236360,63,musicals,0.549,0.705,9,-5.563,1,0.0564,0.316,0,0.12,0.52,146.024,4,8.161533196440795
For Forever,Dear Evan Hansen (Original Broadway Cast Recording),Ben Platt,301013,59,musicals,0.371,0.457,5,-7.674,1,0.0407,0.222,0,0.0882,0.166,96.269,4,8.161533196440795
"Sincerely, Me",Dear Evan Hansen (Original Broadway Cast Recording),"Mike Faist,Ben Platt,Will Roland",222960,62,musicals,0.677,0.731,7,-5.708,1,0.12,0.168,0,0.103,0.603,97.864,4,8.161533196440795
Requiem,Dear Evan Hansen (Original Broadway Cast Recording),"Laura Dreyfuss,Michael Park,Jennifer Laura Thompson",259693,55,musicals,0.409,0.404,4,-6.517,1,0.0285,0.446,0,0.132,0.288,80.356,4,8.161533196440795
Disappear,Dear Evan Hansen (Original Broadway Cast Recording),"Mike Faist,Ben Platt,Kristolyn Lloyd,Will Roland,Jennifer Laura Thompson,Original Broadway Cast of Dear Evan Hansen",275813,53,musicals,0.451,0.634,8,-6.65,1,0.118,0.379,0,0.226,0.298,136.643,4,8.161533196440795
You Will Be Found,Dear Evan Hansen (Original Broadway Cast Recording),"Ben Platt,Kristolyn Lloyd,Will Roland,Laura Dreyfuss,Original Broadway Cast of Dear Evan Hansen",360906,62,musicals,0.293,0.624,9,-7.13,1,0.0613,0.0865,0,0.0874,0.213,87.335,4,8.161533196440795
To Break In a Glove,Dear Evan Hansen (Original Broadway Cast Recording),"Michael Park,Ben Platt",230813,48,musicals,0.652,0.423,7,-8.659,1,0.446,0.203,0,0.111,0.426,108.491,4,8.161533196440795
Only Us,Dear Evan Hansen (Original Broadway Cast Recording),"Laura Dreyfuss,Ben Platt",227186,55,musicals,0.467,0.346,1,-7.029,1,0.0271,0.707,0,0.102,0.243,69.006,4,8.161533196440795
Good For You,Dear Evan Hansen (Original Broadway Cast Recording),"Rachel Bay Jones,Kristolyn Lloyd,Will Roland,Ben Platt",185146,56,musicals,0.627,0.709,3,-4.692,1,0.0726,0.175,0,0.242,0.791,107.802,4,8.161533196440795
Words Fail,Dear Evan Hansen (Original Broadway Cast Recording),Ben Platt,351920,53,musicals,0.368,0.237,0,-9.49,1,0.0389,0.792,0,0.122,0.328,95.871,3,8.161533196440795
So Big / So Small,Dear Evan Hansen (Original Broadway Cast Recording),Rachel Bay Jones,252266,50,musicals,0.447,0.2,7,-9.536,1,0.0423,0.806,0,0.108,0.28,88.189,4,8.161533196440795
Finale,Dear Evan Hansen (Original Broadway Cast Recording),"Ben Platt,Original Broadway Cast of Dear Evan Hansen",95960,47,musicals,0.423,0.0919,5,-10.343,1,0.0353,0.837,0,0.0931,0.414,112.831,4,8.161533196440795
Dark Wood,Seasonal Expression,Justnormal,129344,34,lo-fi,0.724,0.24,6,-13.317,1,0.275,0.822,0.415,0.115,0.461,173.945,4,5.842573579739904
Romantique,Cycles,Kazam,166956,33,lo-fi,0.638,0.296,5,-14.491,1,0.0533,0.694,0.113,0.315,0.292,80.526,4,3.159479808350445
Green,Green,Mun$,111028,31,lo-fi,0.517,0.392,5,-11.933,0,0.0773,0.948,0.95,0.137,0.697,160.394,4,5.393566050650239
nomads of the sea,mudflat hikers,santpoort,145075,31,lo-fi,0.796,0.341,9,-15.105,0,0.148,0.919,0.333,0.121,0.603,146.021,4,6.614647501711157
Pacific Parc,Pacific Parc,"Fona,Styn",101955,32,lo-fi,0.664,0.236,0,-16.08,1,0.043,0.878,0.856,0.0819,0.315,73.017,3,5.921971252566735
Guido,Coloured Roots,damaa.beats,180186,24,lo-fi,0.84,0.36,8,-12.875,1,0.391,0.846,0.802,0.0885,0.45,78.973,4,6.628336755646817
I Won't Let Go,I Won't Let Go,Ninjoi.,148571,25,lo-fi,0.646,0.56,10,-7.232,0,0.0317,0.21,0.481,0.156,0.406,84.033,4,7.386721424
Sunsets,Endless Sunday Vol. 1,Aso,177312,36,lo-fi,0.652,0.265,9,-17.225,1,0.295,0.925,0.943,0.114,0.425,82.994,4,4.629705681040384
Chilled.,Chilled.,SPEECHLESS,94610,38,lo-fi,0.733,0.498,10,-8.528,1,0.333,0.948,0.81,0.0888,0.661,85.063,4,6.581793292265571
waves,Waves,notliam.,59677,22,lo-fi,0.831,0.445,5,-12.385,1,0.496,0.621,0.966,0.123,0.361,186.098,4,6.551676933607118
the world was ours,the world was ours,"Kupla,less.people",137423,25,lo-fi,0.674,0.378,0,-8.067,0,0.0646,0.763,0.481,0.2,0.183,86.015,4,6.480492813141684
Crystal Ship,Dreams of Dawn,soder.,95524,34,lo-fi,0.642,0.696,8,-11.218,0,0.0393,0.95,0.0202,0.176,0.615,87.024,4,6.365503080082136
Marco,The Beatpatch,"Cold Frame,Gordon",124236,28,lo-fi,0.419,0.159,6,-24.976,0,0.0371,0.97,0.928,0.0979,0.541,173.841,4,6.762491444
Airtime,Airtime,Omaure,70505,38,lo-fi,0.634,0.65,5,-13.163,1,0.123,0.454,0.947,0.103,0.774,177.874,4,6.551676933607118
Jeux D’eau,Chillhop Daydreams,sadtoi,144000,32,lo-fi,0.779,0.23,0,-16.382,1,0.457,0.848,0.0254,0.683,0.258,73.51,4,6.652977412731006
Summertime,Summertime,Musqitone,113250,27,lo-fi,0.775,0.396,9,-11.987,0,0.0886,0.381,0.908,0.113,0.63,140.05,3,5.938398357289528
busking,busking,_tag,140714,36,lo-fi,0.622,0.0701,0,-13.016,1,0.0421,0.495,0.911,0.102,0.247,77.065,4,6.138261464750171
Excursion,Swimmingly,Dylan Sitts,153684,28,lo-fi,0.831,0.444,4,-9.945,0,0.0446,0.44,0.319,0.0659,0.305,113.923,4,6.168377823408624
Schoen,Lava,"Estugarda,kolor",112108,31,lo-fi,0.707,0.184,7,-13.919,1,0.0761,0.849,0.888,0.113,0.197,78.024,4,7.1649555099247095
Frigid,Cycles,"Allem Iversom,goosetaf",61538,30,lo-fi,0.685,0.234,6,-11.899,1,0.45,0.749,0.921,0.103,0.785,77.85,4,6.628336755646817
Depiction,Depiction,Wenzel,118153,38,lo-fi,0.595,0.285,11,-14.36,0,0.0372,0.974,0.948,0.146,0.302,130.004,3,6.179329226557153
Touching Skin,Lights,High John,86982,23,lo-fi,0.579,0.202,11,-8.148,0,0.0334,0.888,0.892,0.114,0.166,79.978,4,6.636550308008213
The Writer,Easy Feet,Smartface,99759,28,lo-fi,0.865,0.338,0,-9.212,1,0.219,0.881,0.83,0.368,0.773,83.048,4,6.877481177275839
Paths,Paths,N.Musicbeatz,167384,30,lo-fi,0.812,0.126,7,-13.783,0,0.283,0.876,0.408,0.0622,0.589,76.082,4,6.151950718685832
For You,High+,"High John,Plusma",132222,14,lo-fi,0.703,0.257,1,-13.176,0,0.157,0.128,0.868,0.102,0.304,121.715,3,6.135523613963039
Scootaloo,Sheep Rotation,Jobii,147110,32,lo-fi,0.731,0.424,7,-6.664,0,0.259,0.36,0.000834,0.19,0.604,84.995,4,6.015058179329227
Early Bird,Early Bird,Ariel T,192027,10,lo-fi,0.53,0.337,0,-15.319,1,0.19,0.0988,0.543,0.0957,0.442,129.338,1,5.388090349075975
Never Again,Never Again,Nokiaa,84000,26,lo-fi,0.799,0.329,1,-14.381,0,0.223,0.929,0.669,0.0982,0.439,79.945,4,6.611909650924025
Magua.,Magua.,Mora,126757,23,lo-fi,0.592,0.37,6,-10.93,1,0.392,0.779,0.526,0.124,0.713,79.823,4,7.069130732375085
My Love,emo,"Kupla,j'san",162181,37,lo-fi,0.601,0.31,2,-13.843,0,0.0354,0.889,0.911,0.115,0.156,76.889,4,6.554414784
gone,gone,mr_slace,121258,23,lo-fi,0.807,0.298,5,-12.322,0,0.102,0.653,0.907,0.918,0.537,156.003,4,5.960301163586585
soupeddd!,Inaudible,"mommy,Philanthrope,weird inside",189000,27,lo-fi,0.683,0.268,5,-13.594,1,0.104,0.707,0.852,0.1,0.546,75.012,4,6.365503080082136
The Finish Line,The Finish Line,"Middle School,Mitchel Forman",195096,29,lo-fi,0.594,0.251,6,-13.071,1,0.0435,0.776,0.805,0.0987,0.139,89.975,4,5.757700205338809
Nothingness,A Way of Existing,"Kanisan,no one's perfect",178865,33,lo-fi,0.632,0.133,3,-18.322,0,0.0321,0.971,0.892,0.413,0.0865,99.983,4,4.919917864476386
crush on you,Gentle Boy,Elijah Who,84030,43,lo-fi,0.605,0.175,1,-14.075,1,0.318,0.866,1.12e-06,0.24,0.439,139.72,4,7.509924709103354
Slice of Life,Chillhop Essentials Spring 2019,"Gas Lab,Flitz&Suppe",160000,26,lo-fi,0.716,0.247,5,-17.751,1,0.0449,0.298,0.884,0.382,0.147,84.009,4,6.039698836413415
Glow,old sh*t,Xori,153600,28,dance,0.375,0.128,5,-24.428,0,0.0428,0.769,0.804,0.139,0.0399,108.473,3,6.1738535249828885
Berlin,Skylines,Sebastian Kamae,173913,46,lo-fi,0.689,0.227,2,-9.522,1,0.0418,0.893,0.656,0.11,0.424,138.039,5,2.414784394250513
passersby,bed / moon,Sleepy Fish,105189,16,lo-fi,0.718,0.0418,11,-19.431,0,0.342,0.846,0.943,0.194,0.392,79.012,4,6.225872689938399
II,II,"_houseplants,Arbour",92054,13,lo-fi,0.827,0.376,10,-9.514,1,0.147,0.809,0.942,0.176,0.52,73.002,1,6.228610540725531
Distant Travels,Distant Travels,Smeyeul.,156500,24,lo-fi,0.656,0.243,5,-12.126,1,0.131,0.438,0.889,0.117,0.436,80.007,4,6.4284736481861735
Outdoors,Old Growth,"leaf beach,dcxv",92058,19,lo-fi,0.775,0.276,4,-9.899,0,0.349,0.037,0.85,0.328,0.706,170.261,4,6.015058179329227
Love Is,Sundae Sauuce Presents: Morning Gelato,"Aso,Hopes",138316,32,lo-fi,0.681,0.354,5,-10.298,0,0.284,0.874,0.942,0.106,0.259,157.896,4,7.017111567419575
Pale Moon,2 Am. Study Session,"Dr. Dundiff,Allem Iversom",211347,38,lo-fi,0.7,0.172,0,-17.016,1,0.124,0.901,0.937,0.117,0.0378,82.453,4,5.007529089664613
straight from the heart,Surface Waves,"goosetaf,Fushou.",101300,15,lo-fi,0.789,0.501,8,-9.948,1,0.313,0.83,0.0653,0.116,0.259,151.544,3,7.534565366187543
Torii,2 Am. Study Session,Fatb,120521,41,lo-fi,0.622,0.264,8,-11.648,0,0.0441,0.769,0.895,0.112,0.0612,160.02,4,5.007529089664613
Satellite Nights,Satellite Nights,drkmnd,192039,52,lo-fi,0.667,0.409,6,-7.509,0,0.0686,0.867,0.817,0.122,0.0954,79.986,4,5.174537987679671
emo,Chillhop Essentials Fall 2017,Sugi.wa,110031,44,lo-fi,0.825,0.21,0,-9.129,1,0.115,0.185,0.912,0.109,0.505,80.443,4,7.482546201232033
Fall in Love - Skit,Bei aller Liebe (Deluxe Version),Dramadigs,92598,14,vaporwave,0.689,0.291,8,-8.341,0,0.0416,0.779,0.843,0.0991,0.316,83.03,4,10.959616700889802
Flower,Escapade,Swørn,162066,33,lo-fi,0.555,0.233,0,-9.782,0,0.0675,0.93,0.935,0.0979,0.118,79.981,4,6.064339493497604
First Wonder,Chillhop Essentials Summer 2018,"j'san,Cloudchord",168750,30,lo-fi,0.809,0.427,11,-10.081,0,0.0405,0.74,0.418,0.109,0.627,89.999,4,6.787132101300479
Attila,Chillhop Essentials Spring 2017,Mono:Massive,147977,41,lo-fi,0.814,0.325,9,-7.958,0,0.0567,0.296,0.919,0.117,0.605,87.026,4,8.052019165
The Places We Used to Walk,1 Am. Study Session,"Rook1e,tender spring",135807,43,lo-fi,0.659,0.48,1,-8.316,0,0.0444,0.947,0.657,0.107,0.0409,130.375,4,5.319644079397673
Swix,Chillhop Essentials Spring 2018,HM Surf,115324,28,lo-fi,0.848,0.338,3,-15.497,0,0.291,0.454,0.45,0.263,0.648,77.029,4,7.036276522929501
Lucid,3 Am. Study Session,"Sebastian Kamae,Intoku",132705,38,lo-fi,0.492,0.0795,8,-22.208,1,0.0485,0.975,0.628,0.13,0.442,85.026,4,4.553045859000685
Backpack City,Ages Ago,"Flovry,tender spring",151731,48,lo-fi,0.636,0.197,9,-15.365,1,0.0768,0.879,0.877,0.109,0.127,77.202,4,5.352498288843258
Sunlite,Stray,chief.,99871,19,lo-fi,0.663,0.238,6,-12.096,0,0.212,0.819,0.93,0.0867,0.163,96.401,5,6.907597535934292
Coolin',Coolin',S-ilo,153678,18,lo-fi,0.648,0.218,6,-16.089,0,0.0374,0.884,0.907,0.0988,0.144,99.899,4,6.965092402464066
Valley,Mind Garden,Leavv,189792,35,lo-fi,0.563,0.164,0,-16.448,0,0.0402,0.645,0.893,0.103,0.0504,82.996,4,6.576317590691307
If It Moves,If It Moves,Michael Michaelson,98778,33,lo-fi,0.712,0.176,3,-18.399,1,0.0353,0.787,0.886,0.111,0.115,119.972,4,4.903490759753593
icy.tears,Love Story,ocha,216000,30,lo-fi,0.714,0.393,4,-15.336,1,0.0497,0.737,0.877,0.0614,0.298,160.323,4,6.209445585215605
Alive,Alive,Ouska,146976,40,lo-fi,0.675,0.307,2,-11.206,1,0.0327,0.779,0.833,0.115,0.381,128.991,4,6.160164271047228
Saffron and Green Tea,Saffron and Green Tea,Ibrahim,213968,31,lo-fi,0.786,0.378,0,-11.589,1,0.0423,0.642,0.93,0.106,0.491,121.884,3,7.069130732375085
Her,Her,"Kendall Miles,a l e x",166500,39,lo-fi,0.546,0.125,0,-18.528,1,0.0422,0.912,0.897,0.11,0.458,172.009,5,7.737166324435318
she looked like art,parting ways,Slowheal,135007,19,lo-fi,0.76,0.149,0,-11.614,1,0.0827,0.969,0.922,0.152,0.508,80.01,4,6.893908281998631
iced tea for breakfast,gay story,In Love With a Ghost,76000,41,lo-fi,0.486,0.162,0,-23.007,1,0.0487,0.984,0.885,0.362,0.169,119.958,4,6.967830253251198
Couch Weather,Couch Weather,CaliCronk,139764,24,lo-fi,0.54,0.101,0,-20.752,0,0.219,0.942,0.597,0.0991,0.638,84.694,4,5.0951403148528405
A Moment to Remember,A Moment to Remember,Nom Tunes,190455,25,lo-fi,0.743,0.331,6,-11.357,1,0.0647,0.789,0.888,0.149,0.455,143.985,3,5.305954825462012
oyasumi,oyasumi,ocha,204000,35,lo-fi,0.293,0.0604,1,-26.793,1,0.0502,0.959,0.868,0.111,0.14,80.021,4,7.444216290212183
Beneath the Rain,Everyday Moment,Nom Tunes,209415,41,lo-fi,0.686,0.308,3,-16.232,1,0.0433,0.974,0.954,0.11,0.267,120.014,4,7.2908966461327855
cold door handles,nobody else,Idealism,146666,33,lo-fi,0.679,0.284,11,-12.317,0,0.0399,0.678,0.918,0.115,0.325,143.875,4,7.277207392197125
Thoughts,rap,In Love With a Ghost,132075,32,lo-fi,0.71,0.174,9,-16.03,0,0.139,0.292,0.867,0.0658,0.558,160.014,4,8.380561259411362
Breath,A Fall Journey,"Retro Jungle,Nohone",154576,43,lo-fi,0.474,0.252,4,-17.413,1,0.0957,0.889,0.908,0.0885,0.0888,58.871,4,6.365503080082136
a beautiful day,heavenly tone,yutaka hirasaka,296000,28,lo-fi,0.65,0.396,4,-11.051,1,0.0364,0.979,0.864,0.0992,0.302,90.004,4,6.420260095824777
Isla Bella,Isla Bella,Kendall Miles,114176,35,lo-fi,0.548,0.39,4,-5.42,1,0.0504,0.852,0.879,0.124,0.549,85.865,4,7.340177960301164
bee,a warm home,Burbank,185684,27,lo-fi,0.76,0.543,1,-8.142,1,0.0914,0.569,0.932,0.104,0.304,95.021,4,6.0041067761806985
you're so precious,emo,Slowheal,133862,18,lo-fi,0.72,0.321,0,-12.561,1,0.0601,0.898,0.925,0.0689,0.187,78.005,4,6.959616700889802
tidal wave,missing piece,Slowheal,106666,10,lo-fi,0.83,0.102,1,-13.304,1,0.054,0.669,0.813,0.103,0.308,81.022,4,5.344284736481861
shine,Eulogy,Nohidea,81951,29,lo-fi,0.82,0.495,2,-11.267,1,0.0615,0.841,0.613,0.123,0.152,163.887,4,6.203969883641341
Stella's Story,Stella's Story,Kendall Miles,92612,31,lo-fi,0.612,0.0606,0,-15.235,1,0.0351,0.797,0.943,0.117,0.145,83.092,4,7.627652292950034
we'll stay inside when it rains,we'll stay inside when it rains,"Rook1e,.ihaveaface",130585,32,lo-fi,0.7,0.134,9,-17.898,1,0.0771,0.592,0.845,0.107,0.435,160.033,4,5.368925393566051
Follow Her,For You,Zeeky Beats,125875,43,lo-fi,0.83,0.261,4,-13.33,1,0.053,0.55,0.937,0.11,0.15,131.993,4,5.522245037645448
The Girl I Have a Crush On,Unrequited Love,frad,137483,44,lo-fi,0.686,0.329,7,-10.924,1,0.0431,0.875,0.894,0.688,0.558,190.007,4,7.107460643394935
blossoms,blossoms,frad,156800,41,lo-fi,0.625,0.833,3,-9.027,1,0.0391,0.901,0.891,0.116,0.243,74.941,4,6.833675564681725
First Date,First Date,frad,173143,54,lo-fi,0.732,0.303,4,-13.575,1,0.057,0.75,0.828,0.141,0.601,82.555,4,6.951403148528406
You Make Me Smile,You Make Me Smile,frad,129000,18,lo-fi,0.873,0.598,0,-11.847,1,0.112,0.589,0.727,0.634,0.879,120.003,4,6.105407255304586
balter,balter,aesthetic boi,129384,21,lo-fi,0.314,0.13,3,-25.583,1,0.0534,0.95,0.942,0.887,0.412,178.57,4,5.842573579739904
Space City,Space City,Ibrahim,184163,16,lo-fi,0.716,0.408,8,-11.453,1,0.0402,0.395,0.0596,0.0658,0.0778,80.022,4,7.019849418206708
sundown,sanctuary,mt. fujitive,112000,47,lo-fi,0.656,0.164,5,-19.742,1,0.0408,0.958,0.933,0.0996,0.48,76.061,3,5.467488021902806
Hold My Hand,Hold My Hand,frad,86153,26,lo-fi,0.799,0.272,1,-15.39,1,0.409,0.122,0.807,0.101,0.348,77.95,4,6.261464750171116
喫茶店,喫茶店,frad,205766,45,lo-fi,0.854,0.23,0,-18.112,1,0.0776,0.0335,0.891,0.0974,0.755,140.001,4,6.913073237508556
여행,여행,bloom.,148000,25,dance,0.865,0.19,7,-21.619,0,0.0623,0.844,0.0131,0.677,0.474,119.972,4,6.639288158795345
Luv Letters,Luv Letters,frad,164615,40,lo-fi,0.72,0.324,10,-12.427,1,0.0899,0.941,0.908,0.214,0.641,155.943,4,5.943874058863792
plain plaid purple morning,Rekindle the Past,biosphere,134844,39,lo-fi,0.554,0.152,0,-16.703,1,0.139,0.342,0.0428,0.131,0.415,137.079,1,6.833675564681725
bouquet of balloons,Rekindle the Past,biosphere,183703,43,lo-fi,0.73,0.336,7,-15.441,1,0.0602,0.445,0.826,0.122,0.793,162.011,4,6.833675564681725
spring carousel,Rekindle the Past,"biosphere,Park Bird",120000,25,lo-fi,0.667,0.56,9,-9.148,1,0.163,0.43,0.423,0.123,0.308,163.985,4,6.833675564681725
i'll be there,Rekindle the Past,biosphere,112143,28,lo-fi,0.63,0.805,7,-9.229,0,0.0793,0.867,0.167,0.145,0.561,181.991,4,6.833675564681725
waltz in the meadows,Rekindle the Past,biosphere,115324,34,lo-fi,0.745,0.426,4,-12.495,0,0.0432,0.156,0.557,0.124,0.249,77.005,4,6.833675564681725
pastel sunset,Rekindle the Past,"biosphere,Barnes Blvd.",183433,37,lo-fi,0.588,0.115,5,-19.393,1,0.0415,0.859,0.193,0.0475,0.0911,75.011,4,6.833675564681725
starstruck,Rekindle the Past,biosphere,161175,35,lo-fi,0.7,0.0879,1,-14.399,1,0.041,0.259,0.743,0.0615,0.261,140.026,4,6.833675564681725
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),"Idina Menzel,Evan Rachel Wood",260906,70,musicals,0.321,0.432,6,-7.071,1,0.03,0.726,9.08e-05,0.0607,0.172,123.304,4,5.382614647501711
I Still Like You,Omoide,ビクター ＭＫＩＩ,140270,34,lo-fi,0.461,0.753,0,-6.568,0,0.14,0.586,0.473,0.567,0.444,73.222,4,6.650239561943874
Bingsoo,Bingsoo,"Milky Day,Jazzinuf,frad",158677,9,lo-fi,0.723,0.492,5,-11.362,0,0.479,0.0103,0.00117,0.639,0.446,90.018,4,5.727583846680356
Omoide in My Garden,Omoide in My Garden,Luvbird,126000,18,lo-fi,0.776,0.496,0,-10.517,1,0.0999,0.241,0.614,0.0879,0.147,79.978,4,6.184804928131417
tea for one,unrequited,aqualina,103886,27,lo-fi,0.691,0.252,1,-18.565,1,0.0382,0.935,0.944,0.0799,0.381,65.403,4,7.184120465434634
one sided love,unrequited,aqualina,122500,31,lo-fi,0.568,0.211,5,-21.451,1,0.0388,0.978,0.878,0.123,0.234,72.081,4,7.184120465434634
happy when youre not here,gay story,In Love With a Ghost,106666,29,lo-fi,0.589,0.33,4,-16.088,1,0.0438,0.88,0.922,0.081,0.51,90.025,4,6.967830253251198
Flowers,Let's Go,"In Love With a Ghost,Nori",252121,53,lo-fi,0.641,0.24,8,-19.107,1,0.047,0.979,0.866,0.234,0.32,99.02,4,7.444216290212183
Comet,rap,In Love With a Ghost,138556,24,lo-fi,0.501,0.482,1,-13.489,0,0.041,0.967,0.842,0.378,0.509,96.943,4,8.380561259411362
blossom,blossom,aqualina,108031,21,lo-fi,0.402,0.304,6,-16.448,1,0.296,0.891,0.686,0.208,0.505,178.734,4,7.080082135523614
Pure Imagination,Dreams for Two,"Rook1e,j'san",104568,36,lo-fi,0.482,0.232,5,-18.35,1,0.046,0.971,0.608,0.119,0.448,130.501,4,7.570157426
bedtime stories,Sleepy Boy,"Rook1e,Casual Shifuku",76825,7,lo-fi,0.683,0.76,1,-11.848,1,0.0361,0.793,0.846,0.183,0.712,159.199,3,5.793292265571527
Summer Lovers,With U,neeks,95250,31,lo-fi,0.739,0.298,11,-14.818,0,0.0652,0.37,0.818,0.0737,0.358,159.792,3,6.8199863107460645
Happy Is the Color of U,With U,neeks,234418,12,lo-fi,0.578,0.233,0,-19.697,1,0.135,0.975,0.303,0.775,0.423,171.372,4,6.8199863107460645
Strawberry Milk,Strawberry Milk,neeks,174720,34,lo-fi,0.765,0.224,0,-20.83,1,0.091,0.767,0.0325,0.37,0.2,62.417,4,5.738535249828884
Sorry for Not Answering the Phone I'm Too Busy Trying to Fly Away,Let's Go,In Love With a Ghost,132413,44,lo-fi,0.476,0.161,1,-16.368,1,0.212,0.847,0,0.0331,0.33,96.69,5,7.444216290212183
"Safe, Now",Colors,"Harris Cole,Aso",256000,43,lo-fi,0.72,0.0715,3,-26.251,1,0.0529,0.83,0.932,0.0842,0.0649,120.129,4,6.847364818617385
振り返って見つめて,[Maid Sama!] Original Soundtrack,前口渉,92920,23,anime,0.722,0.0372,2,-22.428,1,0.0416,0.772,0.75,0.102,0.347,80.002,3,14.778918548939084
Under Cherry Blossom Trees,Under Cherry Blossom Trees,neeks,85333,38,lo-fi,0.734,0.5,0,-10.111,1,0.224,0.343,0.655,0.0537,0.29,90.276,4,6.606433949349761
dreamin’,Haru Kaze,ビクター ＭＫＩＩ,100666,19,lo-fi,0.551,0.67,2,-10.275,1,0.886,0.921,0.28,0.325,0.763,161.26,4,3.0444900752908968
Her.,Her.,"Xavier,Kendall Miles",141576,27,lo-fi,0.45,0.299,0,-14.871,1,0.0871,0.645,3.49e-05,0.953,0.526,86.122,3,7.879534565366187
World Without You,Sincerely Adolescence,"Blai$y,Shiloh Dynasty",106753,40,lo-fi,0.571,0.346,7,-14.811,1,0.489,0.617,0.0284,0.104,0.114,64.917,4,7.474332648870637
Being in Love with U,Harbor,Tomppabeats,49548,43,lo-fi,0.628,0.334,2,-9.781,1,0.424,0.848,0.143,0.106,0.617,81.966,3,8.908966461327857
