Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Buddy,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,86773,19,anime,0.407,0.144,10,-20.122,0,0.0541,0.979,0.876,0.111,0.387,103.966,4,6.5188227241615335
Sayonara,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,191893,17,anime,0.831,0.562,8,-10.112,1,0.0867,0.234,0.905,0.0839,0.854,145.972,4,6.5188227241615335
シルシ,Launcher,LiSA,288253,51,anime,0.552,0.766,8,-4.117,1,0.0536,0.46,0,0.0941,0.472,145.991,4,10.08350444900753
明け星,LANDER,LiSA,267346,54,anime,0.363,0.869,1,-3.477,1,0.0498,0.000255,1.5e-06,0.361,0.229,95.017,4,2.379192334017796
ラブ・ドラマティック,ラブ・ドラマティック,"Masayuki Suzuki,伊原六花",263613,53,anime,0.71,0.798,9,-5.309,1,0.0343,0.364,0,0.354,0.789,129.039,4,6.097193703
センチメンタルクライシス,Assortrip,halca,243960,49,anime,0.409,0.896,7,-2.535,1,0.105,0.0107,0.0018,0.127,0.577,167.127,4,7.252566735112937
Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),"Akano,Jonatan King",95140,23,anime,0.755,0.886,11,-6.384,0,0.244,0.193,1.68e-06,0.118,0.32,178.002,4,5.678302532511978
風に吹かれて,ハルカカナタヘ,福原 遥,272826,39,anime,0.388,0.611,3,-3.724,1,0.0334,0.291,0,0.063,0.401,179.933,4,2.8199863107460645
ないものねだり,僕がCDを出したら,KANA-BOON,262693,58,anime,0.471,0.77,6,-3.783,0,0.102,0.0002,0.00308,0.0974,0.529,174.85,4,11.942505133470226
emo,emo,Akano,328548,61,anime,0.422,0.328,2,-8.941,0,0.0324,0.588,2.9e-06,0.097,0.159,151.846,4,5.538672142368241
emo,emo,Akano,88989,32,anime,0.577,0.582,8,-9.429,1,0.0835,0.041,0,0.242,0.131,161.912,4,5.867214236824093
emo,emo,Akano,328548,61,anime,0.422,0.328,2,-8.941,0,0.0324,0.588,2.9e-06,0.097,0.159,151.846,4,5.538672142368241
Hope (From One Piece),Hope (From One Piece),"Akano,AndrezoWorks",153544,48,anime,0.581,0.696,4,-4.234,0,0.0353,0.056,0,0.46,0.1,139.936,4,6.573579739904175
残響散歌,残響散歌,Aimer,184893,67,anime,0.367,0.896,11,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,4,3.323750855578371
白銀,白銀,LiSA,264666,43,anime,0.485,0.888,11,-3.326,1,0.0489,0.00277,1.16e-06,0.373,0.282,142.983,4,3.381245722108145
Yoriichi Theme,Yoriichi Theme,Samuel Kim,137488,43,anime,0.27,0.605,2,-7.931,0,0.0335,0.54,0.852,0.0784,0.12,91.933,4,3.1813826146475015
Akaza Theme,鬼滅の刃 EP,A Samurai In Tokyo,87428,37,anime,0.662,0.419,2,-10.2,0,0.0301,0.702,0.896,0.137,0.136,139.972,4,2.0971937029431897
Rengoku Theme,鬼滅の刃 EP,A Samurai In Tokyo,109523,38,anime,0.725,0.319,4,-12.432,0,0.038,0.759,0.821,0.186,0.298,126.008,4,2.0971937029431897
Zenitsu Theme,鬼滅の刃 EP,A Samurai In Tokyo,95575,36,anime,0.86,0.426,0,-9.302,0,0.0371,0.682,0.919,0.0851,0.113,113.022,4,2.0971937029431897
Rengoku Theme V2,Rengoku Theme V2,Samuel Kim,236978,43,anime,0.151,0.52,0,-9.38,1,0.0418,0.0156,0.958,0.129,0.0978,101.922,3,2.954140999315537
KokodeIkiteru,KokodeIkiteru,"MARY,jon-YAKITORY",202662,43,anime,0.352,0.868,8,-4.367,1,0.0514,0.0252,0.00119,0.19,0.518,94.23,4,3.6577686516084875
unravel,Fantastic Magic,TK from Ling tosite sigure,238360,71,anime,0.508,0.889,7,-2.755,0,0.0862,0.0495,0,0.0984,0.332,135.014,4,10.600958247775496
たぶん,THE BOOK,YOASOBI,256773,67,anime,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,4,4.238193018480493
Dream lantern,Your Name.,RADWIMPS,131666,64,anime,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,3,8.607802874743326
asphyxia,PURE,Cö shu Nie,174893,60,anime,0.181,0.913,5,-3.318,1,0.152,0.0501,0,0.282,0.392,82.176,4,5.3114305270362765
Snow Fairy,anime,FUNKIST,216626,55,anime,0.418,0.846,1,-4.211,0,0.0473,0.000232,0,0.161,0.561,105.983,4,13.62902122
往け,往け,LiSA,228266,49,anime,0.56,0.952,1,-2.579,0,0.162,0.135,0,0.162,0.689,89.872,4,3.466119097
火炎,火炎(Full Edition),QUEEN BEE,215973,59,anime,0.52,0.933,11,-4.874,0,0.18,0.034,2.13e-05,0.33,0.604,169.839,4,6.1738535249828885
インスタントヘヴン,フライングベスト〜知らないの？巷で噂のダメ天使〜,"NANAOAKARI,Eve",230000,42,anime,0.552,0.946,1,-3.868,1,0.163,0.00733,6.55e-05,0.268,0.658,184.971,4,6.502395619
Brave Shine,DAWN,Aimer,233493,60,anime,0.38,0.889,8,-5.911,1,0.0801,0.00272,2.07e-06,0.152,0.514,171.083,4,9.681040383299111
スタンドバイミー,The GARDEN,the peggies,278493,41,anime,0.402,0.924,0,-2.344,1,0.0574,0.0151,0,0.253,0.481,170.949,4,3.4524298425735798
unlasting,LEO-NiNE,LiSA,296813,56,anime,0.637,0.447,7,-5.893,0,0.0302,0.53,0,0.0977,0.343,113.256,4,4.468172484599589
オレンジ,アニップス,7!!,350200,61,anime,0.348,0.492,7,-4.844,1,0.0324,0.171,0,0.116,0.3,171.637,4,9.067761806981519
crossing field,LANDSPACE,LiSA,248946,68,anime,0.45,0.983,5,-2.246,1,0.282,0.0186,0,0.265,0.314,179.041,4,11.425051334702259
Life is サイダー,Life is サイダー,アネモネリア,242827,30,anime,0.746,0.899,1,-2.956,1,0.0436,0.0637,0.00423,0.322,0.735,105,4,4.183436002737851
ANIMA,unknown,ReoNa,269120,58,anime,0.455,0.918,1,-4.503,1,0.141,0.000732,0,0.249,0.498,96.513,4,4.487337440109514
the WORLD,the WORLD Ruler,Nightmare,233200,63,anime,0.425,0.894,11,-3.318,0,0.0381,0.000226,1.5e-05,0.265,0.81,94.751,4,18.094455852156056
from the edge,PARADE,"FictionJunction,LiSA",280933,51,anime,0.35,0.915,1,-3.762,1,0.111,0.00931,0,0.129,0.151,162.032,4,1.9575633127994525
veil,porte,須田景凪,209636,58,anime,0.559,0.873,0,-4.401,0,0.0543,0.0281,0,0.185,0.797,150.055,4,5.618069815195072
play the world!,LEO-NiNE,"LiSA,PABLO",258959,35,anime,0.619,0.925,6,-3.56,1,0.0894,0.0143,2.45e-06,0.0618,0.862,160.944,4,4.468172484599589
The Cruel Angel's Thesis <TV. Size Version>,NEON GENESIS EVANGELION II (Original Soundtrack),Yoko Takahashi,93186,34,anime,0.614,0.699,0,-5.866,0,0.0492,0.0565,0.016,0.191,0.581,128.723,4,2.1820670773442847
ユキトキ,エウアル,yanaginagi,268920,48,anime,0.436,0.89,5,-3.043,1,0.108,0.0926,0,0.122,0.628,164.976,4,11.75085557837098
Waterfall,inside you EP,milet,219373,36,anime,0.769,0.472,8,-5.087,0,0.0334,0.482,1.58e-05,0.104,0.599,96.013,4,6.083504449007529
Torches,Walpurgis,Aimer,294760,48,anime,0.525,0.665,0,-6.579,1,0.0274,0.577,0,0.142,0.36,82.044,4,3.975359342915811
give it back,give it back,Cö shu Nie,212476,54,anime,0.461,0.591,1,-5.838,1,0.0496,0.463,0,0.05,0.354,99.826,4,4.1943874058863795
Overfly,OVERSKY,Luna Haruna,267506,51,anime,0.584,0.854,8,-3.491,1,0.0443,0.0927,0.000252,0.0964,0.341,133.954,4,11.597535934291582
dawn,dawn,LiSA,246773,37,anime,0.608,0.941,5,-2.633,0,0.144,0.012,3.72e-05,0.355,0.546,92.492,4,4.224503764544832
ADAMAS,赤い罠(who loves it?) / ADAMAS,LiSA,225000,62,anime,0.514,0.991,1,-1.768,0,0.115,0.00906,1.28e-05,0.316,0.298,95.528,4,6.308008213552362
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,"Lil Uzi Vert,Oh Wonder",221746,79,rap,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,4,7.605749486652978
Down,All Or Nothing,"Jay Sean,Lil Wayne",212506,79,rap,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,4,16.251882272416154
A Little Party Never Killed Nobody (All We Got),Music From Baz Luhrmann's Film The Great Gatsby,rock,240733,60,hip hop,0.75,0.636,5,-5.078,0,0.174,0.0105,2.48e-06,0.0854,0.51,129.988,4,12.251882272416154
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),"USHER,Lil Jon,Ludacris",250373,85,hip hop,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4,21.02943189596167
Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),"Flo Rida,David Guetta",234560,78,edm,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,4,14.35728952772074
Berlin City Girl,Das Beste,Culcha Candela,226320,59,pop,0.797,0.814,7,-4.127,0,0.0401,0.0312,0,0.316,0.808,121.977,4,14.447638603696099
Dangerous Woman,Dangerous Woman,Ariana Grande,235946,71,pop,0.664,0.602,4,-5.369,0,0.0412,0.0529,0,0.356,0.289,134.049,3,8.870636550308008
Winnie the Pooh,Winnie the Pooh,"Zooey Deschanel,M. Ward",152440,46,children's music,0.432,0.37,2,-11.285,1,0.0806,0.454,0.00964,0.0864,0.388,148.93,4,14.25325119780972
Honor To Us All,Mulan (Original Soundtrack),"Lea Salonga,Beth Fowler,Marni Nixon,Chorus - Mulan,Disney",183200,60,musicals,0.462,0.242,7,-19.3,1,0.0616,0.447,0,0.115,0.652,168.006,4,27.252566735112936
Sussy Baka,Sussy Baka,Iceboy Ben,91394,42,rap,0.696,0.355,0,-12.12,1,0.114,0.356,7.72e-06,0.154,0.203,142.056,4,3.813826146475017
I Like Ya Cut G,Hamborger,Iceboy Ben,265846,22,rap,0.942,0.587,6,-8.76,1,0.0902,0.000238,0.0114,0.0765,0.948,130.012,4,4.520191649555099
rap,The Final,Wham!,401960,38,christmas,0.794,0.788,2,-9.256,1,0.0978,0.162,9.59e-05,0.649,0.789,118.671,4,38.35455167693361
Guadalajara,Música de America,Mariachi Vargas De Tecalitlán,176906,45,"mariachi,música mexicana,ranchera",0.442,0.658,5,-6.475,1,0.0739,0.454,0.00176,0.322,0.72,188.409,3,37.215605749486656
Shooting Stars,Bag Raiders (Deluxe),Bag Raiders,235813,67,dance,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4,14.25325119780972
What A Wonderful World,What A Wonderful World,Louis Armstrong,139226,76,jazz,0.271,0.165,5,-20.652,1,0.0351,0.726,1.54e-06,0.118,0.202,77.082,4,57.25393566
dance,dance,"Lady Gaga,Colby O'Donis",244055,28,pop,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,4,3.3319644079397674
The Only Exception,Brand New Eyes,Paramore,267653,79,pop,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,3,15.512662559890487
Hot N Cold,One Of The Boys,Katy Perry,220226,73,pop,0.706,0.842,7,-3.956,1,0.0417,7.73e-05,0,0.0688,0.861,132.032,4,16.79397672826831
Hey Ya!,Speakerboxxx/The Love Below,Outkast,235213,82,hip hop,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4,22.253251197809718
Umbrella,Good Girl Gone Bad: Reloaded,"Rihanna,JAY-Z",275986,83,hip hop,0.585,0.828,1,-4.603,1,0.124,0.00906,0,0.0426,0.584,174.034,4,16.83504449007529
Forever,Forever,Chris Brown,278573,80,r&b,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,4,16.928131416837783
Stacy's Mom,Welcome Interstate Managers,Fountains Of Wayne,197986,75,pop,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4,22.253251197809718
Sex on Fire,Only By The Night,Kings of Leon,203346,83,rock,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4,16.525667351129364
ココロのちず,ココロのちず,BOYSTYLE,263026,56,anime,0.54,0.913,1,-1.573,1,0.0366,0.00989,0,0.208,0.734,132.109,4,20.37508556
Yakuza,Cherry Blossom EP,A Samurai In Tokyo,105714,34,anime,0.822,0.692,11,-7.749,1,0.252,0.524,0.0367,0.0922,0.271,168.053,3,2.0971937029431897
Liquor Store Blues (feat. Damian Marley),Doo-Wops & Hooligans,"Bruno Mars,Damian Marley",229383,61,reggae,0.691,0.828,1,-3.909,0,0.0749,0.113,0,0.358,0.678,75.519,4,14.896646132785763
BLOW (with Chris Stapleton & Bruno Mars),BLOW (with Chris Stapleton & Bruno Mars),"Ed Sheeran,Chris Stapleton,Bruno Mars",209120,61,pop,0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0115,0.38,0.596,92.469,4,5.746748802190281
Wake Up in the Sky,Evil Genius,"Gucci Mane,Bruno Mars,Kodak Black",203161,74,hip hop,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,4,6.321697467488022
Mirror,Tha Carter IV (Complete Edition),"Lil Wayne,Bruno Mars",228093,76,rap,0.328,0.622,5,-7.291,0,0.0866,0.858,0,0.104,0.401,74.267,4,13.596167008898014
Wasted On You,Dangerous: The Double Album,Morgan Wallen,178520,79,country,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,3,4.232717316906228
One Of Them Girls,Hey World,Lee Brice,188893,70,country,0.643,0.79,4,-6.079,1,0.0461,0.29,0,0.107,0.808,95.981,4,4.3668720054757015
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,pop,190476,75,drill,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,4,4.7501711156741955
Blueberry Faygo,Certified Hitmaker,Lil Mosey,162546,73,rap,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,4,5.155373032169747
Beautiful Crazy,This One's for You Too (Deluxe Edition),Luke Combs,193200,82,country,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4,6.839151266255989
Life Is Good (feat. Drake),Life Is Good (feat. Drake),"Future,Drake",237735,72,rap,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,4,5.229295003422314
Dos Oruguitas,Encanto (Original Motion Picture Soundtrack),Sebastian Yatra,214613,65,pop,0.423,0.355,0,-10.565,1,0.0454,0.761,0,0.0915,0.465,93.788,4,3.370294318959617
All Of You,Encanto (Original Motion Picture Soundtrack),"Stephanie Beatriz,Olga Merediz,John Leguizamo,Adassa,Maluma,Encanto - Cast",278440,60,reggae,0.515,0.467,11,-10.623,1,0.0494,0.633,0,0.107,0.346,114.532,4,3.370294318959617
"Colombia, Mi Encanto",Encanto (Original Motion Picture Soundtrack),Carlos Vives,175280,59,pop,0.718,0.88,0,-7.567,1,0.11,0.0223,0,0.908,0.814,124.007,4,3.370294318959617
Dos Oruguitas,Encanto (Original Motion Picture Soundtrack),Sebastian Yatra,214613,65,pop,0.423,0.355,0,-10.565,1,0.0454,0.761,0,0.0915,0.465,93.788,4,3.370294318959617
Some Things Never Change,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),"Kristen Bell,Idina Menzel,Josh Gad,Jonathan Groff,Cast of Frozen 2",209964,65,musicals,0.567,0.543,5,-4.485,1,0.0313,0.613,0,0.106,0.299,89.937,4,5.382614647501711
On The Way (feat. Mila J),Chilombo (Deluxe),"Jhené Aiko,Mila J",222600,63,r&b,0.575,0.443,7,-11.626,0,0.28,0.756,0,0.109,0.658,113.862,4,4.7118412046543465
Into the Unknown,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),"Idina Menzel,AURORA",194848,74,pop,0.321,0.405,10,-8.533,0,0.0412,0.849,0.000544,0.138,0.274,146.072,5,5.382614647501711
Carried Me With You,Onward (Original Motion Picture Soundtrack),Brandi Carlile,213732,50,folk,0.639,0.666,0,-7.775,1,0.0636,0.271,0,0.111,0.372,98.384,4,5.0978781656399725
Beauty and the Beast,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),"Ariana Grande,John Legend",227928,64,pop,0.489,0.54,6,-7.046,1,0.0288,0.126,0,0.103,0.27,81.4,4,8.065708419
Something There,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),"Emma Watson,Dan Stevens,Ewan McGregor,Ian McKellen,Emma Thompson,Nathan Mack,Gugu Mbatha-Raw",174878,56,musicals,0.45,0.317,0,-12.856,1,0.0381,0.896,5.15e-05,0.216,0.476,123.442,4,8.065708419
Starting Now,Starting Now,Brandy,204173,47,r&b,0.555,0.851,7,-4.525,1,0.121,0.0314,2.59e-05,0.0902,0.314,125.086,4,3.868583162217659
The Ballad of the Lonesome Cowboy,Toy Story 4 (Original Motion Picture Soundtrack),Chris Stapleton,105013,39,country,0.668,0.538,9,-8.758,1,0.0354,0.287,7.64e-05,0.0807,0.146,109.886,4,5.7850787132101305
Be Our Guest,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),"Ewan McGregor,Emma Thompson,Gugu Mbatha-Raw,Ian McKellen",288763,53,musicals,0.425,0.6,2,-7.641,1,0.0659,0.412,0,0.073,0.525,114.161,4,8.065708419
Remember Me (Dúo),Coco (Original Motion Picture Soundtrack),"Miguel,Natalia Lafourcade",164453,57,folk,0.611,0.553,0,-6.681,1,0.0329,0.415,0,0.497,0.571,84.996,4,7.394934976043806
Can You Imagine That?,pop,"Emily Blunt,Pixie Davies,Joel Dawson,Nathanael Saleh",262640,44,musicals,0.577,0.381,8,-10.928,1,0.168,0.816,0,0.216,0.498,117.57,4,6.321697467488022
fantasize,fantasize,ericdoa,150612,55,pop,0.713,0.535,6,-7.073,0,0.0308,0.00591,5.4e-05,0.115,0.551,102.602,4,3.8494182067077345
1985,A Hangover You Don't Deserve,Bowling For Soup,193000,70,pop,0.606,0.887,4,-4.404,1,0.0598,0.000242,0,0.337,0.903,119.974,4,21.253935660506503
Hysteria,Absolution,Muse,227023,74,rock,0.256,0.911,0,-4.479,1,0.0868,8.58e-05,0.000925,0.232,0.428,186.078,4,21.54962354551677
Bali,88GLAM RELOADED,"88GLAM,NAV",185316,48,rap,0.646,0.503,11,-7.218,1,0.0402,0.097,0,0.13,0.509,158.027,4,6.934976043805612
Maybe,Ready for the World,"Mixed Matches,Lukrative",171111,43,pop,0.549,0.716,1,-11.156,1,0.0371,0.145,0.894,0.623,0.169,80.993,4,5.845311430527036
檄!帝国華撃団<新章>,New Sakura Wars Original Soundtrack,"佐倉 綾音 (天宮 さくら),内田 真礼 (東雲 初穂),山村 響 (望月 あざみ),福原 綾香 (アナスタシア・パルマ),早見 沙織 (クラリス)",175226,8,anime,0.543,0.899,7,-3.024,1,0.0543,0.468,0,0.12,0.791,143.044,4,4.774811772758385
Believe in you,TVアニメ「Re:ゼロから始める異世界生活」2nd season 後期エンディングテーマ「Believe in you」,nonoc,279333,46,anime,0.473,0.563,6,-5.3,1,0.0332,0.0938,5.69e-06,0.149,0.134,92.023,4,4.084873374401095
KISS OF DEATH（Produced by HYDE）,雪の華15周年記念ベスト盤 BIBLE,Mika Nakashima,250200,56,anime,0.544,0.908,5,-3.174,1,0.0743,0.000776,0,0.366,0.192,122.037,4,6.1738535249828885
RESISTER,百歌繚乱,ASCA,227080,55,anime,0.483,0.946,8,-3.059,1,0.0906,0.00997,0,0.141,0.4,91.497,4,5.407255305
空色デイズ,しょこたん☆べすと――(°∀°)――!!,Shoko Nakagawa,252173,56,anime,0.382,0.949,11,-2.985,0,0.121,0.000375,9.62e-06,0.196,0.543,174.132,4,18.253251197809718
For You,"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 1","CHEN,BAEKHYUN,XIUMIN",196549,61,pop,0.533,0.838,0,-3.723,1,0.0319,0.102,0,0.394,0.449,75.021,4,8.605065023956195
MOVE,MOVE - The 2nd Album,TAEMIN,211949,61,pop,0.697,0.713,8,-5.273,0,0.115,0.0153,0,0.0857,0.667,99.964,4,7.4633812457221085
CALL ME BABY,EXODUS - The 2nd Album,EXO,211013,64,pop,0.692,0.886,1,-2.519,1,0.0519,0.284,0,0.341,0.879,100.03,4,10.012320328542094
Energetic,1-1=0 (NOTHING WITHOUT YOU),Wanna One,189355,60,pop,0.714,0.886,0,-3.076,1,0.0461,0.058,0,0.112,0.752,125.046,4,7.386721424
LOVE ME RIGHT,LOVE ME RIGHT - The 2nd Album Repackage,EXO,205128,63,pop,0.625,0.83,0,-2.33,1,0.0764,0.00266,0,0.188,0.757,110.04,4,9.834360027378509
Devil,DEVIL - SUPER JUNIOR SPECIAL ALBUM,SUPER JUNIOR,216584,50,pop,0.773,0.865,4,-3.027,0,0.114,0.133,0,0.052,0.968,145.003,4,9.716632443531827
SHAKE IT,SHAKE IT,SISTAR,208506,53,pop,0.778,0.957,11,-2.57,0,0.0735,0.0234,0,0.715,0.611,118.997,4,9.782340862422998
For Youth,Proof,BTS,264480,64,pop,0.633,0.511,2,-5.665,1,0.0368,0.434,0,0.248,0.29,116.855,3,2.814510609
IF YOU,MADE,BIGBANG,264215,66,pop,0.672,0.46,1,-6.213,1,0.0292,0.521,0,0.144,0.204,141.822,4,8.303901437371664
SOLO (Feat. Hoody),EVERYTHING YOU WANTED,"Jay Park,Hoody",219488,47,rap,0.662,0.716,4,-4.942,1,0.117,0.12,0,0.396,0.727,102.1,4,8.451745379876797
So 4 more,Dark & Wild,BTS,235020,53,pop,0.676,0.925,8,-2.451,1,0.111,0.00405,6.31e-06,0.279,0.798,163.952,4,10.620123203285422
The Boys,The Boys - The 3rd Album,Girls' Generation,228880,59,pop,0.885,0.937,1,-0.678,0,0.0898,0.142,0,0.103,0.878,114.974,4,13.456536618754278
Silver Spoon,The Most Beautiful Moment in Life Pt.2,BTS,233160,68,pop,0.65,0.879,9,-2.886,1,0.073,0.00104,0,0.0483,0.536,166.895,4,9.341546886
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,211350,71,pop,0.668,0.828,4,-5.034,0,0.0739,0.036,0,0.0932,0.393,140.042,4,6.800821355
Hold Me Tight,The Most Beautiful Moment in Life Pt.1,BTS,274991,61,pop,0.622,0.728,6,-5.111,1,0.286,0.0511,0,0.171,0.394,139.994,4,9.930184804928132
BTS Cypher Pt.3: Killer,Dark & Wild,"BTS,Supreme Boi",267782,60,pop,0.793,0.924,4,-3.017,0,0.321,0.0217,0,0.644,0.665,140.031,4,10.620123203285422
Rain,Dark & Wild,BTS,264666,59,pop,0.703,0.851,1,-4.918,0,0.144,0.031,0,0.354,0.315,89.958,4,10.620123203285422
おもかげ (produced by Vaundy),おもかげ (produced by Vaundy),"milet,Aimer,Lilas",188060,61,anime,0.488,0.638,8,-4.502,1,0.058,0.0258,2.24e-05,0.12,0.713,207.906,4,3.293634496919918
カタオモイ,daydream,Aimer,207360,64,anime,0.621,0.533,1,-5.974,1,0.0342,0.78,0,0.333,0.791,96.981,4,8.531143052703628
朝が来る,朝が来る,Aimer,294933,48,anime,0.335,0.92,1,-4.086,1,0.0986,0.00118,0,0.354,0.246,83.117,4,3.2279260780287475
SPARK-AGAIN,Walpurgis,Aimer,242733,54,anime,0.444,0.961,6,-3.835,0,0.112,0.000715,0.00577,0.31,0.667,90.036,4,3.975359342915811
地球儀,地球儀,"Aimer,Vaundy",232786,52,anime,0.678,0.837,1,-5.367,1,0.0425,0.0129,4.2e-05,0.0711,0.916,100.058,4,4.049281314168378
Heaven,EX'ACT,EXO,225823,45,pop,0.696,0.844,5,-4.212,0,0.181,0.0348,0,0.0882,0.761,91.982,4,8.815879534565367
First Love,Wings,BTS,189795,55,pop,0.545,0.74,8,-5.997,0,0.308,0.364,0,0.164,0.671,86.842,4,8.479123887748118
BOSS,NCT 2018 EMPATHY,"NCT,NCT U",210641,60,pop,0.787,0.543,10,-6.7,0,0.037,0.0233,0,0.0861,0.332,99.026,4,7.055441478439425
Let Me Know,Dark & Wild,BTS,254973,59,pop,0.61,0.829,11,-4.84,0,0.0847,0.0111,0,0.0961,0.156,136.102,4,10.620123203285422
Danger,Dark & Wild,BTS,245140,65,pop,0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,4,10.620123203285422
Mr.Mr.,Mr. Mr. - The 4th Mini Album,Girls' Generation,235434,56,pop,0.701,0.964,4,-2.037,0,0.127,0.114,9.34e-06,0.153,0.484,113.058,4,11.104722792607802
Red Flavor,The Red Summer - Summer Mini Album,Red Velvet,191139,65,pop,0.709,0.917,9,-3.315,1,0.189,0.0409,0,0.0839,0.515,125.042,4,7.734428473648186
Everytime,Descendants Of The Sun Pt.2 (Original Television Soundtrack),"CHEN,Punch",189355,66,pop,0.514,0.736,10,-4.364,1,0.0321,0.483,0,0.18,0.495,90.002,4,9.103353867214237
Like,2 Cool 4 Skool,BTS,231893,66,pop,0.737,0.723,0,-4.165,0,0.0705,0.303,0,0.26,0.783,100.939,4,11.808350444900753
If I Ruled the World,"O!RUL8,2?",BTS,247450,54,pop,0.744,0.725,7,-6.29,1,0.112,0.0434,0,0.296,0.729,95.981,4,11.55920602327173
Converse High,The Most Beautiful Moment in Life Pt.1,BTS,209715,60,pop,0.724,0.793,1,-3.982,1,0.0895,0.0597,0,0.201,0.817,98.003,4,9.930184804928132
Man In Love,New Challenge,INFINITE,197213,50,pop,0.605,0.95,6,-2.935,0,0.0784,0.0433,0,0.37,0.863,121.986,4,12.035592060232718
DRAMARAMA,THE CODE,MONSTA X,186295,51,pop,0.571,0.779,8,-2.864,1,0.111,0.135,0,0.202,0.261,186.154,4,7.403148528405202
And July,And July,"Heize,DEAN,dj friz",226128,55,pop,0.734,0.852,2,-3.85,1,0.0916,0.0401,0,0.196,0.787,98.504,4,8.709103353867214
WINE (Feat.Changmo) (Prod. SUGA),WINE,"SURAN,CHANGMO",232194,53,pop,0.62,0.644,4,-2.713,0,0.0447,0.314,0,0.105,0.502,145.87,4,7.9342915811088295
Growl,The 1st Album 'XOXO' (Repackage),EXO,207053,64,pop,0.681,0.814,11,-2.83,0,0.0603,0.145,0,0.556,0.876,89.993,4,11.66050650239562
"눈,코,입 (Eyes, Nose, Lips)",RISE,TAEYANG,229989,70,pop,0.63,0.516,0,-5.759,1,0.0379,0.736,0,0.264,0.254,143.786,4,10.833675564681725
House of Cards (Full Length Edition),The Most Beautiful Moment in Life: Young Forever,BTS,226212,69,pop,0.367,0.668,2,-4.484,0,0.052,0.336,0,0.147,0.384,104.961,4,8.919917864476385
The Truth Untold (feat. Steve Aoki),Love Yourself 轉 'Tear',"BTS,Steve Aoki",242292,65,pop,0.571,0.422,1,-7.561,0,0.0422,0.374,0,0.127,0.169,113.016,4,6.877481177275839
I Like That,INSANE LOVE,SISTAR,221371,52,pop,0.564,0.867,7,-3.137,0,0.0881,0.0952,0,0.737,0.882,154.882,4,8.783025325
Reset (feat. Jinsil),"Who Are You : School 2015(Original Television Soundtrack), Pt. 1","Tiger JK,Jinsil",242952,56,rap,0.614,0.787,5,-2.668,1,0.0583,0.335,0,0.157,0.459,143.841,4,9.935660506502396
