Track Name,Album Name,Artist Name(s),Duration (ms),Popularity,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),"Meghan Trainor,John Legend",225053,79,pop,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,3,10.231348391512663
Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,219493,75,pop,0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,4,13.253935660506503
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),"The Weeknd,JENNIE,Lily-Rose Depp",244684,91,pop,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4,1.7796030116358659
Counting Stars,Native,OneRepublic,257265,86,pop,0.663,0.706,1,-4.972,0,0.0383,0.0654,0,0.118,0.474,122.013,4,12.251882272416154
soul,"Save Me, San Francisco (Golden Gate Edition)",Train,216773,83,pop,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4,14.338124572210814
Maps,V,Maroon 5,189960,83,pop,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,4,10.584531143052704
Maria,María,HWASA,199026,67,pop,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,4,4.761122518822724
Way Back Home,Take,SHAUN,214136,67,pop,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,4,6.767967145790554
Firework,Teenage Dream,Katy Perry,227893,72,pop,0.638,0.831,8,-5.039,1,0.049,0.142,0,0.113,0.649,124.071,4,15.252566735112936
Mercy,Illuminate (Deluxe),Shawn Mendes,208733,80,pop,0.554,0.662,11,-4.957,0,0.0821,0.126,0,0.111,0.338,148.122,4,7.953456536618754
Nobody Knows,Born to be XX,KISS OF LIFE,195960,68,pop,0.655,0.646,7,-4.322,1,0.116,0.278,0,0.156,0.927,90.055,4,1.4017796030116358
Nothing On Me,KAI - The 1st Mini Album,KAI,160786,50,pop,0.517,0.626,11,-4.057,0,0.0627,0.036,3.42e-05,0.39,0.324,105.212,4,4.339493497604381
Promise,Promise,Jimin,151011,66,pop,0.692,0.534,2,-7.155,1,0.0433,0.83,5.57e-06,0.238,0.739,88.964,4,6.2559890485968515
Snow Flower (feat. Peakboy),Snow Flower (feat. Peakboy),"V,Peakboy",229013,64,pop,0.767,0.435,11,-5.732,1,0.0388,0.377,4.14e-05,0.116,0.355,97.529,3,4.271047227926078
SUGA's Interlude,Manic,"Halsey,SUGA,BTS",138204,59,pop,0.441,0.732,0,-6.88,1,0.186,0.0866,0,0.0425,0.244,78.7,4,5.210130047912389
Paradise,Love Yourself 轉 'Tear',BTS,211223,62,pop,0.551,0.828,5,-5.523,1,0.352,0.214,0,0.0571,0.928,139.662,4,6.877481177275839
Like Crazy,FACE,Jimin,212241,75,pop,0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4,2.028747433264887
Stay Alive (Prod. SUGA of BTS),Stay Alive (Prod. SUGA of BTS),Jung Kook,210928,70,pop,0.512,0.76,2,-5.889,0,0.0682,0.299,0,0.103,0.495,130.096,4,3.140314853
Make It Right,soul,BTS,226321,64,pop,0.639,0.706,7,-7.874,1,0.448,0.0104,0,0.132,0.259,105.782,4,5.976728268309377
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,200929,69,pop,0.585,0.815,0,-4.165,0,0.0565,0.115,0,0.124,0.564,132.09,4,2.0479123887748116
Save Me,The Most Beautiful Moment in Life: Young Forever,BTS,196505,68,pop,0.613,0.822,1,-3.48,1,0.062,0.0269,0,0.0783,0.54,139.936,4,8.919917864476385
Somebody,GOLDEN,Jung Kook,168599,71,pop,0.65,0.679,1,-5.557,0,0.0477,0.286,0,0.136,0.256,106.059,4,1.4154688569472964
Euphoria,Love Yourself 結 'Answer',BTS,228615,72,pop,0.637,0.799,2,-4.518,1,0.0338,0.394,0,0.0921,0.57,104.996,4,6.609171800136893
"Colombia, Mi Encanto",Encanto (Original Motion Picture Soundtrack),Carlos Vives,175280,59,pop,0.718,0.88,0,-7.567,1,0.11,0.0223,0,0.908,0.814,124.007,4,3.370294318959617
Die With A Smile,Die With A Smile,"Lady Gaga,Bruno Mars",251667,100,pop,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3,0.6297056810403833
FAVOURITE MISTAKE,FAVOURITE MISTAKE,Violette Wautier,156683,25,pop,0.789,0.776,3,-7.341,0,0.202,0.307,0.00673,0.47,0.859,112.842,4,0.6516084873374401
New Woman (feat. ROSALÍA),New Woman (feat. ROSALÍA),"LISA,ROSALÍA",179789,78,pop,0.477,0.854,7,-4.715,1,0.275,0.0858,0,0.065,0.314,140.515,5,0.6324435318275154
ONLY,4 ONLY,LeeHi,240906,77,pop,0.536,0.296,5,-7.451,1,0.0346,0.892,0,0.0873,0.151,122.907,3,3.564681724845996
Guess featuring billie eilish,Brat and it’s completely different but also still brat,"Charli xcx,Billie Eilish",143330,85,pop,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4,0.47638603696098564
WOKE UP,WOKE UP,XG,188010,71,pop,0.884,0.633,11,-5.826,0,0.291,0.0222,0,0.0765,0.462,146.904,4,0.8678986995208761
Hurts So Good,Leave It Beautiful (Complete),Astrid S,208728,70,pop,0.672,0.625,7,-5.068,0,0.0468,0.0774,0,0.0934,0.423,120.038,4,4.079397672826831
It's Ok If You Forget Me,Leave It Beautiful,Astrid S,204989,58,pop,0.562,0.379,6,-7.625,1,0.231,0.526,0,0.151,0.258,171.848,4,4.462696783025325
Training Season,Radical Optimism,Dua Lipa,209487,81,pop,0.812,0.587,5,-4.483,0,0.0477,0.0349,2.64e-06,0.123,0.664,123.041,4,0.917180014
Hero,Hero,Charlie Puth,196752,59,pop,0.467,0.469,0,-10.523,0,0.0374,0.443,0.000216,0.0874,0.576,199.752,4,0.8596851471594799
LIFETIMES,LIFETIMES,Katy Perry,192000,61,pop,0.661,0.874,0,-5.178,1,0.0359,0.000239,0.000145,0.564,0.344,119.982,4,0.6516084873374401
Leave It Beautiful,Leave It Beautiful,Astrid S,184958,36,pop,0.693,0.567,11,-8.444,1,0.215,0.715,0,0.478,0.394,121.935,4,4.462696783025325
I Do,I Do,"Astrid S,Brett Young",155822,36,pop,0.665,0.524,10,-9.404,1,0.0458,0.502,0,0.124,0.215,110.019,4,5.0951403148528405
Good Choices,Leave It Beautiful,Astrid S,216083,29,pop,0.428,0.291,2,-6.977,1,0.0627,0.873,0,0.0997,0.397,203.604,4,4.462696783025325
Marilyn Monroe,Marilyn Monroe,Astrid S,174014,39,pop,0.656,0.438,1,-7.831,0,0.306,0.405,0,0.378,0.563,103.124,4,4.616016427104722
Hits Different,Leave It Beautiful,Astrid S,158366,32,pop,0.704,0.419,1,-10.425,1,0.309,0.36,0.00166,0.102,0.413,103.699,4,4.462696783025325
Emotion,Emotion,Astrid S,190330,43,pop,0.402,0.75,0,-6.607,1,0.0567,0.0125,0.00192,0.396,0.502,146.223,4,6.4750171115674195
If I Can't Have You,Leave It Beautiful,Astrid S,135910,36,pop,0.334,0.449,9,-9.033,1,0.132,0.401,0,0.114,0.136,175.763,4,4.462696783025325
I Don't Know Why,I Don't Know Why,"NOTD,Astrid S",207667,57,pop,0.499,0.898,8,-4.181,0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,4,4.903490759753593
Think Before I Talk,Leave It Beautiful (Complete),Astrid S,184908,47,pop,0.771,0.599,5,-5.588,1,0.157,0.367,0,0.149,0.535,122.005,4,4.079397672826831
Can't Forget,Leave It Beautiful,Astrid S,173580,26,pop,0.856,0.608,1,-7.113,0,0.382,0.612,0,0.0936,0.561,149.921,4,4.462696783025325
Pretty,Pretty,"Astrid S,Dagny",175777,49,pop,0.633,0.829,9,-6.304,1,0.0496,0.0653,0,0.0907,0.333,95.966,4,3.3127994524298425
RELATIONS,RELATIONS,"Felix Sandman,Astrid S",164245,42,pop,0.837,0.435,0,-7.17,0,0.0427,0.696,1.43e-05,0.11,0.415,124.949,4,4.290212183436003
Closing Doors (ft Astrid S),"Hey, I'm Here For You","Harry Hudson,Astrid S",146956,24,pop,0.496,0.433,7,-8.291,1,0.0371,0.855,0,0.16,0.141,137.871,4,4.3668720054757015
Down Low,Down Low,Astrid S,202007,35,pop,0.554,0.35,6,-5.378,0,0.0287,0.799,1.39e-06,0.317,0.333,86.331,4,5.519507186858316
Sidelove,Down Low,Astrid S,172154,36,pop,0.753,0.343,8,-5.607,1,0.0337,0.799,0,0.104,0.511,137.872,4,5.519507186858316
Years,Down Low,Astrid S,190267,51,pop,0.664,0.285,9,-7.907,1,0.0342,0.855,0,0.0952,0.256,124.148,4,5.519507186858316
Doing To Me,Trust Issues,Astrid S,190097,37,pop,0.718,0.762,0,-5.006,0,0.0571,0.284,1.58e-06,0.0971,0.368,132.893,4,5.593429158110883
Trust Issues,Trust Issues,Astrid S,167032,28,pop,0.698,0.456,5,-8.039,1,0.0373,0.236,0,0.116,0.458,143.003,4,5.593429158110883
Someone New,Someone New,Astrid S,176618,36,pop,0.881,0.697,0,-5.613,1,0.27,0.129,1.39e-06,0.0834,0.434,97.012,4,6.168377823408624
The First One,The First One,Astrid S,188649,41,pop,0.538,0.541,7,-8.304,1,0.16,0.39,0,0.103,0.183,159.419,4,5.861738535249829
Closer,Closer,Astrid S,183040,30,pop,0.531,0.472,0,-7.347,0,0.059,0.394,0,0.139,0.445,127.48,5,6.329911019849418
Breathe,Party's Over,Astrid S,211758,42,pop,0.732,0.721,1,-5.807,1,0.0725,0.0307,7.29e-05,0.167,0.426,96.975,4,7.759069130732375
Such A Boy,Party's Over,Astrid S,210680,47,pop,0.668,0.776,6,-5.167,0,0.111,0.0481,2.2e-06,0.0798,0.461,95.003,4,7.759069130732375
Party's Over,Party's Over,Astrid S,197146,26,pop,0.619,0.514,7,-7.869,0,0.11,0.355,0,0.48,0.592,123.073,4,7.874058863791923
Does She Know,Party's Over,Astrid S,222613,40,pop,0.634,0.747,3,-4.904,0,0.103,0.251,1.81e-06,0.105,0.234,95.02,4,7.759069130732375
Just for One Night (feat. Astrid S),Just For One Night (feat. Astrid S),"Blonde,Astrid S",226779,39,pop,0.814,0.539,8,-8.48,0,0.171,0.277,0,0.0699,0.64,118.005,4,7.789185489390828
Paper Thin,Astrid S,Astrid S,208015,38,pop,0.536,0.649,1,-4.928,1,0.0478,0.0712,1.64e-05,0.102,0.136,87.128,4,8.870636550308008
Jump,Astrid S,Astrid S,193826,35,pop,0.551,0.61,2,-9.449,0,0.0926,0.0196,8.15e-06,0.353,0.175,171.978,4,8.870636550308008
Atic,Astrid S,Astrid S,214226,35,pop,0.542,0.516,10,-7.267,0,0.0417,0.051,8.01e-05,0.0881,0.382,143.185,4,8.870636550308008
Undressed,Undressed,"Julie Bergan,Astrid S",203659,33,pop,0.762,0.337,3,-10.066,1,0.0459,0.834,0,0.167,0.44,127.947,4,11.419575633127995
Second Hand Love (feat. Ruben),Second Hand Love (feat. Ruben),"Julie Bergan,Ruben",204216,35,pop,0.609,0.314,2,-8.155,1,0.0295,0.864,0,0.123,0.448,89.729,4,3.351129363449692
Don't You Wanna Play?,Sad in Scandinavia (Part 1),"Seeb,Julie Bergan",138733,40,pop,0.566,0.768,2,-4.458,0,0.0312,0.0127,0,0.115,0.638,100.005,4,4.692676249144422
Outline (feat. Julie Bergan),Outline (feat. Julie Bergan),"Crazy Cousinz,Julie Bergan",204373,30,pop,0.705,0.701,7,-3.444,1,0.0512,0.029,0,0.179,0.589,124.967,4,4.941820670773443
Sing It With Me,She,"JP Cooper,Astrid S",201198,57,pop,0.54,0.793,5,-4.379,1,0.0492,0.0744,0,0.354,0.4,112.219,4,3.1129363449691994
Somebody,Strangers / Lovers,Dagny,190413,46,pop,0.721,0.764,0,-4.811,1,0.0384,0.00211,0.000147,0.145,0.466,117.912,4,4.501026694045175
Love You Like That,Love You Like That,Dagny,177946,49,pop,0.623,0.71,8,-5.973,1,0.044,0.00655,4.11e-06,0.133,0.29,93.981,4,7.471594798083505
Bye Bye Baby,Strangers / Lovers,Dagny,166346,28,pop,0.623,0.811,2,-5.883,1,0.0549,0.0251,0,0.0732,0.299,114.026,4,4.501026694045175
Backbeat,Ultraviolet EP,Dagny,225733,40,pop,0.61,0.874,7,-4.851,0,0.0586,0.00833,0.0144,0.158,0.644,139.928,4,8.583162217659138
Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur,Anne-Marie",218293,80,pop,0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.465,0.571,125.944,4,6.439425051334703
34+35,Positions,Ariana Grande,173710,76,pop,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,4,4.424366872005476
No Comma,No Comma,Slayyyter,161266,50,pop,0.675,0.743,2,-5.694,1,0.242,0.0829,2.67e-06,0.329,0.314,139.913,4,0.5338809034907598
You & Me,JENNIE Special Single [You & Me],JENNIE,179164,71,pop,0.789,0.572,9,-6.227,1,0.0566,0.0155,2.06e-05,0.0955,0.561,112.01,4,1.4921286789869952
Overdose,Overdose - The 2nd Mini Album,EXO-K,205611,61,pop,0.498,0.917,5,-1.797,0,0.164,0.0615,0,0.358,0.652,112.357,5,10.65845311430527
Someone Like You,21,Adele,285240,82,pop,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4,14.190280629705681
Easy On Me,30,Adele,224694,83,pop,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,4,3.370294318959617
Make You Feel My Love,19,Adele,212040,76,pop,0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,3,17.182751540041068
Hello,25,Adele,295502,75,pop,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,4,9.368925394
Rolling in the Deep,21,Adele,228093,80,pop,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4,14.190280629705681
Set Fire to the Rain,21,Adele,242973,82,pop,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,14.190280629705681
When We Were Young,25,Adele,290900,79,pop,0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,4,9.368925394
Chasing Pavements,19,Adele,210506,76,pop,0.616,0.47,5,-6.092,0,0.0253,0.291,0,0.111,0.325,80.03,4,17.182751540041068
APT.,APT.,"ROSÉ,Bruno Mars",169917,95,pop,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4,0.45722108145106094
R.E.M,R.E.M,KISS OF LIFE,172773,61,pop,0.734,0.593,5,-4.143,1,0.0513,0.405,0,0.104,0.497,137.922,4,0.49555099247091033
"LOVE, MONEY, FAME (feat. DJ Khaled)",SEVENTEEN 12th Mini Album 'SPILL THE FEELS',"SEVENTEEN,DJ Khaled",186386,71,pop,0.87,0.703,7,-4.371,1,0.0514,0.0412,0,0.0617,0.789,100.017,4,0.4681724845995893
Sympathy is a knife featuring ariana grande,Brat and it’s completely different but also still brat,"Charli xcx,Ariana Grande",154126,71,pop,0.711,0.603,3,-7.815,1,0.0405,0.0962,0,0.112,0.339,135.151,4,0.47638603696098564
Happy Mistake,Harlequin,Lady Gaga,245435,60,pop,0.416,0.292,0,-8.357,1,0.0259,0.191,1.63e-06,0.108,0.155,82.811,4,0.5147159479808351
IYKYK,AWE,XG,180000,66,pop,0.708,0.847,6,-5.969,0,0.0623,0.0255,1.87e-06,0.36,0.706,129.877,4,0.3997262149212868
Glue Song,Glue Song,beabadoobee,135066,83,pop,0.62,0.409,1,-10.146,1,0.0282,0.77,0.0542,0.105,0.582,113.946,3,2.132785763175907
TRUST!,SALVATION,Rebecca Black,171433,56,pop,0.474,0.897,10,-5.038,0,0.108,0.00579,0.00999,0.298,0.497,123.377,4,0.095824778
LALALALA,rock,Stray Kids,182224,76,pop,0.705,0.849,0,-2.595,1,0.0493,0.0647,0,0.653,0.609,125.976,4,1.3963039014373717
Butterfly,The Most Beautiful Moment in Life Pt.2,BTS,238861,68,pop,0.461,0.776,6,-4.498,1,0.0565,0.0149,0,0.12,0.291,149.985,4,9.341546886
MAMA,Mama - The 1st Mini Album,EXO-K,270452,57,pop,0.629,0.963,0,-3.889,1,0.112,0.00515,0,0.262,0.528,90.015,4,12.982888432580424
S-Class,5-STAR,Stray Kids,195688,72,pop,0.886,0.781,5,-1.837,0,0.333,0.0895,0,0.0715,0.672,104.996,4,1.837097878
God’s Menu,IN LIFE,Stray Kids,167922,53,pop,0.689,0.771,5,-3.618,1,0.0548,0.00776,0,0.521,0.482,157.052,4,4.550308008213553
MANIAC,ODDINARY,Stray Kids,182757,73,pop,0.581,0.8,1,-2.613,1,0.411,0.154,0,0.0697,0.709,119.872,5,3.0444900752908968
NIGHT,NIGHT,Stray Kids,174893,58,pop,0.384,0.948,8,-2.044,1,0.107,0.00293,0,0.382,0.505,171.968,4,0.48733744
Like Magic,Like Magic,"J.Y. Park,Stray Kids,ITZY,NMIXX",164266,53,pop,0.627,0.869,8,-3.308,1,0.305,0.0137,0,0.104,0.649,170.056,4,1.1170431211498972
MEGAVERSE,rock,Stray Kids,185520,71,pop,0.613,0.73,10,-3.645,0,0.122,0.00875,2.25e-06,0.268,0.576,160.051,4,1.3963039014373717
BLIND SPOT,rock,Stray Kids,200813,61,pop,0.622,0.872,2,-2.767,1,0.279,0.0495,0,0.0841,0.635,196.102,4,1.3963039014373717
COMFLEX,rock,Stray Kids,172320,65,pop,0.896,0.88,9,-2.585,1,0.13,0.0618,0,0.212,0.613,110.016,4,1.3963039014373717
Leave,rock,Stray Kids,219093,62,pop,0.78,0.655,1,-4.864,1,0.0325,0.553,0,0.0617,0.685,109.993,4,1.3963039014373717
rock,rock,Stray Kids,187586,59,pop,0.584,0.985,0,-1.652,1,0.217,0.0263,0,0.184,0.281,126.058,4,1.3963039014373717
Butterflies,Social Path / Super Bowl -Japanese ver.-,Stray Kids,190706,56,pop,0.766,0.71,0,-2.97,1,0.092,0.213,0,0.14,0.828,80.059,4,1.5742642026009583
Mantra,Mantra,JENNIE,136627,83,pop,0.894,0.725,10,-4.984,0,0.0432,0.00434,1.15e-05,0.0815,0.838,116.988,4,0.4791238877481177
A Night To Remember,A Night To Remember,"beabadoobee,Laufey",233388,77,pop,0.726,0.624,2,-7.799,0,0.0277,0.498,0.0294,0.0909,0.573,114.99,4,1.4537987679671458
Hall of Fame,5-STAR,Stray Kids,171026,65,pop,0.593,0.858,1,-2.568,1,0.214,0.226,0,0.115,0.764,160.164,4,1.837097878
Boom Boom Bass,RIIZING - The 1st Mini Album,RIIZE,152889,60,pop,0.807,0.759,5,-4.24,0,0.0529,0.0194,9.1e-06,0.145,0.83,117.014,4,0.7939767282683093
the perfect pair,Beatopia,beabadoobee,177533,84,pop,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,4,2.7186858316221767
I Don't Care (with Justin Bieber),No.6 Collaborations Project,"Ed Sheeran,Justin Bieber",219946,77,pop,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,4,5.727583846680356
Drama,Drama - The 4th Mini Album,aespa,214973,78,pop,0.644,0.872,6,-1.54,0,0.0417,0.164,0,0.363,0.378,131.016,4,1.3963039014373717
On The Ground,R,ROSÉ,168085,69,pop,0.311,0.607,1,-6.578,1,0.11,0.0174,0,0.131,0.286,188.7,4,4.060232717316906
Gone,R,ROSÉ,207163,68,pop,0.647,0.377,6,-6.003,1,0.0375,0.594,0,0.0768,0.653,79.936,4,4.060232717316906
Coming Home,This Is How Tomorrow Moves,beabadoobee,135840,67,pop,0.415,0.319,4,-7.709,1,0.0457,0.724,0,0.265,0.684,203.506,3,0.648870637
Thunderous,NOEASY,Stray Kids,183266,70,pop,0.601,0.786,1,-3.706,1,0.234,0.213,0,0.209,0.79,172.156,4,3.6112251882272415
District 9,SKZ2020,Stray Kids,213586,61,pop,0.646,0.954,9,-1.899,1,0.18,0.017,5.87e-06,0.122,0.513,89.999,4,5.04312115
Back Door,IN LIFE,Stray Kids,189286,69,pop,0.82,0.842,7,-3.853,1,0.272,0.157,0,0.112,0.653,107.952,4,4.550308008213553
Lonely St.,ODDINARY,Stray Kids,164853,59,pop,0.686,0.825,7,-3.192,1,0.0582,0.248,0,0.0761,0.603,90.053,4,3.0444900752908968
GET LIT,5-STAR,Stray Kids,171000,61,pop,0.815,0.909,7,-2.252,0,0.101,0.15,0,0.286,0.827,100.053,4,1.837097878
ITEM,5-STAR,Stray Kids,191533,63,pop,0.762,0.819,7,-2.307,1,0.106,0.0317,0,0.332,0.704,161.994,4,1.837097878
DOMINO,NOEASY,Stray Kids,198720,65,pop,0.687,0.866,7,-2.01,1,0.0466,0.0301,0,0.0755,0.696,160.066,4,3.6112251882272415
VENOM,ODDINARY,Stray Kids,194840,66,pop,0.812,0.807,9,-3.354,1,0.339,0.11,0,0.211,0.4,136.979,4,3.0444900752908968
CASE 143,MAXIDENT,Stray Kids,191964,70,pop,0.812,0.89,6,-2.661,0,0.209,0.0961,0,0.0222,0.69,100.006,4,2.488706366
My Pace,SKZ2020,Stray Kids,190306,61,pop,0.678,0.82,11,-4.278,0,0.243,0.0413,0,0.127,0.777,155.128,4,5.04312115
MIROH,Clé 1 : MIROH,Stray Kids,207617,63,pop,0.564,0.979,9,-3.102,1,0.104,0.0091,0,0.249,0.505,126.059,4,6.026009582477755
number one girl,rosie,ROSÉ,216442,82,pop,0.288,0.377,7,-7.775,1,0.0317,0.288,0,0.101,0.135,175.43,3,0.32306639288158795
Popular,Wicked: The Soundtrack,Ariana Grande,241501,79,pop,0.44,0.319,5,-12.356,1,0.166,0.732,0,0.0967,0.47,178.329,4,0.3613963039014374
Disease,Disease,Lady Gaga,229997,83,pop,0.562,0.917,11,-2.768,0,0.117,0.0513,0,0.488,0.501,100.987,4,0.4380561259411362
ETA,NewJeans 2nd EP 'Get Up',NewJeans,151373,77,pop,0.812,0.749,10,-6.389,0,0.0397,0.108,0,0.0599,0.841,134.971,4,1.702943189596167
Whiplash,Whiplash - The 5th Mini Album,aespa,183226,77,pop,0.863,0.9,10,-2.974,0,0.0448,0.0953,0.0212,0.0786,0.748,126.023,4,0.4490075290896646
Hold On Tight,Hold On Tight,aespa,149718,70,pop,0.586,0.816,7,-6.331,1,0.283,0.0911,2.81e-06,0.235,0.265,119.8,4,2.0123203285420943
Supernatural,Supernatural,NewJeans,191000,76,pop,0.699,0.708,10,-4.182,0,0.0496,0.185,8.43e-06,0.0921,0.863,108.887,4,0.783025325
Joy of Missing Out,Joy of Missing Out,AleXa,191047,28,pop,0.653,0.554,0,-5.367,0,0.041,0.0109,0,0.084,0.383,81.99,4,0.5913757700205339
3am,rosie,ROSÉ,154050,74,pop,0.599,0.647,2,-6.711,1,0.0403,0.37,0,0.137,0.315,150.333,4,0.32306639288158795
two years,rosie,ROSÉ,167748,74,pop,0.597,0.553,0,-7.55,1,0.132,0.175,0,0.112,0.22,144.064,4,0.32306639288158795
I'll Be There,I'll Be There,Jin,181677,73,pop,0.538,0.738,10,-2.412,1,0.0445,0.0351,0,0.0898,0.736,148.887,4,0.4380561259411362
Next Level,Next Level,aespa,221573,70,pop,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,3.8795345653661877
LALISA,LALISA,LISA,200689,69,pop,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,4,3.561943874058864
Scenery,Scenery,V,294252,63,pop,0.367,0.263,3,-11.413,1,0.0309,0.658,3.8e-05,0.269,0.247,130.674,3,6.1738535249828885
toxic till the end,rosie,ROSÉ,156685,88,pop,0.413,0.604,7,-5.628,1,0.0999,0.0498,0,0.114,0.296,167.232,4,0.32306639288158795
drinks or coffee,rosie,ROSÉ,133113,79,pop,0.768,0.521,5,-6.145,0,0.157,0.0688,0,0.069,0.535,136.113,4,0.32306639288158795
gameboy,rosie,ROSÉ,166742,75,pop,0.703,0.639,11,-6.406,0,0.0427,0.017,0,0.0553,0.687,82.989,4,0.32306639288158795
stay a little longer,rosie,ROSÉ,246606,76,pop,0.566,0.476,9,-6.206,1,0.0272,0.178,0,0.169,0.104,76.941,3,0.32306639288158795
not the same,rosie,ROSÉ,184006,70,pop,0.363,0.602,0,-5.385,1,0.0296,0.0865,0,0.166,0.356,129.011,5,0.32306639288158795
call it the end,rosie,ROSÉ,141141,70,pop,0.491,0.285,7,-7.634,1,0.0475,0.897,0,0.0639,0.476,136.794,4,0.32306639288158795
See that?,Fe3O4: STICK OUT,NMIXX,182795,62,pop,0.491,0.825,7,-2.934,1,0.237,0.0344,0,0.113,0.53,87.955,4,0.621492129
too bad for us,rosie,ROSÉ,236248,71,pop,0.53,0.393,11,-6.121,1,0.0324,0.309,0,0.304,0.364,83.953,4,0.32306639288158795
Under the Tree (from “That Christmas”),Under the Tree (from “That Christmas”),Ed Sheeran,242826,60,pop,0.41,0.22,0,-8.129,1,0.0321,0.918,2.08e-05,0.1,0.353,116.906,3,0.35044490075290896
ON,soul,BTS,246380,70,pop,0.583,0.817,9,-5.146,0,0.099,0.118,0,0.338,0.437,105.935,4,5.114305270362765
Talk that Talk,BETWEEN 1&2,TWICE,177466,68,pop,0.772,0.907,3,-2.438,0,0.124,0.136,0,0.334,0.783,119.973,4,2.6036960985626285
Run,The Most Beautiful Moment in Life Pt.2,BTS,236748,68,pop,0.554,0.878,11,-3.02,0,0.0513,0.00146,0,0.0998,0.55,132.896,4,9.341546886
Super,SEVENTEEN 10th Mini Album 'FML',SEVENTEEN,200386,67,pop,0.771,0.88,8,-4.091,1,0.0857,0.162,1.41e-06,0.167,0.347,137.018,4,1.943874058863792
Walkin On Water,HOP,Stray Kids,148810,78,pop,0.557,0.958,6,-1.593,1,0.267,0.0519,0,0.163,0.91,190.195,4,0.30390143737166325
Bounce Back,HOP,Stray Kids,183706,69,pop,0.625,0.88,9,-2.465,0,0.0472,0.000879,1.45e-05,0.0625,0.487,98.03,4,0.30390143737166325
Like It Like It,STRATEGY,TWICE,182466,62,pop,0.629,0.89,10,-3.131,0,0.0653,0.16,0,0.0905,0.85,149.975,4,0.32306639288158795
Kiss My Troubles Away,STRATEGY,TWICE,174253,61,pop,0.692,0.836,10,-3.363,0,0.0517,0.045,0,0.105,0.9,139.99,4,0.32306639288158795
Papaoutai,racine carrée,Stromae,232146,73,pop,0.732,0.809,10,-7.264,0,0.0878,0.0266,0,0.0642,0.253,116.015,4,12.251882272416154
L’enfer,L’enfer,Stromae,189720,61,pop,0.4,0.547,2,-8.381,0,0.177,0.33,0,0.241,0.606,177.595,4,3.2306639288158796
Tous les mêmes,racine carrée,Stromae,210933,71,pop,0.701,0.638,5,-9.061,0,0.165,0.223,0.00219,0.279,0.646,109.96,4,12.251882272416154
Fils de joie,Multitude,Stromae,195440,61,pop,0.547,0.638,1,-7.789,1,0.25,0.46,4.15e-06,0.0775,0.882,62.526,4,3.0855578370978782
Suivre le soleil,Amazona,Vanille,158680,60,pop,0.624,0.746,7,-7.223,0,0.0326,0.49,0.00104,0.101,0.445,146.038,4,5.823408624229979
Santé,Multitude,Stromae,191000,63,pop,0.795,0.67,0,-6.415,1,0.332,0.135,2.51e-05,0.0414,0.844,137.92,3,3.0855578370978782
