ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-04-05T04:32:47Z,web_player windows 10;chrome 99.0.4844.84;desktop,242058,CA,130.113.109.164,Leave The Door Open,Bruno Mars,An Evening With Silk Sonic,spotify:track:02VBYrHfVwfEWXk5DXyf0T,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T04:35:03Z,web_player windows 10;chrome 99.0.4844.84;desktop,136438,CA,130.113.109.164,Fictional Men,PEGGY,Fictional Men,spotify:track:56eVY757XikKJ1wCAwQoWL,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T04:38:33Z,web_player windows 10;chrome 99.0.4844.84;desktop,209108,CA,130.113.109.164,free love,HONNE,no song without you,spotify:track:0GPJSHYaXh8rZSSJoUMgyl,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T04:39:03Z,web_player windows 10;chrome 99.0.4844.84;desktop,29217,CA,130.113.109.164,小幸運,Hebe Tien,小幸運,spotify:track:1ZeVIrCWzEmsJexkrgvjFv,,,,,,,,trackdone,fwdbtn,True,False,False,,False
2022-04-05T05:31:09Z,web_player windows 10;chrome 99.0.4844.84;desktop,163941,CA,130.113.109.164,loving you is so easy,HONNE,no song without you,spotify:track:5RKb8NyPAqkr77LbcSOTLn,,,,,,,,fwdbtn,endplay,True,False,False,,False
2022-04-05T05:32:00Z,web_player windows 10;chrome 99.0.4844.84;desktop,50008,CA,130.113.109.164,loving you is so easy,HONNE,no song without you,spotify:track:5RKb8NyPAqkr77LbcSOTLn,,,,,,,,clickrow,trackdone,True,False,False,,False
2022-04-05T05:35:09Z,web_player windows 10;chrome 99.0.4844.84;desktop,188317,CA,130.113.109.164,Sofia,Clairo,Immunity,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:38:01Z,web_player windows 10;chrome 99.0.4844.84;desktop,172517,CA,130.113.109.164,Something Super Sweet,Rory Webley,Are You Scared Yet?,spotify:track:7byGwLkiIzJdHOZKZMS8nd,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:41:10Z,web_player windows 10;chrome 99.0.4844.84;desktop,187998,CA,130.113.109.164,Grow,HOAX,Grow,spotify:track:1Q1tGyKNtNYrL6lblUESQK,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:44:19Z,web_player windows 10;chrome 99.0.4844.84;desktop,188114,CA,130.113.109.164,Crash My Car,COIN,Dreamland,spotify:track:0X5mtNbqxbiTYkwj0CQc2f,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:47:14Z,web_player windows 10;chrome 99.0.4844.84;desktop,174637,CA,130.113.109.164,Love Grows (Where My Rosemary Goes),Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,spotify:track:5Ts1DYOuouQLgzTaisxWYh,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:50:53Z,web_player windows 10;chrome 99.0.4844.84;desktop,218583,CA,130.113.109.164,sex,EDEN,i think you think too much of me,spotify:track:26ZX2JrAb8AFbr8FFfAsO7,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:53:38Z,web_player windows 10;chrome 99.0.4844.84;desktop,164434,CA,130.113.109.164,we made it.,david hugo,Blossom Hill,spotify:track:0KpAm8TtyHPZmxdPO7npYO,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:57:08Z,web_player windows 10;chrome 99.0.4844.84;desktop,208698,CA,130.113.109.164,Kiss Me More (feat. SZA),Doja Cat,Kiss Me More (feat. SZA),spotify:track:748mdHapucXQri7IAO8yFK,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T05:59:24Z,web_player windows 10;chrome 99.0.4844.84;desktop,136471,CA,130.113.109.164,Fictional Men,PEGGY,Fictional Men,spotify:track:56eVY757XikKJ1wCAwQoWL,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T06:01:34Z,web_player windows 10;chrome 99.0.4844.84;desktop,129014,CA,130.113.109.164,Backyard Boy,Claire Rosinkranz,Backyard Boy,spotify:track:04F42oEuKrRComYJfJuyVR,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T06:02:20Z,web_player windows 10;chrome 99.0.4844.84;desktop,45929,CA,130.113.109.164,小幸運,Hebe Tien,小幸運,spotify:track:1ZeVIrCWzEmsJexkrgvjFv,,,,,,,,trackdone,endplay,True,False,False,,False
2022-04-05T06:05:30Z,web_player windows 10;chrome 99.0.4844.84;desktop,189837,CA,130.113.109.164,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night,spotify:track:7kQkmyoHCEqwe7QwDbkSXM,,,,,,,,playbtn,trackdone,True,False,False,,False
2022-04-05T06:09:08Z,web_player windows 10;chrome 99.0.4844.84;desktop,218107,CA,130.113.109.164,Electric Love,BØRNS,Dopamine,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,,,,,,,,trackdone,trackdone,True,False,False,,False
2022-04-05T06:10:15Z,web_player windows 10;chrome 99.0.4844.84;desktop,64878,CA,130.113.109.164,Be Around Me,Will Joseph Cook,Be Around Me,spotify:track:5MzNoRzcRrXH6kDtwnEAJD,,,,,,,,trackdone,fwdbtn,True,False,False,,False
