ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-05-21T02:09:24Z,android,168548,CA,209.29.96.32,boyfriend,lleo,boyfriend,spotify:track:7I5Nx5XlEAolrnQEnDcblx,,,,,,,,trackdone,trackdone,True,False,False,1684634795.0,False
2023-05-21T02:13:02Z,android,214411,CA,209.29.96.32,See You In My Dreams,Kat Leon,See You In My Dreams,spotify:track:5yqsHTPNMjiZP8LO7ZgnDY,,,,,,,,trackdone,trackdone,True,False,False,1684634964.0,False
2023-05-21T02:27:29Z,android,64505,CA,209.29.96.32,AVA,Natalie Jane,AVA,spotify:track:7bdpStmJdlw9GKBPTOkDwT,,,,,,,,trackdone,logout,True,False,False,1684635182.0,False
2023-05-21T03:27:11Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,playbtn,trackdone,False,False,False,1684639470.0,False
2023-05-21T03:29:52Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684639631.0,False
2023-05-21T03:32:34Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684639792.0,False
2023-05-21T03:35:16Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684639954.0,False
2023-05-21T03:37:57Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684640115.0,False
2023-05-21T03:40:39Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684640277.0,False
2023-05-21T03:43:21Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684640438.0,False
2023-05-21T03:46:01Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684640600.0,False
2023-05-21T03:48:43Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684640761.0,False
2023-05-21T03:51:25Z,android,161073,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,trackdone,False,False,False,1684640923.0,False
2023-05-21T03:53:59Z,android,152149,CA,209.29.96.32,Spot It I Got It,Nito NB,Fashionably Late,spotify:track:04wPCz93HsUjohIhDGcWAl,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1684641084.0,False
2023-05-21T15:29:43Z,android,157350,CA,209.29.96.32,Drama King,Bellah Mae,Drama King,spotify:track:4dlGGvKNYl5uC9bwUZfrqa,,,,,,,,playbtn,trackdone,True,False,False,1684686481.0,False
2023-05-21T15:32:08Z,android,144923,CA,209.29.96.32,RUDE,Ella Isaacson,RUDE,spotify:track:2PXHdc5d8Uuckc2e9hhBEV,,,,,,,,trackdone,trackdone,True,False,False,1684686637.0,False
2023-05-21T15:34:35Z,android,145667,CA,209.29.96.32,i'm yours,Isabel LaRosa,i'm yours,spotify:track:37vVp2sWHuuIBOSl1NswP6,,,,,,,,trackdone,trackdone,True,False,False,1684686783.0,False
2023-05-21T15:37:37Z,android,181923,CA,209.29.96.32,FUNERAL,Neoni,FUNERAL,spotify:track:3UG2MvL1KiIgY9FjFvOYrv,,,,,,,,trackdone,trackdone,True,False,False,1684686929.0,False
2023-05-21T15:40:25Z,android,167294,CA,209.29.96.32,Bored,Ari Abdul,Bored,spotify:track:2iqsWOyAgyR7oELyZYEgz9,,,,,,,,trackdone,trackdone,True,False,False,1684687111.0,False
2023-05-21T15:44:33Z,android,247873,CA,209.29.96.32,VOID,Melanie Martinez,VOID,spotify:track:1QvvLc5UihfQ2nOxzhjuek,,,,,,,,trackdone,trackdone,True,False,False,1684687279.0,False
2023-05-21T15:47:03Z,android,149053,CA,209.29.96.32,Not Another Rockstar,Maisie Peters,Not Another Rockstar,spotify:track:43pulC9QdGwabXUtVHYnjY,,,,,,,,trackdone,trackdone,True,False,False,1684687527.0,False
2023-05-21T15:49:29Z,android,145788,CA,209.29.96.32,martyr,KiNG MALA,honey catching season,spotify:track:4BaYa88YtE0WBDVKfTeUTP,,,,,,,,trackdone,trackdone,True,False,False,1684687677.0,False
2023-05-21T15:52:03Z,android,153384,CA,209.29.96.32,"Father, Son, Holy Ghost",BAYBE,"Father, Son, Holy Ghost",spotify:track:0aJb0z0Izv8Hjr3Oh4nC4Y,,,,,,,,trackdone,trackdone,True,False,False,1684687823.0,False
2023-05-21T15:54:16Z,android,133000,CA,209.29.96.32,Nosebleed,Sophie Powers,Nosebleed,spotify:track:1ElDn0WlZ4ELXHksk0Z8mu,,,,,,,,trackdone,trackdone,True,False,False,1684687977.0,False
2023-05-21T15:57:37Z,android,200440,CA,209.29.96.32,Hate Me,P!nk,TRUSTFALL,spotify:track:6MrYw32izcQ1yzrGqmzPrd,,,,,,,,trackdone,trackdone,True,False,False,1684688111.0,False
2023-05-21T16:00:50Z,android,192106,CA,209.29.96.32,Buzzkill Baby,Mckenna Grace,Bittersweet 16,spotify:track:5ylZhwfwtqtACJ9IDYnKkA,,,,,,,,trackdone,trackdone,True,False,False,1684688312.0,False
2023-05-21T16:03:11Z,android,140598,CA,209.29.96.32,feelings,EMELINE,feelings,spotify:track:7yLfsctj9g0z2NB3v3IGcz,,,,,,,,trackdone,trackdone,True,False,False,1684688504.0,False
2023-05-21T16:06:46Z,android,214411,CA,209.29.96.32,See You In My Dreams,Kat Leon,See You In My Dreams,spotify:track:5yqsHTPNMjiZP8LO7ZgnDY,,,,,,,,trackdone,trackdone,True,False,False,1684688645.0,False
2023-05-21T17:09:52Z,android,129938,CA,209.29.96.32,Scatterbrain,Emei,Scatterbrain,spotify:track:5DKcc3WxMwE7JB1IxCrdrs,,,,,,,,trackdone,trackdone,True,False,False,1684688860.0,False
2023-05-21T17:12:20Z,android,148394,CA,209.29.96.32,Hooked,Sam Short,Hooked,spotify:track:4f0pJ7NNHAsrWbQBwiHMRJ,,,,,,,,trackdone,trackdone,True,False,False,1684688991.0,False
2023-05-21T17:16:06Z,android,225800,CA,209.29.96.32,DEBBIE DOWNER,Neoni,DEBBIE DOWNER,spotify:track:3AD4e2BU7UqmESFDIrQa72,,,,,,,,trackdone,trackdone,True,False,False,1684689140.0,False
2023-05-21T17:18:53Z,android,166981,CA,209.29.96.32,Green Honda,BENEE,Green Honda,spotify:track:6YufjjSqUweXdQHduL76zr,,,,,,,,trackdone,trackdone,True,False,False,1684689366.0,False
2023-05-21T17:21:04Z,android,129400,CA,209.29.96.32,not my problem,TAELA,not my problem,spotify:track:6REifHhHFQcRHdhzOgYwHU,,,,,,,,trackdone,trackdone,True,False,False,1684689533.0,False
2023-05-21T17:23:39Z,android,154586,CA,209.29.96.32,Only Love Can Save Us Now,Kesha,Only Love Can Save Us Now,spotify:track:6EP9E1OLjmwe6sJlu3EyZN,,,,,,,,trackdone,trackdone,True,False,False,1684689663.0,False
2023-05-21T17:26:26Z,android,166309,CA,209.29.96.32,brokenboys&bitterbitches,Ellise,brokenboys&bitterbitches,spotify:track:7wX1A5JaAhBZyTSdfARBSE,,,,,,,,trackdone,trackdone,True,False,False,1684689818.0,False
2023-05-21T17:29:06Z,android,159493,CA,209.29.96.32,Lego Blocks,NERIAH,Lego Blocks,spotify:track:01RJQlTi0aR0syDcSFLzTv,,,,,,,,trackdone,trackdone,True,False,False,1684689985.0,False
2023-05-21T17:33:07Z,android,240937,CA,209.29.96.32,Hot Gum,SOFIA ISELLA,Hot Gum,spotify:track:3ENzDf9yNtgQ3NPSOfVhN8,,,,,,,,trackdone,trackdone,True,False,False,1684690145.0,False
2023-05-21T17:36:04Z,android,175997,CA,209.29.96.32,lonely bitch,Bea Miller,lonely bitch,spotify:track:6IaOyzYlT5809ASyUKzDPq,,,,,,,,trackdone,trackdone,True,False,False,1684690387.0,False
2023-05-21T17:38:52Z,android,168548,CA,209.29.96.32,boyfriend,lleo,boyfriend,spotify:track:7I5Nx5XlEAolrnQEnDcblx,,,,,,,,trackdone,trackdone,True,False,False,1684690563.0,False
2023-05-21T17:42:29Z,android,215760,CA,209.29.96.32,PREGAME (with 7evin7ins),NIKI DEMAR,PREGAME (with 7evin7ins),spotify:track:06rpsdoGOnLqqrkqorpuLc,,,,,,,,trackdone,trackdone,True,False,False,1684690732.0,False
2023-05-21T17:45:32Z,android,182925,CA,209.29.96.32,Welcome To The Real World,Sarah Barrios,Welcome To The Real World,spotify:track:1qqFDzFd2AZTKP542DsJOZ,,,,,,,,trackdone,trackdone,True,False,False,1684690948.0,False
2023-05-21T17:47:47Z,android,134117,CA,209.29.96.32,sickly sweet,kenzie,sickly sweet,spotify:track:5VmWAuIo8jMKef4DcPy6S5,,,,,,,,trackdone,trackdone,True,False,False,1684691132.0,False
2023-05-21T17:49:59Z,android,132133,CA,209.29.96.32,W.I.T.C.H.,Devon Cole,W.I.T.C.H.,spotify:track:5XemvyG79fcKPl5lgbhplq,,,,,,,,trackdone,trackdone,True,False,False,1684691266.0,False
2023-05-21T17:53:01Z,android,181889,CA,209.29.96.32,You Problem,Cloudy June,You Problem,spotify:track:4KQODLeXGCDfixEiUX6aDF,,,,,,,,trackdone,trackdone,True,False,False,1684691399.0,False
2023-05-21T17:55:34Z,android,151472,CA,209.29.96.32,Too Late To Move On,Lahra,Too Late To Move On,spotify:track:3dpf0TzNlYHtO2UIPtf7MF,,,,,,,,trackdone,trackdone,True,False,False,1684691581.0,False
2023-05-21T17:58:08Z,android,153343,CA,209.29.96.32,SHUT UP,Hayes Warner,SHUT UP,spotify:track:0EdZVIPG9yl7D796fiFiw1,,,,,,,,trackdone,trackdone,True,False,False,1684691734.0,False
2023-05-21T18:00:26Z,android,137647,CA,209.29.96.32,Watch Me,bludnymph,Watch Me,spotify:track:6319BpXP42QAaXeELaPLmU,,,,,,,,trackdone,trackdone,True,False,False,1684691887.0,False
2023-05-21T18:03:01Z,android,154814,CA,209.29.96.32,Mantrum,Boys World,Mantrum,spotify:track:60521PjAnsrU4eC0BX46WB,,,,,,,,trackdone,trackdone,True,False,False,1684692026.0,False
2023-05-21T18:06:02Z,android,181191,CA,209.29.96.32,21st Century Princess,Cloudy June,21st Century Princess,spotify:track:7t5szdTagFPMLCfTFKPG9c,,,,,,,,trackdone,trackdone,True,False,False,1684692181.0,False
2023-05-21T18:08:20Z,android,136387,CA,209.29.96.32,BANG BANG!,Nessa Barrett,BANG BANG!,spotify:track:2YiQL9Aa4PmGF8oMFADzzA,,,,,,,,trackdone,trackdone,True,False,False,1684692362.0,False
2023-05-21T18:11:34Z,android,193493,CA,209.29.96.32,ZOMBIE,FLØRE,ZOMBIE,spotify:track:75KHUxaMlmvSIYZnUMMLj9,,,,,,,,trackdone,trackdone,True,False,False,1684692499.0,False
2023-05-21T18:23:03Z,android,24959,CA,209.29.96.32,WEEDKILLER,Ashnikko,WEEDKILLER,spotify:track:4c5LGEwgEEgL8VlNeeBCL8,,,,,,,,trackdone,logout,True,False,False,1684692693.0,False
2023-05-21T21:12:07Z,android,101256,CA,209.29.96.32,WEEDKILLER,Ashnikko,WEEDKILLER,spotify:track:4c5LGEwgEEgL8VlNeeBCL8,,,,,,,,appload,trackdone,True,False,False,1684703372.0,False
2023-05-21T21:14:57Z,android,166873,CA,209.29.96.32,k,KINGS,k,spotify:track:5WtdLOSLk1tuAifMaqQjX7,,,,,,,,trackdone,trackdone,True,False,False,1684703527.0,False
2023-05-21T21:17:10Z,android,132793,CA,209.29.96.32,Dolls,Bella Poarch,Dolls EP,spotify:track:5lXddHmtOgU4ZXZno3nypA,,,,,,,,trackdone,trackdone,True,False,False,1684703697.0,False
2023-05-21T21:19:50Z,android,159338,CA,209.29.96.32,AVA,Natalie Jane,AVA,spotify:track:7bdpStmJdlw9GKBPTOkDwT,,,,,,,,trackdone,trackdone,True,False,False,1684703830.0,False
2023-05-21T21:23:10Z,android,199233,CA,209.29.96.32,Sicko (feat. Paycheck & TIMMS),Elliot Lee,Sicko (feat. Paycheck & TIMMS),spotify:track:3NeuyR9x5qZDL9Jwn6fWGL,,,,,,,,trackdone,trackdone,True,False,False,1684703990.0,False
2023-05-21T21:27:09Z,android,239011,CA,209.29.96.32,Heart Attack - Rock Version,Demi Lovato,Heart Attack,spotify:track:6qgwX7o1fYLwbikNrddmFo,,,,,,,,trackdone,trackdone,True,False,False,1684704189.0,False
2023-05-21T21:30:42Z,android,213120,CA,209.29.96.32,Popstar,LOVA,"Hey dad, I tried to be nice",spotify:track:5ByUAdEmfy6MpmUIHCo2Em,,,,,,,,trackdone,trackdone,True,False,False,1684704429.0,False
2023-05-21T21:33:13Z,android,149456,CA,209.29.96.32,Girl Like Me,Dove Cameron,Girl Like Me,spotify:track:7bal8JfR3tSB9Qgf7wAGPL,,,,,,,,trackdone,trackdone,True,False,False,1684704643.0,False
2023-05-21T21:35:44Z,android,150967,CA,209.29.96.32,Want U Back,NEVE,Want U Back,spotify:track:2BMhTcquomJgCq3MfNkY1P,,,,,,,,trackdone,trackdone,True,False,False,1684704793.0,False
2023-05-21T21:38:57Z,android,191554,CA,209.29.96.32,WHEN THE PARTY'S OVER,Cami Petyn,WHEN THE PARTY'S OVER,spotify:track:0ycbYEcMjQ40iYsVnNiYJh,,,,,,,,trackdone,trackdone,True,False,False,1684704944.0,False
2023-05-21T21:42:05Z,android,188596,CA,209.29.96.32,Little Girl Gone,CHINCHILLA,Little Girl Gone,spotify:track:5OLcsBO28uWHMzS0EEeZNp,,,,,,,,trackdone,trackdone,True,False,False,1684705136.0,False
2023-05-21T21:44:51Z,android,165172,CA,209.29.96.32,F U It's Over,Ellee Duke,F U It's Over,spotify:track:3U2vi9J7dN7X2ZqYSfOIht,,,,,,,,trackdone,trackdone,True,False,False,1684705325.0,False
2023-05-21T21:47:40Z,android,168365,CA,209.29.96.32,blue,laye,blue,spotify:track:78PzKHIuCAv8ve3VLIfCI8,,,,,,,,trackdone,trackdone,True,False,False,1684705491.0,False
2023-05-21T21:49:58Z,android,137140,CA,209.29.96.32,dot dot dot,emlyn,dot dot dot,spotify:track:2babNB7t9s2xIlSSoRFaPy,,,,,,,,trackdone,trackdone,True,False,False,1684705660.0,False
2023-05-21T21:53:13Z,android,194381,CA,209.29.96.32,BADDER,emlyn,BADDER,spotify:track:5hvxB7vZ8p6YDLlt7iC7o8,,,,,,,,trackdone,trackdone,True,False,False,1684705797.0,False
2023-05-21T21:56:16Z,android,175090,CA,209.29.96.32,Fantasy (with GAYLE & Em Beihold),Lauren Spencer Smith,Fantasy (with GAYLE & Em Beihold),spotify:track:5Ldhogrc9RWAjXUQ3tXuUD,,,,,,,,trackdone,trackdone,True,False,False,1684705992.0,False
2023-05-21T21:58:27Z,android,130613,CA,209.29.96.32,GOOD ENEMY,PVRIS,GOOD ENEMY,spotify:track:1dkVl41242u0eGODPvjd0l,,,,,,,,trackdone,trackdone,True,False,False,1684706176.0,False
