ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2020-05-23T22:51:39Z,"Android OS 7.0 API 24 (LGE, LG-M470)",47727,CA,99.248.35.64,If I Can't Have You,Shawn Mendes,If I Can't Have You,spotify:track:6LsAAHotRLMOHfCsSfYCsz,,,,,,,,appload,trackdone,False,False,False,,False
2020-05-23T22:54:37Z,"Android OS 7.0 API 24 (LGE, LG-M470)",178285,CA,99.248.35.64,Your Soul,Forrest.,Warm,spotify:track:26qTfV9DiLTT5fBXgvXfFx,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T22:58:18Z,"Android OS 7.0 API 24 (LGE, LG-M470)",220693,CA,99.248.35.64,Lovebug,Jonas Brothers,A Little Bit Longer,spotify:track:3F8xLc6T4VvKH7I6wqVAN2,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:02:10Z,"Android OS 7.0 API 24 (LGE, LG-M470)",231333,CA,99.248.35.64,Wake Me Up Before You Go-Go,Wham!,Make It Big,spotify:track:0ikz6tENMONtK6qGkOrU3c,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:05:10Z,"Android OS 7.0 API 24 (LGE, LG-M470)",179266,CA,99.248.35.64,Me & You,Stereo Skyline,Stuck On Repeat,spotify:track:6aDWVSvEvWkFqI8Qee8cpv,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:08:40Z,"Android OS 7.0 API 24 (LGE, LG-M470)",209521,CA,99.248.35.64,the snack that smiles back (feat. raychel jay),Shawn Wasabi,the snack that smiles back (feat. raychel jay),spotify:track:4LrE3GPel06vD9stHrRhcg,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:11:21Z,"Android OS 7.0 API 24 (LGE, LG-M470)",158400,CA,99.248.35.64,"Bubblegum K.K. (From ""Animal Crossing: New Leaf"")",Qumu,"Bubblegum K.K. (From ""Animal Crossing: New Leaf"")",spotify:track:6UwVBumIzgJg1GJwRbgYDy,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:11:31Z,"Android OS 7.0 API 24 (LGE, LG-M470)",10228,CA,99.248.35.64,The Cuppycake Song,Amy Castle,Balloons (Songs to Delight the Imagination of Children & Parents),spotify:track:3PItqZ3Gi5aHCvtyxQOJzt,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-05-23T23:13:19Z,"Android OS 7.0 API 24 (LGE, LG-M470)",108953,CA,99.248.35.64,you mean the whole wide world to me,Christina Perri,you mean the whole wide world to me,spotify:track:7jTJDt7RWCslzygXM1C3Ja,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-05-23T23:16:17Z,"Android OS 7.0 API 24 (LGE, LG-M470)",178242,CA,99.248.35.64,Beautiful,Bazzi,COSMIC,spotify:track:5TVirkSwFEXF1nLJEebe2I,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:19:09Z,"Android OS 7.0 API 24 (LGE, LG-M470)",171133,CA,99.248.35.64,Sunny Side Up,Surfaces,Horizons,spotify:track:6amgTQrn3KDLFxTG2AhWUA,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:24:13Z,"Android OS 7.0 API 24 (LGE, LG-M470)",303373,CA,99.248.35.64,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,spotify:track:2RlgNHKcydI9sayD2Df2xp,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:26:39Z,"Android OS 7.0 API 24 (LGE, LG-M470)",145906,CA,99.248.35.64,Trouble,Never Shout Never,Me and My Uke,spotify:track:4UuVbsWwTyfJ6CcNOCtzBe,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:29:50Z,"Android OS 7.0 API 24 (LGE, LG-M470)",190348,CA,99.248.35.64,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night,spotify:track:7kQkmyoHCEqwe7QwDbkSXM,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:33:43Z,"Android OS 7.0 API 24 (LGE, LG-M470)",229280,CA,99.248.35.64,Falling In Love,Us The Duo,No Matter Where You Are,spotify:track:5dGpmw7RbXbRKjAQDg6n9S,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:36:44Z,"Android OS 7.0 API 24 (LGE, LG-M470)",180762,CA,99.248.35.64,Lost in the Woods,Jonathan Groff,Frozen 2 - Original Motion Picture Soundtrack/Deluxe Edition,spotify:track:7namdlOhbtsc8FvoSafOQt,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:36:57Z,"Android OS 7.0 API 24 (LGE, LG-M470)",10920,CA,99.248.35.64,Sad Song (feat. Elena Coats),We The Kings,Somewhere Somehow,spotify:track:05CrK6Q5VGtfPDtyQFJ4Kf,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-05-23T23:36:58Z,"Android OS 7.0 API 24 (LGE, LG-M470)",1502,CA,99.248.35.64,All of Me,John Legend,Love In The Future (Expanded Edition),spotify:track:3U4isOIWM3VvDubwSI3y7a,,,,,,,,fwdbtn,fwdbtn,False,False,False,,False
2020-05-23T23:39:45Z,"Android OS 7.0 API 24 (LGE, LG-M470)",167186,CA,99.248.35.64,"Sugar, Sugar",The Archies,"The Very Best Of ""The Archies""",spotify:track:3iSws76HjaU7k49EqJVTfF,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-05-23T23:42:38Z,"Android OS 7.0 API 24 (LGE, LG-M470)",172800,CA,99.248.35.64,SUGA SWEET,FAKY,SUGA SWEET,spotify:track:54o3bIqo97M2OJ871GAr1I,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:45:32Z,"Android OS 7.0 API 24 (LGE, LG-M470)",172861,CA,99.248.35.64,Ice Cream Girl,tobi lou,Live on Ice,spotify:track:7mFImIsaJf6byaCMe7MQ8z,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:45:42Z,"Android OS 7.0 API 24 (LGE, LG-M470)",8926,CA,99.248.35.64,Mine,Bazzi,COSMIC,spotify:track:7uzmGiiJyRfuViKKK3lVmR,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-05-23T23:48:35Z,"Android OS 7.0 API 24 (LGE, LG-M470)",173473,CA,99.248.35.64,Indigo,88rising,Head In The Clouds II,spotify:track:349Wc5mDu52d4Uv8Eg9WZv,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-05-23T23:50:59Z,"Android OS 7.0 API 24 (LGE, LG-M470)",144000,CA,99.248.35.64,HOME RUN (feat. raychel jay),Shawn Wasabi,HOME RUN (feat. raychel jay),spotify:track:2l4vijNKVIn9qGcRmZJXbb,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:54:54Z,"Android OS 7.0 API 24 (LGE, LG-M470)",233628,CA,99.248.35.64,Perfect Two,Auburn,Perfect Two,spotify:track:4SWEZDzjNiaxKGiYUASnzt,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-23T23:58:29Z,"Android OS 7.0 API 24 (LGE, LG-M470)",214226,CA,99.248.35.64,Beautiful Soul,Jesse McCartney,Beautiful Soul,spotify:track:1HwpWwa6bnqqRhK8agG4RS,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-24T00:01:50Z,"Android OS 7.0 API 24 (LGE, LG-M470)",200706,CA,99.248.35.64,Better Together,Us The Duo,Better Together,spotify:track:6huS9u0BDfeQHq0lObNLPl,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-24T00:05:21Z,"Android OS 7.0 API 24 (LGE, LG-M470)",211466,CA,99.248.35.64,Say You Won't Let Go,James Arthur,Back from the Edge,spotify:track:5uCax9HTNlzGybIStD3vDh,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-24T00:08:42Z,"Android OS 7.0 API 24 (LGE, LG-M470)",200200,CA,99.248.35.64,Rhythm Of Love,Plain White T's,Wonders Of The Younger,spotify:track:6MDTpYxPFL0wtFd0pjfKws,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T22:46:09Z,"Android OS 7.0 API 24 (LGE, LG-M470)",87703,CA,99.248.35.64,Nine in the Afternoon,Panic! At The Disco,Pretty. Odd.,spotify:track:59kTVUKhpcFw9zMLPSbFvH,,,,,,,,trackdone,logout,False,False,False,,False
2020-05-25T22:47:58Z,"Android OS 7.0 API 24 (LGE, LG-M470)",105229,CA,99.248.35.64,Nine in the Afternoon,Panic! At The Disco,Pretty. Odd.,spotify:track:59kTVUKhpcFw9zMLPSbFvH,,,,,,,,appload,trackdone,False,False,False,,False
2020-05-25T22:51:19Z,"Android OS 7.0 API 24 (LGE, LG-M470)",199986,CA,99.248.35.64,What Makes You Beautiful,One Direction,Up All Night,spotify:track:4cluDES4hQEUhmXj6TXkSo,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T22:54:31Z,"Android OS 7.0 API 24 (LGE, LG-M470)",191544,CA,99.248.35.64,Stupid for You,Waterparks,Double Dare,spotify:track:1N7Aep1OewK9diaN9WbuuR,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T22:58:06Z,"Android OS 7.0 API 24 (LGE, LG-M470)",215080,CA,99.248.35.64,Like Ooh-Ahh,TWICE,The Story Begins,spotify:track:1Jk8M1iFFoTcL0IMuDHdsJ,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T22:59:27Z,"Android OS 7.0 API 24 (LGE, LG-M470)",79906,CA,99.248.35.64,What I've Been Looking For (Reprise),Troy,High School Musical,spotify:track:7I60v3Ctgf1eMefMc69zAo,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T23:02:39Z,"Android OS 7.0 API 24 (LGE, LG-M470)",191360,CA,99.248.35.64,Lucky,Jason Mraz,We Sing. We Dance. We Steal Things.,spotify:track:0IktbUcnAGrvD03AWnz3Q8,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T23:05:58Z,"Android OS 7.0 API 24 (LGE, LG-M470)",198360,CA,99.248.35.64,"1, 2, 3, 4",Plain White T's,Big Bad World,spotify:track:5VWmMZCfJ4yVkJw9ZLFXej,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T23:09:15Z,"Android OS 7.0 API 24 (LGE, LG-M470)",196280,CA,99.248.35.64,Bubbly,Colbie Caillat,Coco,spotify:track:0rFOs9paloAvEtzwDX1Kmc,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T23:13:02Z,"Android OS 7.0 API 24 (LGE, LG-M470)",226920,CA,99.248.35.64,Get This Right - Outtake,Jonathan Groff,Frozen 2 - Original Motion Picture Soundtrack/Deluxe Edition,spotify:track:401xthyxSHv4raI9NCGgr3,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T23:15:38Z,"Android OS 7.0 API 24 (LGE, LG-M470)",155320,CA,99.248.35.64,I Love You Too Much,Gustavo Santaolalla,The Book of Life (Original Motion Picture Soundtrack),spotify:track:3Za4yViy4wKFEF0gkqCH3j,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-25T23:16:36Z,"Android OS 7.0 API 24 (LGE, LG-M470)",57063,CA,99.248.35.64,Can't Help Falling In Love,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),spotify:track:6lfxq3CG4xtTiEg7opyCyx,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-05-26T18:20:47Z,"Android OS 7.0 API 24 (LGE, LG-M470)",77655,CA,99.248.35.64,Isn't She Lovely,Stevie Wonder,The Definitive Collection,spotify:track:3NlLmKBJozwoi0k03Feb1N,,,,,,,,fwdbtn,logout,False,False,False,,False
2020-05-26T18:22:50Z,"Android OS 7.0 API 24 (LGE, LG-M470)",121816,CA,99.248.35.64,Isn't She Lovely,Stevie Wonder,The Definitive Collection,spotify:track:3NlLmKBJozwoi0k03Feb1N,,,,,,,,appload,trackdone,False,False,False,,False
2020-05-26T18:26:16Z,"Android OS 7.0 API 24 (LGE, LG-M470)",206146,CA,99.248.35.64,Missin' You Like Crazy,Us The Duo,Us,spotify:track:51mwvxRXUktJYBXqq9uXuo,,,,,,,,playbtn,trackdone,False,False,False,,False
2020-05-26T18:29:28Z,"Android OS 7.0 API 24 (LGE, LG-M470)",191360,CA,99.248.35.64,Lucky,Jason Mraz,We Sing. We Dance. We Steal Things.,spotify:track:0IktbUcnAGrvD03AWnz3Q8,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:31:35Z,"Android OS 7.0 API 24 (LGE, LG-M470)",126464,CA,99.248.35.64,Sunkissed,khai dreams,Now and Then,spotify:track:1tD8J13a74q8fBqXwAP50j,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:32:01Z,"Android OS 7.0 API 24 (LGE, LG-M470)",23650,CA,99.248.35.64,If I Could Tell Her,Ben Platt,Dear Evan Hansen (Original Broadway Cast Recording),spotify:track:6nkcPGa0sr24NFCc5l5UjE,,,,,,,,trackdone,endplay,False,False,False,,False
2020-05-26T18:33:50Z,"Android OS 7.0 API 24 (LGE, LG-M470)",109966,CA,99.248.35.64,UWU,Chevy,UWU,spotify:track:4aTKyYeIzC0ask2ZJicjIJ,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-05-26T18:36:26Z,"Android OS 7.0 API 24 (LGE, LG-M470)",156120,CA,99.248.35.64,Happy - EP Version,Never Shout Never,The Summer EP,spotify:track:6lkBm0HuGooeS21upFP77i,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:39:31Z,"Android OS 7.0 API 24 (LGE, LG-M470)",184084,CA,99.248.35.64,Lemonade,Jeremy Passion,Thankful,spotify:track:6Jt96y5MkmIH0b3B8t9IbX,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:42:30Z,"Android OS 7.0 API 24 (LGE, LG-M470)",178826,CA,99.248.35.64,No Matter Where You Are,Us The Duo,No Matter Where You Are,spotify:track:2XW4AAjfBQTzp7Oe1tU702,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:46:33Z,"Android OS 7.0 API 24 (LGE, LG-M470)",242186,CA,99.248.35.64,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,spotify:track:1EzrEOXmMH3G43AXT1y7pA,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:49:02Z,"Android OS 7.0 API 24 (LGE, LG-M470)",149160,CA,99.248.35.64,I Do Adore,Mindy Gledhill,Anchor,spotify:track:6JNEDSev5Tp5VQR04SEBfV,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:52:59Z,"Android OS 7.0 API 24 (LGE, LG-M470)",235493,CA,99.248.35.64,Sugar,Maroon 5,V,spotify:track:2iuZJX9X9P0GKaE93xcPjk,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:56:27Z,"Android OS 7.0 API 24 (LGE, LG-M470)",208240,CA,99.248.35.64,What is Love,TWICE,Summer Nights,spotify:track:1IX47gefluXmKX4PrTBCRM,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T18:59:45Z,"Android OS 7.0 API 24 (LGE, LG-M470)",196786,CA,99.248.35.64,La Da Dee,Cody Simpson,Surfers Paradise (Expanded),spotify:track:0ccwMrlZONy5yXrirq7lTe,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T19:02:56Z,"Android OS 7.0 API 24 (LGE, LG-M470)",190800,CA,99.248.35.64,If I Can't Have You,Shawn Mendes,If I Can't Have You,spotify:track:6LsAAHotRLMOHfCsSfYCsz,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T19:05:55Z,"Android OS 7.0 API 24 (LGE, LG-M470)",178285,CA,99.248.35.64,Your Soul,Forrest.,Warm,spotify:track:26qTfV9DiLTT5fBXgvXfFx,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T19:09:36Z,"Android OS 7.0 API 24 (LGE, LG-M470)",220693,CA,99.248.35.64,Lovebug,Jonas Brothers,A Little Bit Longer,spotify:track:3F8xLc6T4VvKH7I6wqVAN2,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-26T19:13:28Z,"Android OS 7.0 API 24 (LGE, LG-M470)",231333,CA,99.248.35.64,Wake Me Up Before You Go-Go,Wham!,Make It Big,spotify:track:0ikz6tENMONtK6qGkOrU3c,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-27T16:25:12Z,"Android OS 7.0 API 24 (LGE, LG-M470)",162170,CA,99.248.35.64,Me & You,Stereo Skyline,Stuck On Repeat,spotify:track:6aDWVSvEvWkFqI8Qee8cpv,,,,,,,,trackdone,logout,False,False,False,,False
2020-05-27T16:26:30Z,"Android OS 7.0 API 24 (LGE, LG-M470)",0,CA,99.248.35.64,Underwater,Cody Simpson,Wave Two,spotify:track:0yVAi0bRRQjgKSrBsnB8R9,,,,,,,,playbtn,endplay,False,False,False,,False
2020-05-27T16:30:48Z,"Android OS 7.0 API 24 (LGE, LG-M470)",208200,CA,99.248.35.64,Livin' Easy,Cody Simpson,Free,spotify:track:1KdCEW5HoJGQ8SU7FKyw4c,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-05-27T16:31:25Z,"Android OS 7.0 API 24 (LGE, LG-M470)",35126,CA,99.248.35.64,Banana Pancakes,Jack Johnson,In Between Dreams,spotify:track:451GvHwY99NKV4zdKPRWmv,,,,,,,,trackdone,endplay,False,False,False,,False
2020-05-27T16:34:35Z,"Android OS 7.0 API 24 (LGE, LG-M470)",191360,CA,99.248.35.64,Lucky,Jason Mraz,We Sing. We Dance. We Steal Things.,spotify:track:0IktbUcnAGrvD03AWnz3Q8,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-05-27T16:38:59Z,"Android OS 7.0 API 24 (LGE, LG-M470)",249426,CA,99.248.35.64,Grow as We Go,Ben Platt,Sing To Me Instead,spotify:track:6hYvw3LLTViP2mT4MpDNmT,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-27T16:38:59Z,"Android OS 7.0 API 24 (LGE, LG-M470)",9934,CA,99.248.35.64,Can't Help Falling in Love,Haley Reinhart,Better,spotify:track:6yIHGmQLJxWAUZ1ZkENemN,,,,,,,,trackdone,fwdbtn,False,False,True,1590597525451.0,False
2020-05-27T16:39:32Z,"Android OS 7.0 API 24 (LGE, LG-M470)",32685,CA,99.248.35.64,Favorite T-Shirt - Acoustic,Jake Scott,Favorite T-Shirt,spotify:track:2PR4jVXzyjCky2PkONvipq,,,,,,,,fwdbtn,endplay,False,False,False,,False
2020-05-27T16:43:02Z,"Android OS 7.0 API 24 (LGE, LG-M470)",193133,CA,99.248.35.64,Love Her,Jonas Brothers,Happiness Begins,spotify:track:2hgk8iKN9UdoM4ILlJ9F5N,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-05-27T16:43:09Z,"Android OS 7.0 API 24 (LGE, LG-M470)",23473,CA,99.248.35.64,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,spotify:track:1EzrEOXmMH3G43AXT1y7pA,,,,,,,,trackdone,endplay,False,False,True,1590597764255.0,False
2020-05-27T16:43:11Z,"Android OS 7.0 API 24 (LGE, LG-M470)",1954,CA,99.248.35.64,Sunkissed,khai dreams,Now and Then,spotify:track:1tD8J13a74q8fBqXwAP50j,,,,,,,,clickrow,endplay,False,False,False,,False
2020-05-27T16:46:37Z,"Android OS 7.0 API 24 (LGE, LG-M470)",205053,CA,99.248.35.64,Crazy Beautiful,Andy Grammer,Crazy Beautiful EP,spotify:track:4krQoYa2TBsvUBtAz6gOBI,,,,,,,,playbtn,trackdone,False,False,False,,False
2020-05-27T16:46:46Z,"Android OS 7.0 API 24 (LGE, LG-M470)",7296,CA,99.248.35.64,Our First Song,Joseph Vincent,Our First Song,spotify:track:6J9tgHIE8qdy5ulg3c9SwG,,,,,,,,trackdone,endplay,False,False,False,,False
2020-05-27T16:51:03Z,"Android OS 7.0 API 24 (LGE, LG-M470)",126464,CA,99.248.35.64,Sunkissed,khai dreams,Now and Then,spotify:track:1tD8J13a74q8fBqXwAP50j,,,,,,,,clickrow,trackdone,False,False,False,,False
2020-05-27T16:52:03Z,"Android OS 7.0 API 24 (LGE, LG-M470)",109966,CA,99.248.35.64,UWU,Chevy,UWU,spotify:track:4aTKyYeIzC0ask2ZJicjIJ,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-27T16:52:03Z,"Android OS 7.0 API 24 (LGE, LG-M470)",5393,CA,99.248.35.64,Happy - EP Version,Never Shout Never,The Summer EP,spotify:track:6lkBm0HuGooeS21upFP77i,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-05-27T16:52:03Z,"Android OS 7.0 API 24 (LGE, LG-M470)",0,CA,99.248.35.64,Lemonade,Jeremy Passion,Thankful,spotify:track:6Jt96y5MkmIH0b3B8t9IbX,,,,,,,,fwdbtn,backbtn,False,False,False,,False
2020-05-27T16:52:03Z,"Android OS 7.0 API 24 (LGE, LG-M470)",2144,CA,99.248.35.64,Happy - EP Version,Never Shout Never,The Summer EP,spotify:track:6lkBm0HuGooeS21upFP77i,,,,,,,,backbtn,fwdbtn,False,False,False,,False
2020-05-27T16:55:34Z,"Android OS 7.0 API 24 (LGE, LG-M470)",184084,CA,99.248.35.64,Lemonade,Jeremy Passion,Thankful,spotify:track:6Jt96y5MkmIH0b3B8t9IbX,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-05-27T16:55:34Z,"Android OS 7.0 API 24 (LGE, LG-M470)",184084,CA,99.248.35.64,Lemonade,Jeremy Passion,Thankful,spotify:track:6Jt96y5MkmIH0b3B8t9IbX,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-05-27T16:58:05Z,"Android OS 7.0 API 24 (LGE, LG-M470)",178826,CA,99.248.35.64,No Matter Where You Are,Us The Duo,No Matter Where You Are,spotify:track:2XW4AAjfBQTzp7Oe1tU702,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-27T17:02:08Z,"Android OS 7.0 API 24 (LGE, LG-M470)",242186,CA,99.248.35.64,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,spotify:track:1EzrEOXmMH3G43AXT1y7pA,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-29T17:45:19Z,"Android OS 7.0 API 24 (LGE, LG-M470)",41110,CA,99.248.35.64,I Do Adore,Mindy Gledhill,Anchor,spotify:track:6JNEDSev5Tp5VQR04SEBfV,,,,,,,,trackdone,logout,False,False,False,,False
2020-05-29T17:47:10Z,"Android OS 7.0 API 24 (LGE, LG-M470)",108097,CA,99.248.35.64,I Do Adore,Mindy Gledhill,Anchor,spotify:track:6JNEDSev5Tp5VQR04SEBfV,,,,,,,,appload,trackdone,False,False,False,,False
2020-05-29T17:47:25Z,"Android OS 7.0 API 24 (LGE, LG-M470)",12194,CA,99.248.35.64,Sugar,Maroon 5,V,spotify:track:2iuZJX9X9P0GKaE93xcPjk,,,,,,,,trackdone,fwdbtn,False,False,False,,False
2020-05-29T17:50:52Z,"Android OS 7.0 API 24 (LGE, LG-M470)",208240,CA,99.248.35.64,What is Love,TWICE,Summer Nights,spotify:track:1IX47gefluXmKX4PrTBCRM,,,,,,,,fwdbtn,trackdone,False,False,False,,False
2020-05-29T17:54:09Z,"Android OS 7.0 API 24 (LGE, LG-M470)",196786,CA,99.248.35.64,La Da Dee,Cody Simpson,Surfers Paradise (Expanded),spotify:track:0ccwMrlZONy5yXrirq7lTe,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-29T17:57:20Z,"Android OS 7.0 API 24 (LGE, LG-M470)",190800,CA,99.248.35.64,If I Can't Have You,Shawn Mendes,If I Can't Have You,spotify:track:6LsAAHotRLMOHfCsSfYCsz,,,,,,,,trackdone,trackdone,False,False,False,,False
2020-05-29T18:00:19Z,"Android OS 7.0 API 24 (LGE, LG-M470)",178285,CA,99.248.35.64,Your Soul,Forrest.,Warm,spotify:track:26qTfV9DiLTT5fBXgvXfFx,,,,,,,,trackdone,trackdone,False,False,False,,False
