Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Nine in the Afternoon - Single Mix,Pretty. Odd.,Panic! At The Disco,emo,191560,54,0.405,0.689,10,-5.75,1,0.0365,0.0843,0,0.207,0.397,155.189,4,17.02669405
Stupid for You,Double Dare,Waterparks,pop punk,191544,54,0.581,0.922,1,-3.408,0,0.0666,0.024,0,0.202,0.596,118.408,4,8.413415469
Like Ooh-Ahh,The Story Begins,TWICE,k-pop,215080,63,0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,4,9.453798768
Lucky (feat. Ximena Sariñana),Lucky (feat. Ximena Sariñana),"Jason Mraz,Ximena Sariñana","soft pop,acoustic pop,latin indie,mexican indie,latin alternative",189013,50,0.708,0.384,9,-8.845,0,0.035,0.347,0,0.15,0.487,130.071,4,15.80013689
I Love You Too Much,The Book of Life (Original Motion Picture Soundtrack),"Gustavo Santaolalla,Diego Luna",soundtrack,155320,58,0.403,0.255,0,-9.601,1,0.0428,0.854,9.50E-06,0.198,0.21,206.198,3,10.51060917
Can't Help Falling In Love,Crazy Rich Asians (Original Motion Picture Soundtrack),Kina Grannis,acoustic pop,201933,67,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07E-05,0.132,0.143,181.74,3,6.647501711
Isn't She Lovely,The Definitive Collection (Deluxe Edition),Stevie Wonder,"motown,soul",199386,69,0.747,0.692,1,-8.956,0,0.0474,0.202,3.39E-05,0.0698,0.904,118.698,4,22.42847365
Missin' You Like Crazy,Us,Us The Duo,folk pop,206146,39,0.742,0.302,10,-9.596,1,0.0398,0.607,0,0.101,0.438,78.505,4,12.79945243
If I Could Tell Her,Dear Evan Hansen (Original Broadway Cast Recording),"Ben Platt,Laura Dreyfuss",musicals,248653,59,0.584,0.312,4,-8.249,1,0.0405,0.647,0,0.152,0.455,96.026,4,8.161533196
Banana Pancakes,In Between Dreams,Jack Johnson,surf rock,191906,70,0.816,0.375,7,-8.053,1,0.0996,0.607,8.66E-06,0.0933,0.615,114.303,4,20.25188227
Grow as We Go,Sing To Me Instead,Ben Platt,musicals,249426,59,0.458,0.137,8,-14.083,1,0.0355,0.882,0,0.15,0.437,80.824,4,6.015058179
If You're the Coffee,The Arcadian Wild,The Arcadian Wild,christian folk,234750,37,0.758,0.296,11,-7.1,0,0.0376,0.898,0,0.201,0.494,120.056,4,9.604380561
Heregoesnothin,The Yippee EP,Never Shout Never,emo,206533,40,0.494,0.983,3,-5.026,1,0.43,0.127,0,0.123,0.262,170.041,4,15.75085558
Moon River,I Dream of You: CALM,JJ Heller,"christian folk,lullaby",291386,47,0.411,0.191,7,-10.178,1,0.0308,0.916,0,0.1,0.155,74.92,3,6.485968515
Bad Habit,Sing To Me Instead,Ben Platt,musicals,262760,43,0.339,0.495,5,-6.374,1,0.0325,0.379,0,0.102,0.121,134.336,4,6.015058179
It Don't Matter (feat. Donavon Frankenreiter),Free,"Cody Simpson,Donavon Frankenreiter",surf rock,179893,29,0.868,0.673,0,-5.991,1,0.0298,0.175,0,0.285,0.738,108.949,4,9.733059548
I Will Spend My Whole Life Loving You,All My Love,"Imaginary Future,Kina Grannis","folk pop,acoustic pop",227619,54,0.636,0.129,11,-17.074,1,0.0347,0.887,0,0.0719,0.299,125.798,4,6.99247091
a thousand years,a thousand years,Christina Perri,soft pop,285120,84,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,13.45927447
Marry Me,"Save Me, San Francisco (Golden Gate Edition)",Train,soft pop,205453,64,0.461,0.267,0,-8.514,1,0.0278,0.834,2.03E-05,0.107,0.481,87.918,4,14.33812457
I Won't Give Up,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz,"soft pop,acoustic pop",240165,72,0.483,0.303,4,-10.058,1,0.0429,0.694,0,0.115,0.139,133.406,3,12.97193703
"Flightless Bird, American Mouth",The Shepherd's Dog,Iron & Wine,"indie folk,chamber pop,folk",241917,68,0.369,0.403,3,-7.996,1,0.0259,0.827,0.0541,0.106,0.177,154.899,3,17.52224504
i love you more than you will ever know,Harmony,Never Shout Never,emo,153440,39,0.6,0.514,0,-6.659,1,0.0258,0.452,0,0.147,0.411,105.006,4,14.61190965
Close To You,Us,Us The Duo,folk pop,199133,15,0.688,0.747,7,-6.397,0,0.0362,0.141,0.000996,0.198,0.488,139.961,4,12.79945243
Shallow,Shallow,The Hound + The Fox,lullaby,221712,46,0.581,0.297,7,-7.681,1,0.0354,0.251,0,0.123,0.329,95.691,4,6.228610541
Run Away,Sing To Me Instead,Ben Platt,musicals,217933,41,0.499,0.204,5,-9.076,1,0.0363,0.938,1.22E-06,0.108,0.371,106.902,3,6.015058179
Time Travel,Time Travel,Never Shout Never,emo,337253,27,0.474,0.677,0,-7.709,1,0.0415,0.0066,0,0.541,0.104,135.112,4,13.54688569
Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),"James Arthur,Anne-Marie",soft pop,218293,80,0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.465,0.571,125.944,4,6.439425051
Tightrope,The Greatest Showman (Original Motion Picture Soundtrack),Michelle Williams,musicals,234360,70,0.351,0.331,9,-10.316,1,0.0382,0.3,9.14E-06,0.0919,0.191,161.564,3,7.318275154
A Million Dreams,The Greatest Showman (Original Motion Picture Soundtrack),"Ziv Zaifman,Hugh Jackman,Michelle Williams",musicals,269453,75,0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,3,7.318275154
From Now On,From Now On,Zac Brown Band,"country,acoustic country",260959,50,0.541,0.811,3,-3.872,1,0.0342,0.114,0,0.356,0.263,110.013,4,6.379192334
The Greatest Show,The Greatest Show,Panic! At The Disco,emo,174306,61,0.546,0.839,6,-5.365,0,0.0784,0.00546,0,0.382,0.491,77.009,4,6.417522245
Never Enough,Never Enough,Kelly Clarkson,christmas,204133,52,0.398,0.512,8,-7.148,1,0.0486,0.139,0,0.115,0.0956,133.659,4,6.39835729
thinking of you,Inaudible,"mommy,Philanthrope,Kyle McEvoy","lo-fi beats,lo-fi,jazz beats",131000,52,0.798,0.0841,11,-12.673,1,0.209,0.487,0.8,0.239,0.506,160.038,4,6.36550308
controlla,rainy evening,Idealism,"lo-fi,lo-fi beats",108000,57,0.788,0.446,6,-9.812,1,0.0693,0.54,0.694,0.273,0.545,80.033,4,7.592060233
Monday Loop,Harbor,Tomppabeats,"lo-fi,lo-fi beats,vaporwave",91504,53,0.742,0.384,10,-8.533,1,0.043,0.872,0.00305,0.132,0.354,69.006,3,8.908966461
Fireworks,Hometown,"Nymano,Pandrezz","lo-fi beats,lo-fi,jazz beats",138000,44,0.558,0.31,5,-10.53,0,0.373,0.526,0.934,0.147,0.395,188.179,4,6.461327858
Snowman,1 Am. Study Session,WYS,"lo-fi,lo-fi beats",195136,59,0.713,0.193,9,-16.141,0,0.0461,0.802,0.893,0.0653,0.0447,109.992,4,5.319644079
Lonely,Lonely,Idealism,"lo-fi,lo-fi beats",122500,41,0.286,0.241,8,-12.319,0,0.0466,0.541,0.935,0.0904,0.112,158.895,4,8.136892539
Old Roots New Trees,Nest,"Made in M,Smuv","lo-fi beats,lo-fi",92250,49,0.857,0.146,4,-10.946,1,0.328,0.836,0.955,0.109,0.778,82.9,4,8.410677618
this girl,Gentle Boy,Elijah Who,"lo-fi,lo-fi beats",122704,54,0.79,0.133,8,-9.365,1,0.0864,0.872,0.797,0.111,0.418,69.997,4,7.509924709
i'm closing my eyes,i'm closing my eyes,potsu,lo-fi,118302,60,0.877,0.11,0,-13.87,0,0.0996,0.501,0.677,0.0872,0.522,134.057,4,7.879534565
Again,Penthouse,Wun Two,"lo-fi beats,lo-fi",143132,48,0.762,0.525,6,-11.863,1,0.198,0.949,0.87,0.114,0.652,82.78,4,10.28884326
Eternal Youth,Eternal Youth,RŮDE,lo-fi,205766,62,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,4,7.655030801
Alright,To Pimp A Butterfly,Kendrick Lamar,"hip hop,west coast hip hop",219333,83,0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,4,10.05065024
"Don't Shoot (feat. Rick Ross, Fabolous, Diddy, 2 Chainz, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh, TGT)","Don't Shoot (feat. Rick Ross, 2 Chainz, Diddy, Fabolous, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh & TGT) - Single","The Game,Rick Ross,Fabolous,Diddy,2 Chainz,Wale,DJ Khaled,Swizz Beatz,Yo Gotti,Curren$y,JasonMartin,King Pharaoh,TGT","west coast hip hop,gangster rap,hip hop,southern hip hop,east coast hip hop,rap,memphis rap,hyphy",367151,28,0.699,0.491,1,-9.911,1,0.218,0.0756,0,0.61,0.24,81.095,4,10.60095825
Mad (feat. Lil Wayne),A Seat at the Table,"Solange,Lil Wayne","alternative r&b,neo soul,rap,hip hop",235493,53,0.827,0.477,0,-5.025,1,0.254,0.101,4.15E-05,0.0908,0.599,119.807,4,8.506502396
Time's A Wastin,Mama's Gun,Erykah Badu,"neo soul,r&b",400840,50,0.677,0.326,11,-10.684,0,0.0671,0.201,0.00143,0.201,0.456,75.36,4,24.42162902
Police Get Away Wit Murder,Still Brazy (Deluxe),YG,hyphy,199840,28,0.692,0.807,10,-5.348,1,0.262,0.0329,0,0.14,0.407,88.011,4,8.793976728
Inner City Blues (Make Me Wanna Holler),What's Going On,Marvin Gaye,"motown,soul,northern soul,quiet storm",327706,61,0.63,0.455,1,-13.667,1,0.0322,0.792,0.132,0.133,0.645,94.08,4,53.86995209
Freedom (feat. Kendrick Lamar),Lemonade,"Beyoncé,Kendrick Lamar","hip hop,west coast hip hop",289760,62,0.437,0.803,2,-6.412,1,0.305,0.0376,0,0.683,0.406,84.378,4,8.944558522
Guarding The Gates - From Queen & Slim: The Soundtrack,Guarding The Gates (From Queen & Slim: The Soundtrack),Ms. Lauryn Hill,neo soul,360312,40,0.322,0.74,11,-6.393,1,0.117,0.127,0,0.361,0.317,148.604,4,5.382614648
The Room Where It Happens,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",musicals,318214,69,0.638,0.49,4,-9.382,0,0.426,0.271,0,0.664,0.511,173.552,4,9.522245038
Washington on Your Side,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",musicals,181477,64,0.884,0.521,10,-10.216,1,0.348,0.165,0,0.0756,0.425,134.051,4,9.522245038
We Know,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan",musicals,142044,64,0.718,0.484,11,-10.376,1,0.523,0.312,0,0.127,0.692,113.855,4,9.522245038
No More Words (Jeff Hardy),"WWE: The Music, Vol. 8","Various Artists,Endeverafter",champeta,263333,54,0.542,0.59,10,-16.353,0,0.0342,1.10E-05,0.0005,0.104,0.882,137.985,4,17.02669405
Wait for It,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Original Broadway Cast of Hamilton",musicals,193749,72,0.543,0.473,6,-9.638,1,0.157,0.124,4.04E-06,0.0922,0.519,86.534,4,9.522245038
One Last Time,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",musicals,296387,63,0.449,0.42,8,-9.624,1,0.356,0.631,0,0.0805,0.41,176.989,4,9.522245038
Wait for It,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Original Broadway Cast of Hamilton",musicals,193749,72,0.543,0.473,6,-9.638,1,0.157,0.124,4.04E-06,0.0922,0.519,86.534,4,9.522245038
Something In The Water,Collin EP,"Daveed Diggs,Emmy Raver – Lampman",musicals,237933,23,0.436,0.781,7,-5.211,1,0.399,0.0433,0,0.349,0.384,79.176,3,6.724161533
Sakura Kiss (From Ouran High School Host Club),Nostalgia II,AmaLee,anime,89638,36,0.478,0.893,2,-3.744,1,0.149,0.00627,1.31E-05,0.155,0.506,166.016,4,7.490759754
Ex-Wives,Six: The Musical (Studio Cast Recording),SIX,musicals,350218,63,0.703,0.443,0,-9.601,0,0.0862,0.0499,0,0.338,0.367,136.647,4,6.590006845
Feed Me (Git It!),Little Shop of Horrors (The New Cast Album),"Jonathan Groff,Kingsley Leggs,Tammy Blanchard,Christian Borle,Ari Groover,Joy Woods,Salome Smith",musicals,256696,41,0.567,0.816,10,-6.911,1,0.204,0.0173,0,0.17,0.693,95.932,4,5.28678987
"Left Brain, Right Brain",What.,Bo Burnham,comedy,394392,46,0.462,0.704,4,-6.011,1,0.621,0.639,0,0.655,0.548,169.408,4,11.2936345
See You Again,The Living Room Sessions Vol. 2,Kina Grannis,acoustic pop,177628,26,0.588,0.366,10,-10.189,1,0.0615,0.906,0,0.249,0.219,143.668,4,8.774811773
I'll Keep You Safe,I'll Keep You Safe,"sagun,Shiloh Dynasty",lo-fi,185875,65,0.752,0.0625,7,-24.694,1,0.0557,0.945,0.819,0.178,0.462,114.982,4,7.490759754
Flowers,Vibes 3,The Deli,"lo-fi,lo-fi beats",187828,49,0.838,0.364,7,-10.006,1,0.134,0.0849,0.981,0.26,0.218,79.987,4,9.100616016
[oops],[oops],potsu,lo-fi,142182,57,0.851,0.264,0,-13.558,1,0.0788,0.53,0.217,0.138,0.635,68.988,4,7.879534565
With U,With U,"SwuM,Idealism","lo-fi,lo-fi beats,j-dance",218666,48,0.469,0.309,1,-11.858,0,0.0341,0.863,0.809,0.0923,0.185,90.062,4,6.113620808
lock,get some rest,eli filosov [ p h i l o ],"lo-fi,lo-fi beats",114535,50,0.71,0.347,6,-14.314,0,0.034,0.929,0.839,0.119,0.291,121.971,4,0.098562628
Silience,Silience,Toonorth,"lo-fi beats,lo-fi,jazz beats",196923,38,0.636,0.252,6,-10.455,1,0.0563,0.0295,0.779,0.119,0.672,77.938,4,6.543463381
when the leaves come falling down,her,j'san,"lo-fi,lo-fi beats",121904,40,0.656,0.294,9,-15.809,0,0.0481,0.902,0.472,0.123,0.27,125.992,4,7.011635866
Faces,Faces,Knowmadic,"lo-fi beats,lo-fi",133165,38,0.615,0.424,11,-12.324,0,0.115,0.968,0.807,0.106,0.177,159.031,4,6.236824093
Proud of You,"Growing Up, Vol. 2","A L E X,Alicks","lo-fi,lo-fi beats",182869,43,0.82,0.281,8,-15.194,0,0.0802,0.869,0.961,0.0925,0.62,104.988,4,6.792607803
Love Is Real,Sincere,Moods,lo-fi beats,202213,47,0.761,0.643,9,-8.078,1,0.142,0.0533,0.102,0.0887,0.61,93.99,4,10.14647502
sand castles,corals 2,Fujitsu,"lo-fi beats,lo-fi",147692,37,0.784,0.312,4,-14.648,0,0.0513,0.577,0.851,0.128,0.63,129.94,4,6.532511978
5:32pm,Vibes 2,The Deli,"lo-fi,lo-fi beats",136914,59,0.686,0.181,1,-14.133,1,0.049,0.652,0.934,0.0772,0.647,86.393,4,8.459958932
Is It Too Much to Ask For,Is It Too Much to Ask For - EP,"Jordan Maxwell,Shiloh","lo-fi,lo-fi beats",100393,46,0.881,0.472,0,-8.228,0,0.0491,0.0447,0.00861,0.125,0.577,105.515,4,7.89596167
Her,Her,eery,"lo-fi,j-dance",123219,49,0.665,0.394,11,-11.567,0,0.103,0.813,0.0414,0.185,0.499,82.067,4,9.253935661
sorry,late nights,chief.,"lo-fi,lo-fi beats",77922,40,0.548,0.302,10,-12.869,1,0.12,0.752,0.893,0.314,0.546,127.159,4,7.318275154
"sincerely, yours",osho,Nohidea,"lo-fi,lo-fi beats,j-dance",139684,48,0.605,0.396,5,-11.301,0,0.0509,0.8,0.872,0.141,0.622,80.957,4,8.158795346
Affection,Life,Jinsang,"lo-fi,lo-fi beats",117495,55,0.698,0.193,1,-15.01,1,0.0902,0.915,0.937,0.0882,0.608,84.028,4,8.27652293
Flunked This Semester,Waterbed,HM Surf,"lo-fi,lo-fi beats",99310,34,0.559,0.246,8,-11.289,1,0.0367,0.486,0.905,0.111,0.271,174.063,4,7.000684463
Tell Me Why I'm Waiting,Passion & Confusion,"timmies,Shiloh Dynasty",lo-fi,123891,61,0.671,0.275,6,-11.185,0,0.056,0.796,0.000339,0.0657,0.159,124.007,4,7.531827515
Feblu,"Expedition, Vol. 7 (Moonloops)",Flughand,"lo-fi,lo-fi beats,jazz beats",93635,51,0.769,0.277,10,-8.375,1,0.0949,0.897,0.862,0.118,0.641,80.951,4,9.100616016
feel,ep seeds,eevee,"lo-fi,lo-fi beats,j-dance",104564,39,0.472,0.218,11,-20.798,1,0.0429,0.131,0.0554,0.267,0.364,132.321,4,8.049281314
Sakura Trees,Buena Vista,Saib,"lo-fi,lo-fi beats,jazz house,jazz beats",99996,52,0.643,0.56,0,-7.295,1,0.0354,0.204,0.197,0.0908,0.521,79.986,4,8.065708419
sekao,running around dreaming,Delayde,"lo-fi beats,lo-fi",132000,39,0.616,0.375,5,-16.921,1,0.0405,0.905,0.896,0.332,0.333,159.972,4,6.85284052
sunny,sunny,j'san,"lo-fi,lo-fi beats",139130,45,0.811,0.429,0,-11.503,1,0.0789,0.468,0.607,0.109,0.646,138.027,4,6.937713895
Almost Home,Chillhop Daydreams,Sugi.wa,"lo-fi,lo-fi beats",169187,46,0.586,0.0687,4,-19.177,1,0.0518,0.873,0.921,0.0801,0.353,85.091,4,6.652977413
French Inhale,444,[bsd.u],"lo-fi,lo-fi beats",108078,54,0.87,0.146,8,-11.877,0,0.22,0.499,0.941,0.105,0.889,80.087,4,8.334017796
Interstellar,Interstellar,"drkmnd,Arbour","lo-fi,lo-fi beats",164800,46,0.503,0.157,11,-15.226,1,0.127,0.527,0.808,0.11,0.13,76.85,4,6.217659138
I Don't Love You Anymore,I Don't Love You Anymore,Sarcastic Sounds,lo-fi,77600,37,0.708,0.309,6,-19.536,1,0.144,0.428,0.87,0.0843,0.451,74.99,4,6.453114305
"Sorry, I Like You","Sorry, I Like You",Burbank,lo-fi,122790,52,0.833,0.642,9,-6.338,1,0.0611,0.266,5.06E-06,0.251,0.584,86.017,4,7.65229295
Fade,Fade,Knowmadic,"lo-fi beats,lo-fi",157000,40,0.693,0.325,11,-12.764,0,0.235,0.943,0.235,0.0941,0.511,73.985,4,7.980835044
Sunshine,Sunshine,Seneca B,"lo-fi,lo-fi beats",210496,35,0.699,0.158,7,-15.225,1,0.036,0.445,0.859,0.132,0.0616,146.022,4,6.926762491
Blue and Green,Colors,"Harris Cole,Aso","lo-fi,lo-fi beats,jazz beats",174000,39,0.637,0.0389,1,-17.75,1,0.115,0.897,0.849,0.0731,0.479,79.908,4,6.847364819
for you,jhfly,jhfly,"lo-fi,lo-fi beats",188611,34,0.886,0.494,10,-8.844,0,0.0899,0.736,0.0576,0.28,0.495,125.97,4,9.708418891
this again..,this again..,"SwuM,quickly, quickly","lo-fi,lo-fi beats,j-dance",135384,27,0.517,0.621,8,-11.971,0,0.0857,0.656,0.789,0.228,0.196,78.181,4,6.581793292
Dulce,Cenário,FloFilz,"jazz rap,jazz beats,lo-fi beats,lo-fi",131558,48,0.84,0.425,9,-9.404,0,0.0872,0.262,0.921,0.116,0.538,92.97,4,8.583162218
I Don't Sleep,I Don't Sleep,Sarcastic Sounds,lo-fi,105142,48,0.774,0.352,6,-13.13,0,0.214,0.105,0.741,0.348,0.258,80.51,4,7.203285421
my new love,Gentle Boy,Elijah Who,"lo-fi,lo-fi beats",65790,51,0.614,0.277,1,-11.943,0,0.042,0.967,0.891,0.0698,0.236,84.938,4,7.509924709
スモーク,スモーク,SwuM,"lo-fi,lo-fi beats,j-dance",151578,45,0.493,0.441,5,-8.547,0,0.0572,0.826,0.681,0.122,0.227,76.001,4,7.170431211
It's OK to Cry,It's OK to Cry,Sarcastic Sounds,lo-fi,102055,39,0.772,0.502,10,-13.254,0,0.0291,0.371,0.922,0.0917,0.145,152.031,4,6.579055441
Smile,Smile,"Nohidea,Ben Beal,sophie meiers","lo-fi,lo-fi beats,j-dance,jazz rap,bedroom pop",144040,49,0.531,0.487,2,-10.321,0,0.22,0.911,0.00201,0.222,0.749,75.487,4,8.391512663
"i'm in love with u, sorry","i'm in love with u, sorry",j'san,"lo-fi,lo-fi beats",90315,52,0.578,0.288,5,-17.204,1,0.0589,0.97,0.633,0.125,0.276,94.983,4,7.501711157
Swingtheory,Over Skies,"quickly, quickly","lo-fi,lo-fi beats",228571,35,0.484,0.576,1,-8.431,0,0.664,0.584,0.0286,0.306,0.307,78.38,1,6.666666667
summer nights.,summer nights.,"halberd,Nion","lo-fi,lo-fi beats",84315,46,0.782,0.127,7,-20.939,1,0.668,0.939,0.781,0.125,0.39,83.989,4,7.72347707
Yesterday,Chillhop Daydreams,chief.,"lo-fi,lo-fi beats",154124,40,0.647,0.185,9,-14.68,0,0.0584,0.945,0.868,0.127,0.143,77.077,4,6.652977413
Call me,Collection,90sFlav,"lo-fi,lo-fi beats",126250,60,0.733,0.265,8,-12.074,0,0.25,0.952,0.917,0.0866,0.142,153.968,4,7.145790554
Pero Asi,Pero Asi,Made in M,"lo-fi beats,lo-fi",114458,32,0.811,0.225,5,-12.284,0,0.334,0.692,0.603,0.078,0.673,83.99,4,7.674195756
I Fell in Love with You One Night in September,Dreams for Two,Rook1e,"lo-fi,lo-fi beats",96004,48,0.532,0.137,3,-19.672,1,0.0648,0.943,0.824,0.0852,0.0732,89.346,3,7.570157426
We've Never Met but Can We Have a Cup of Coffee or Something,Let's Go,In Love With a Ghost,lo-fi,199603,50,0.349,0.214,6,-18.295,0,0.0538,0.926,0.121,0.321,0.236,201.128,4,7.44421629
No Way Back,No Way Back,Oatmello,"lo-fi,lo-fi beats",101647,26,0.535,0.325,4,-11.783,0,0.0534,0.901,0.949,0.114,0.185,170.118,4,6.88843258
anything in the world,leaving us,loftii,"lo-fi,lo-fi beats",116491,21,0.657,0.564,11,-4.523,1,0.221,0.724,0.257,0.372,0.444,140.035,4,6.910335387
Soulful,Playtime,L'Indécis,"lo-fi beats,jazz beats,lo-fi,jazz rap",220689,50,0.529,0.339,4,-10.7,0,0.108,0.494,0.866,0.122,0.11,173.697,4,7.093771389
Raindrops,Memories,"Kupla,j'san","lo-fi,lo-fi beats",145116,37,0.596,0.354,10,-9.689,1,0.141,0.622,0.917,0.141,0.162,85.949,4,6.554414784
Dreamscape,Bedtime Stories Pt. 2,"brillion.,Arbour,Kupla","lo-fi,lo-fi beats",174080,28,0.594,0.318,8,-17.552,0,0.113,0.929,0.923,0.112,0.19,75.172,4,4.908966461
Chinatown,O R B I T,SwuM,"lo-fi,lo-fi beats,j-dance",148333,20,0.676,0.488,2,-13.929,1,0.0633,0.441,0.352,0.0902,0.202,143.968,4,6.198494182
Terrapin,Terrapin,Mondo Loops,"lo-fi,lo-fi beats",133333,25,0.561,0.0757,8,-24.813,0,0.045,0.927,0.913,0.104,0.108,144.067,4,4.865160849
Protected,Escapade,Swørn,"lo-fi beats,lo-fi,jazz beats",79710,34,0.751,0.425,1,-7.133,1,0.0686,0.141,0.912,0.0999,0.379,82.223,4,6.064339493
I Dont Wanna Know Her,Passion & Confusion,"timmies,Shiloh Dynasty",lo-fi,122204,47,0.836,0.287,9,-14.701,0,0.342,0.599,0.00439,0.352,0.358,109.934,3,7.531827515
after u,handwarmers,jhfly,"lo-fi,lo-fi beats",100120,26,0.541,0.15,2,-14.59,0,0.295,0.189,0.87,0.108,0.43,132.344,5,7.030800821
Morning Dew,Chillhop Essentials Spring 2019,fantompower,"lo-fi beats,lo-fi,j-dance",151500,35,0.462,0.287,10,-19.148,1,0.086,0.939,0.905,0.0801,0.121,127.978,4,6.039698836
sunday morning bacon,finding solitude,"Delayde,Fenick","lo-fi beats,lo-fi",103421,29,0.745,0.219,7,-15,0,0.181,0.864,0.914,0.106,0.211,76.127,4,6.368240931
Edamame,Jiro Dreams,"Dontcry,Glimlip","lo-fi,lo-fi beats,jazz beats",89423,34,0.683,0.464,0,-8.517,0,0.0834,0.42,0.925,0.146,0.319,155.966,4,5.106091718
Mirror Image,Tomorrows That Follow,"ENRA,Sleepermane","lo-fi,lo-fi beats",126843,28,0.688,0.159,8,-11.277,1,0.0629,0.586,0.825,0.108,0.147,80.009,1,4.952772074
Cosmos,Odyssey,"Dontcry,Nokiaa","lo-fi,lo-fi beats",113594,31,0.705,0.251,11,-11.029,0,0.0901,0.237,0.793,0.141,0.206,88.009,4,4.898015058
before rain,bed / moon,Sleepy Fish,"lo-fi beats,lo-fi,jazz beats",93134,20,0.638,0.057,5,-9.33,1,0.0411,0.65,0.873,0.0702,0.439,67.055,4,6.22587269
Dreams,Dreams,Bluedoom,"lo-fi beats,lo-fi",74257,18,0.706,0.266,1,-18.595,1,0.0438,0.843,0.947,0.177,0.537,160.048,4,6.444900753
Meet You in the Park,Calm Lands,Monma,"lo-fi beats,lo-fi",151428,34,0.809,0.221,8,-14.615,0,0.203,0.601,0.879,0.158,0.683,168.002,4,4.963723477
Bittersweet,Flickshots & Quickscopes,baaskaT,"lo-fi beats,lo-fi,jazz beats,jazz rap",86000,40,0.742,0.346,6,-16.167,0,0.167,0.245,0.827,0.11,0.937,82.969,4,8.402464066
Kairi,Kairi,Lost Son,"lo-fi,lo-fi beats",85247,37,0.539,0.316,8,-13.852,1,0.0532,0.478,0.807,0.14,0.258,86.007,4,8.191649555
Bunnies,Odyssey,"Dontcry,Nokiaa","lo-fi,lo-fi beats",163143,39,0.867,0.115,4,-12.284,1,0.218,0.343,0.886,0.0772,0.369,82.016,4,4.898015058
After Thought,Future Feelings,SPEECHLESS,"lo-fi,lo-fi beats",69815,30,0.49,0.268,6,-12.4,1,0.0461,0.543,0.537,0.104,0.183,196.05,4,4.97467488
VIBES & SH*T,IWOAK,Waahiid,lo-fi,112750,20,0.749,0.333,1,-14.268,1,0.0541,0.909,0.765,0.362,0.52,89.103,4,6.765229295
Oracle Night,Chillhop Essentials Summer 2018,HM Surf,"lo-fi,lo-fi beats",150000,28,0.666,0.0726,11,-21.575,1,0.0485,0.96,0.884,0.156,0.15,82.028,4,6.787132101
Dxy_Drmng,Chillhop Daydreams,invention_,"lo-fi beats,lo-fi,jazz beats",165250,28,0.526,0.445,4,-10.712,1,0.318,0.937,0.0372,0.383,0.189,112.421,3,6.652977413
Your Favorite Place,Chillhop Essentials Winter 2017,Joey Pecoraro,"lo-fi beats,lo-fi,jazz beats",221536,42,0.615,0.544,9,-13.093,0,0.0485,0.356,0.864,0.0591,0.515,78.049,4,7.310061602
Descending,YGCBEATS002 : illiterate,illiterate,"lo-fi beats,lo-fi,jazz beats,lo-fi house,jazz rap",93320,34,0.856,0.247,9,-10.776,0,0.292,0.894,0.915,0.108,0.575,81.414,4,6.652977413
Summer Luv,Ep Embrace,Slipfunc,lo-fi,122590,39,0.912,0.191,8,-18.308,1,0.0875,0.413,0.691,0.094,0.107,112.872,3,6.466803559
Elsewhere,Elsewhere,H.1,"lo-fi,lo-fi beats,j-dance",115360,17,0.782,0.138,0,-14.708,1,0.251,0.869,0.866,0.0756,0.565,85.143,4,6.639288159
I’m Ready,I’m Ready,Loupo,"lo-fi beats,jazz beats",210599,21,0.815,0.197,11,-13.593,0,0.25,0.568,0.826,0.104,0.613,91.173,4,5.987679671
"midnight, somewhere",amaranthine,Idealism,"lo-fi,lo-fi beats",194822,31,0.433,0.21,7,-15.747,1,0.0695,0.643,0.634,0.371,0.0688,81.998,4,7.403148528
