Track ID,Track Name,Album Name,Artist Name(s),Release Date,Added By,Added At,Genres,Record Label,Duration (ms),Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
4TTV7EcfroSLWzXRY6gLv6,Alexander Hamilton,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Lin-Manuel Miranda,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton,Anthony Ramos",9/25/2015,1163110866,2022-06-06T07:45:57Z,musicals,Atlantic Records,236737,73,0.609,0.435,-7.861,0.285,0.522,0,0.118,0.552,131.995
4cxvludVmQxryrnx1m9FqL,My Shot,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",9/25/2015,1163110866,2022-06-06T07:46:07Z,musicals,Atlantic Records,333154,72,0.698,0.649,-6.764,0.415,0.15,0,0.0903,0.568,180.466
71X7bPDljJHrmEGYCe7kQ8,The Schuyler Sisters,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Phillipa Soo,Jasmine Cephas-Jones,Leslie Odom Jr.,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:12Z,musicals,Atlantic Records,186542,72,0.74,0.727,-6.253,0.278,0.187,0,0.627,0.792,101.409
6OG1S805gIrH5nAQbEOPY3,You'll Be Back,Hamilton (Original Broadway Cast Recording),"Jonathan Groff,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:16Z,musicals,Atlantic Records,208321,72,0.607,0.466,-7.562,0.0578,0.39,0,0.135,0.434,121.741
54Sc7mZQ1RM03STpk4SfaA,Helpless,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:20Z,musicals,Atlantic Records,249770,71,0.688,0.491,-7.494,0.269,0.334,0,0.0914,0.737,79.009
3dP0pLbg9OfVwssDjp9aT0,Satisfied,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:24Z,musicals,Atlantic Records,329228,73,0.707,0.593,-8.581,0.0949,0.287,0,0.15,0.478,123.772
1CzeuSrm71wHP9qsjg7p3F,The Story of Tonight - Reprise,Hamilton (Original Broadway Cast Recording),"Okieriete Onaodowan,Daveed Diggs,Lin-Manuel Miranda,Leslie Odom Jr.,Anthony Ramos",9/25/2015,1163110866,2022-06-06T07:46:29Z,musicals,Atlantic Records,115879,66,0.724,0.305,-12.763,0.257,0.68,0,0.128,0.594,81.874
7EqpEBPOohgk7NnKvBGFWo,Wait for It,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:32Z,musicals,Atlantic Records,193749,74,0.543,0.473,-9.638,0.157,0.124,0.00000404,0.0922,0.519,86.534
6oF8ueLn5hIl4PRp17sxW6,That Would Be Enough,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda",9/25/2015,1163110866,2022-06-06T07:46:37Z,musicals,Atlantic Records,178445,66,0.499,0.2,-10.276,0.0355,0.819,0,0.115,0.185,137.367
7m9XR7FquXLP1FewdAcNS9,Guns and Ships,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Christopher Jackson,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:40Z,musicals,Atlantic Records,127578,71,0.72,0.666,-6.914,0.328,0.399,0,0.0844,0.383,138.03
1mGO8rwCE9zk7H06OxcU5m,History Has Its Eyes on You,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:44Z,musicals,Atlantic Records,97050,66,0.438,0.373,-9.769,0.0291,0.803,0,0.123,0.274,77.415
2sEq2rC3ynYsT49x7utWnd,Dear Theodosia,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda",9/25/2015,1163110866,2022-06-06T07:46:48Z,musicals,Atlantic Records,184004,68,0.598,0.221,-10.484,0.0303,0.907,0.0000419,0.0723,0.274,106.771
2W9u3whoCkQYOUbmnSrHi1,What'd I Miss,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:46:51Z,musicals,Atlantic Records,236701,67,0.539,0.577,-7.763,0.386,0.169,0,0.14,0.319,177.787
2qFIJT5hjqaNFA1GKwl9me,Take a Break,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda,Renée Elise Goldsberry,Anthony Ramos",9/25/2015,1163110866,2022-06-06T07:46:55Z,musicals,Atlantic Records,286485,66,0.552,0.371,-9.426,0.227,0.587,0,0.18,0.587,81.548
3s9itRgJYcKhem01P17865,Say No to This,Hamilton (Original Broadway Cast Recording),"Jasmine Cephas-Jones,Leslie Odom Jr.,Lin-Manuel Miranda,Sydney James Harcourt,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:47:05Z,musicals,Atlantic Records,242017,68,0.754,0.535,-8.156,0.305,0.464,0,0.19,0.395,81.035
2TK2KSrzXD6W01qjXVjNGh,The Room Where It Happens,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:47:09Z,musicals,Atlantic Records,318214,70,0.638,0.49,-9.382,0.426,0.271,0,0.664,0.511,173.552
0Iys022UwQ8xBfxE1g4nWZ,One Last Time,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:47:16Z,musicals,Atlantic Records,296387,65,0.449,0.42,-9.624,0.356,0.631,0,0.0805,0.41,176.989
4B3qvzOMzLQXLeYgPsG3KA,Burn,Hamilton (Original Broadway Cast Recording),Phillipa Soo,9/25/2015,1163110866,2022-06-06T07:47:21Z,musicals,Atlantic Records,225240,71,0.582,0.428,-9.13,0.0516,0.752,0,0.102,0.255,99.608
40LYL1Z6xgCn5cBybo5K0D,It's Quiet Uptown,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Lin-Manuel Miranda,Phillipa Soo,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:47:26Z,musicals,Atlantic Records,270171,64,0.484,0.187,-14.076,0.0423,0.796,0,0.0785,0.227,129.753
0LpHC9mhPAQC98IjXZIrif,The Election of 1800,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:47:29Z,musicals,Atlantic Records,237982,64,0.731,0.42,-10.199,0.462,0.319,0,0.306,0.645,67.426
6SHI6STEW51cQkAXBRpLNj,Your Obedient Servant,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",9/25/2015,1163110866,2022-06-06T07:47:32Z,musicals,Atlantic Records,150063,67,0.736,0.37,-11.072,0.502,0.293,0,0.042,0.619,165.908
3akeuMy9bqJbqDlfYevbwN,Heart of Stone,Six: The Musical (Studio Cast Recording),"SIX,Natalie Paris",8/31/2018,1163110866,2022-06-06T07:47:53Z,musicals,"6 Music Ltd a division of Loudmouth, under exclusive license from Ex-Wives Ltd",311301,60,0.513,0.426,-8.14,0.03,0.452,0,0.115,0.101,115.196
34TY5bMvFrfPlZ7jqeGxi4,I Don't Need Your Love,Six: The Musical (Studio Cast Recording),"SIX,Izuka Hoyle",8/31/2018,1163110866,2022-06-06T07:47:59Z,musicals,"6 Music Ltd a division of Loudmouth, under exclusive license from Ex-Wives Ltd",367989,58,0.535,0.447,-8.569,0.0612,0.326,0,0.192,0.331,97.611
03GBiorLGTk7T4IScIl4jj,Ex-Wives,Six: The Musical (Studio Cast Recording),SIX,8/31/2018,1163110866,2022-06-06T07:48:05Z,musicals,"6 Music Ltd a division of Loudmouth, under exclusive license from Ex-Wives Ltd",350218,65,0.703,0.443,-9.601,0.0862,0.0499,0,0.338,0.367,136.647
3jnntYfllN05QxplcXtpaS,Six,Six: The Musical (Studio Cast Recording),SIX,8/31/2018,1163110866,2022-06-06T07:48:10Z,musicals,"6 Music Ltd a division of Loudmouth, under exclusive license from Ex-Wives Ltd",239795,63,0.729,0.674,-6.249,0.0435,0.159,0,0.105,0.64,135.026
1XgDUFMCnxWkvXIA06wzSx,At the End of the Day - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",The 2020 Les Misérables Staged Concert Company,11/20/2020,1163110866,2022-06-06T07:49:39Z,musicals,Arts Music/First Night,315680,35,0.527,0.483,-10.578,0.104,0.716,0,0.24,0.559,124.527
0ajdqboWw5mJLeKriZRvys,I Dreamed a Dream - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",Carrie Hope Fletcher,11/20/2020,1163110866,2022-06-06T07:49:44Z,musicals,Arts Music/First Night,249799,39,0.221,0.132,-15.862,0.0432,0.874,0.0000333,0.705,0.0681,84.978
1q7GmUJNLRQnZ5m72RjnDA,Who Am I? - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",Alfie Boe,11/20/2020,1163110866,2022-06-06T07:49:50Z,musicals,Arts Music/First Night,197280,34,0.348,0.229,-16.117,0.0645,0.827,0,0.736,0.134,95.273
07Cv2yHKf9HMcpLIbkK2Vg,The Confrontation - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]","Alfie Boe,Michael Ball",11/20/2020,1163110866,2022-06-06T07:49:54Z,musicals,Arts Music/First Night,141879,34,0.492,0.428,-12.299,0.242,0.782,0,0.738,0.372,84.26
0QMv6Ld0W7mMkicPBNSY9E,Stars - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",Michael Ball,11/20/2020,1163110866,2022-06-06T07:50:04Z,musicals,Arts Music/First Night,231426,34,0.383,0.289,-13.95,0.0518,0.838,0,0.91,0.291,88.211
7rdxFdYp86f2bxQQSDuA66,ABC Café / Red & Black - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",The 2020 Les Misérables Staged Concert Male Ensemble,11/20/2020,1163110866,2022-06-06T07:50:07Z,musicals,Arts Music/First Night,317799,32,0.442,0.439,-12.883,0.233,0.843,0,0.93,0.32,91.9
0tMbq544KKdnANRKw0glTn,In My Life - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]","Lily Kerhoas,Alfie Boe,Rob Houchen,Shan Ako",11/20/2020,1163110866,2022-06-06T07:50:11Z,musicals,Arts Music/First Night,223759,32,0.419,0.142,-19.249,0.0697,0.91,0,0.431,0.145,85.09
1UEXqqkd3c1I1FJngc73T0,A Heart Full of Love - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]","Lily Kerhoas,Rob Houchen,Shan Ako",11/20/2020,1163110866,2022-06-06T07:50:14Z,musicals,Arts Music/First Night,138186,32,0.279,0.137,-19.05,0.0377,0.915,0,0.117,0.0692,82.088
3R9BMrcczJW3iEJ24TYYyZ,One Day More - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",The 2020 Les Misérables Staged Concert Company,11/20/2020,1163110866,2022-06-06T07:50:19Z,musicals,Arts Music/First Night,237320,38,0.241,0.382,-10.567,0.0345,0.846,0,0.668,0.264,86.915
3zBBwPKpeXemBe60GQ7Y0L,On My Own - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",Shan Ako,11/20/2020,1163110866,2022-06-06T07:50:22Z,musicals,Arts Music/First Night,234479,36,0.352,0.173,-16.5,0.0414,0.898,0,0.687,0.2,86.865
4rC55HRsZltWcN8EvZGvDm,A Little Fall of Rain - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]","Shan Ako,Rob Houchen",11/20/2020,1163110866,2022-06-06T07:50:27Z,musicals,Arts Music/First Night,287319,30,0.375,0.0699,-23.849,0.0732,0.899,0,0.153,0.0675,135.863
2D6iH2Bkt0dK86iqULCHBF,Drink With Me - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]","Raymond Walsh,The 2020 Les Misérables Staged Concert Company",11/20/2020,1163110866,2022-06-06T07:50:30Z,musicals,Arts Music/First Night,151240,30,0.408,0.121,-20.246,0.0381,0.884,0,0.113,0.238,95.094
0XCWyUkEN0JfPJG7niR92T,Turning - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]","Bradley Jaden,The 2020 Les Misérables Staged Concert Female Ensemble",11/20/2020,1163110866,2022-06-06T07:50:35Z,musicals,Arts Music/First Night,119360,27,0.317,0.114,-17.386,0.0387,0.915,0,0.119,0.167,78.048
0MB8JGrwLG3xTkN5Nz1jyb,Empty Chairs At Empty Tables - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",Rob Houchen,11/20/2020,1163110866,2022-06-06T07:50:39Z,musicals,Arts Music/First Night,199039,33,0.262,0.225,-16.601,0.0625,0.825,0,0.68,0.117,89.734
6NboUIQVGPzNelBQyiWPIp,Epilogue - Live,"Les Misérables: The Staged Concert (The Sensational 2020 Live Recording) [Live from the Gielgud Theatre, London]",The 2020 Les Misérables Staged Concert Company,11/20/2020,1163110866,2022-06-06T07:50:45Z,musicals,Arts Music/First Night,542453,31,0.236,0.1,-17.694,0.0467,0.938,0,0.71,0.0754,80.806
2xKR4oOXjtYFb09dVvZUAY,The Stars Look Down,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:51:37Z,musicals,Polydor Records,450933,33,0.438,0.247,-12.846,0.033,0.879,0,0.355,0.209,88.936
6a1dyMMHUZ0TomsCO9ueQt,Shine,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:51:41Z,musicals,Polydor Records,366840,32,0.537,0.44,-9.789,0.228,0.601,0,0.31,0.499,133.968
6bWAHvrIvwHOitll6ATRfO,Solidarity,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:51:45Z,musicals,Polydor Records,534760,35,0.745,0.321,-11.156,0.231,0.417,0,0.0599,0.311,108.215
2rwu2MvNCnCkJzR40AUI9t,Expressing Yourself,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:51:49Z,musicals,Polydor Records,313373,34,0.513,0.61,-9.669,0.169,0.282,0,0.0675,0.505,152.12
35Hw3YY1l6NuAPwbN998P5,The Letter,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:51:53Z,musicals,Polydor Records,227613,34,0.375,0.112,-17.322,0.0473,0.911,0.000152,0.0837,0.111,145.7
0JbQXNSYQID38YcwR9r1ZW,Born To Boogie - From 'Billy Elliot The Musical',Billy Elliot: The Original Cast Recording,Original London Cast of 'Billy Elliot The Musical',1/1/2005,1163110866,2022-06-06T07:51:57Z,musicals,Polydor Records,265413,27,0.441,0.56,-8.384,0.328,0.396,0,0.287,0.457,176.931
6blf79LYHdabaomn7F5Yw8,Merry Christmas Maggie Thatcher,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:52:01Z,musicals,Polydor Records,206333,28,0.588,0.497,-8.744,0.0739,0.521,0,0.663,0.5,170.35
185kYDE4tOe1dR3ljVMUeG,Electricity,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:52:11Z,musicals,Polydor Records,353626,44,0.4,0.428,-10.896,0.0898,0.271,0.0000385,0.34,0.0657,79.524
4oxUtmvokfpIqg1HJ9g4pf,Once We Were Kings,Billy Elliot: The Original Cast Recording,Original Cast of Billy Elliot,1/1/2005,1163110866,2022-06-06T07:52:14Z,musicals,Polydor Records,254493,33,0.578,0.361,-9.748,0.0321,0.818,0,0.132,0.243,99.409
2av1BBGdN9DW1u7rvoRhMM,Omigod You Guys,Legally Blonde The Musical (Original Broadway Cast Recording),"Annaleigh Ashford,Delta Nus,Dequina Moore,Laura Bell Bundy,Leslie Kritzer",7/16/2007,1163110866,2022-06-06T07:52:42Z,musicals,Ghostlight Records,346813,55,0.57,0.481,-9.741,0.645,0.497,0,0.425,0.622,159.939
2vqCWr9qoVDy5WzP36H0iI,Serious,Legally Blonde The Musical (Original Broadway Cast Recording),"Laura Bell Bundy,Richard H. Blake",7/16/2007,1163110866,2022-06-06T07:52:46Z,musicals,Ghostlight Records,193146,51,0.589,0.28,-11.984,0.115,0.615,0,0.149,0.333,114.313
0b1IlQG9MRf8vu1E6Iq19J,What You Want,Legally Blonde The Musical (Original Broadway Cast Recording),"Annaleigh Ashford,Dequina Moore,Kate Wetherhead,Laura Bell Bundy,Leslie Kritzer",7/16/2007,1163110866,2022-06-06T07:52:49Z,musicals,Ghostlight Records,487893,51,0.682,0.431,-10.636,0.494,0.603,0,0.329,0.71,133.315
3M4OxUpLqSexH8IioAxXZz,Positive,Legally Blonde The Musical (Original Broadway Cast Recording),"Annaleigh Ashford,Dequina Moore,'Legally Blonde' Greek Chorus,Laura Bell Bundy,Leslie Kritzer",7/16/2007,1163110866,2022-06-06T07:52:53Z,musicals,Ghostlight Records,192626,49,0.875,0.413,-10.183,0.185,0.533,0,0.399,0.769,106.034
2QHp9O8qaXyKw3gnXS39me,Ireland,Legally Blonde The Musical (Original Broadway Cast Recording),Orfeh,7/16/2007,1163110866,2022-06-06T07:52:57Z,musicals,Ghostlight Records,194693,46,0.476,0.12,-13.759,0.0405,0.917,0,0.109,0.341,112.901
2UTS33qrSdZUD6zApZXDcI,Chip on My Shoulder,Legally Blonde The Musical (Original Broadway Cast Recording),"Christian Borle,'Legally Blonde' Greek Chorus,Laura Bell Bundy,'Legally Blonde' Ensemble",7/16/2007,1163110866,2022-06-06T07:53:01Z,musicals,Ghostlight Records,530933,50,0.672,0.206,-15.155,0.393,0.676,0,0.0454,0.424,105.366
3nfMOTjl5Ts1GZScRKuQnF,So Much Better,Legally Blonde The Musical (Original Broadway Cast Recording),"Laura Bell Bundy,'Legally Blonde' Ensemble",7/16/2007,1163110866,2022-06-06T07:53:05Z,musicals,Ghostlight Records,209226,56,0.587,0.59,-10.221,0.689,0.564,0,0.115,0.426,78.701
0u9Qa4tnR77Tbb0uX1hs41,Whipped into Shape,Legally Blonde The Musical (Original Broadway Cast Recording),"'Legally Blonde' Ensemble,Michael Rupert,Nikki Snelson",7/16/2007,1163110866,2022-06-06T07:53:08Z,musicals,Ghostlight Records,260839,51,0.718,0.533,-9.883,0.462,0.404,0,0.0828,0.683,119.25
7ti94QY6CIjiEEKEqgGRLw,Take It Like a Man,Legally Blonde The Musical (Original Broadway Cast Recording),"Christian Borle,Laura Bell Bundy",7/16/2007,1163110866,2022-06-06T07:53:11Z,musicals,Ghostlight Records,253146,48,0.442,0.315,-11.254,0.0874,0.724,0,0.33,0.385,135.319
3BlC2zE57W5UDZfRIMs1Y6,Bend and Snap,Legally Blonde The Musical (Original Broadway Cast Recording),"Annaleigh Ashford,Dequina Moore,Laura Bell Bundy,'Legally Blonde' Ensemble,Leslie Kritzer,Orfeh",7/16/2007,1163110866,2022-06-06T07:53:15Z,musicals,Ghostlight Records,200520,51,0.814,0.618,-8.933,0.418,0.451,0,0.629,0.677,124.864
41WDvgF7RgCXfLN9iKWVhp,There! Right There!,Legally Blonde The Musical (Original Broadway Cast Recording),"Amber Efe,Kate Shindle,Laura Bell Bundy,'Legally Blonde' Ensemble,Manuel Herrera,Matthew Risch",7/16/2007,1163110866,2022-06-06T07:53:21Z,musicals,Ghostlight Records,207026,58,0.715,0.35,-11.138,0.445,0.666,0,0.523,0.697,127.869
1bXV5MjCKNmD8viWpawP9A,Legally Blonde,Legally Blonde The Musical (Original Broadway Cast Recording),"Christian Borle,Laura Bell Bundy",7/16/2007,1163110866,2022-06-06T07:53:24Z,musicals,Ghostlight Records,210000,51,0.446,0.119,-14.447,0.0521,0.862,0,0.0949,0.227,127.248
7565IntuBBDFQo2midnEDN,Legally Blonde - Remix,Legally Blonde The Musical (Original Broadway Cast Recording),"Kate Shindle,Laura Bell Bundy,'Legally Blonde' Ensemble,Natalie Joy Johnson",7/16/2007,1163110866,2022-06-06T07:53:27Z,musicals,Ghostlight Records,299240,48,0.493,0.584,-9.838,0.488,0.337,0.000229,0.0424,0.456,153.55
6Xff7fTzm90xCuilsifczL,Find My Way / Finale,Legally Blonde The Musical (Original Broadway Cast Recording),"Laura Bell Bundy,Orfeh,'Legally Blonde' Ensemble",7/16/2007,1163110866,2022-06-06T07:53:30Z,musicals,Ghostlight Records,303413,44,0.452,0.356,-10.144,0.176,0.751,0.00000338,0.161,0.299,88.561
5s5RWM20nO50Ixe2et4uNu,Beautiful,Heathers: The Musical (World Premiere Cast Recording),"Barrett Wilbert Weed,Katie Ladner,Alice Lee,Jessica Keenan Wynn,Elle McLemore",6/10/2014,1163110866,2022-06-06T07:53:59Z,musicals,Yellow Sound Label,499106,62,0.564,0.389,-8.169,0.179,0.685,0,0.135,0.5,94.887
13Soih2NRLeDx8Unbr22mx,Candy Store,Heathers: The Musical (World Premiere Cast Recording),"Jessica Keenan Wynn,Alice Lee,Elle McLemore",6/10/2014,1163110866,2022-06-06T07:54:02Z,musicals,Yellow Sound Label,172826,68,0.728,0.525,-5.91,0.171,0.585,0,0.0962,0.779,141.855
0ChcE4uENOGTEthE5dGaXX,Fight for Me,Heathers: The Musical (World Premiere Cast Recording),Barrett Wilbert Weed,6/10/2014,1163110866,2022-06-06T07:54:06Z,musicals,Yellow Sound Label,155493,57,0.337,0.326,-8.717,0.0309,0.58,0,0.216,0.117,98.552
0QCM97jGFzXZCxsWm3sgQ5,Freeze Your Brain,Heathers: The Musical (World Premiere Cast Recording),"Ryan McCartan,Barrett Wilbert Weed",6/10/2014,1163110866,2022-06-06T07:54:09Z,musicals,Yellow Sound Label,173506,60,0.499,0.45,-8.201,0.0544,0.688,0,0.0645,0.36,134.932
5L5N8YOsBxdzR9h9sudBgG,Dead Girl Walking,Heathers: The Musical (World Premiere Cast Recording),"Barrett Wilbert Weed,Ryan McCartan",6/10/2014,1163110866,2022-06-06T07:54:13Z,musicals,Yellow Sound Label,204613,66,0.537,0.664,-6.503,0.0951,0.518,0,0.0665,0.563,106.198
612SYVkgQ1cbMSkSPIjb36,Blue,Heathers: The Musical (World Premiere Cast Recording),"Evan Todd,Jon Eidson,Barrett Wilbert Weed,Alice Lee,Elle McLemore",6/10/2014,1163110866,2022-06-06T07:54:17Z,musicals,Yellow Sound Label,167853,55,0.757,0.704,-5.203,0.0604,0.637,0,0.188,0.763,107.974
7yxJmjusZamXwg4mZdnHxa,Our Love Is God,Heathers: The Musical (World Premiere Cast Recording),"Ryan McCartan,Barrett Wilbert Weed,Jon Eidson,Evan Todd",6/10/2014,1163110866,2022-06-06T07:54:20Z,musicals,Yellow Sound Label,318360,54,0.423,0.23,-14.205,0.0859,0.794,0,0.0872,0.211,80.854
2p0FjrYZlNhEejQOLXHP2n,Seventeen,Heathers: The Musical (World Premiere Cast Recording),"Barrett Wilbert Weed,Ryan McCartan",6/10/2014,1163110866,2022-06-06T07:54:25Z,musicals,Yellow Sound Label,191533,64,0.336,0.217,-9.4,0.0487,0.662,0,0.315,0.302,77.158
6YYeBYEpkiR84eCDNPBDoF,Meant to Be Yours,Heathers: The Musical (World Premiere Cast Recording),"Ryan McCartan,Barrett Wilbert Weed,Michelle Duffy",6/10/2014,1163110866,2022-06-06T07:54:58Z,musicals,Yellow Sound Label,205826,67,0.505,0.589,-6.916,0.0852,0.514,0,0.058,0.585,99.648
1lpn5PeqA4M9ORzfxOKKxP,Press Conference,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:10Z,musicals,Reprise,168573,22,0.562,0.664,-10.941,0.472,0.627,0,0.708,0.466,151.659
5QiXPbLTPzmlmnnzhxKMOI,Where I Want to Be,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:14Z,musicals,Reprise,210000,30,0.437,0.176,-11.161,0.0686,0.833,0.0051,0.716,0.16,78.793
4KZ75IPCwGlszsnROGKj5A,Difficult and Dangerous Times,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:22Z,musicals,Reprise,183213,22,0.6,0.593,-9.633,0.338,0.78,0,0.943,0.459,100.777
2hjTZTqeuqWhQ1uxYDnEXn,The Arbiter,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:26Z,musicals,Reprise,154946,23,0.649,0.798,-8.692,0.294,0.688,0,0.932,0.688,130.909
00AyA0C53vF1UqJhn6DnHg,Quartet (A Model of Decorum and Tranquility),Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:34Z,musicals,Reprise,197733,21,0.63,0.334,-11.605,0.402,0.879,0,0.73,0.708,128.684
2mn8jpe9jyiNrdd6oq59es,Nobody's Side,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:39Z,musicals,Reprise,226040,29,0.442,0.561,-8.112,0.181,0.865,0,0.762,0.457,140.786
6gpatGQKnCEvyID1Tt6yUS,Mountain Duet,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:42Z,musicals,Reprise,341720,21,0.395,0.2,-11.19,0.0446,0.907,0,0.4,0.265,86.314
6ta0DxLgNBitDEhwEnpBdp,Pity the Child #1,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:48Z,musicals,Reprise,48160,18,0.442,0.023,-33.445,0.0806,0.883,0,0.186,0.408,117.183
7ooqG9fOVJQsC4V2nsFE9y,Heaven Help My Heart,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:52Z,musicals,Reprise,215920,22,0.266,0.167,-16.83,0.0506,0.869,0.0000503,0.699,0.163,100.106
2Bacyqh7LqdjElq8nuh3bP,Anthem,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:55:57Z,musicals,Reprise,245613,28,0.143,0.252,-8.743,0.0331,0.89,0.0379,0.0896,0.129,73.879
0XvTKBEM9tLqJHdZs5s2eB,One Night in Bangkok,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:56:00Z,musicals,Reprise,195893,25,0.73,0.743,-7.613,0.0948,0.366,0,0.826,0.461,110.154
6zxVOOrOtFRHiqVoF2Lkb3,You and I,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:56:04Z,musicals,Reprise,177600,20,0.181,0.129,-14.895,0.0397,0.938,0.0000164,0.159,0.114,176.801
2Di3pSzoLnH7f0gOOKljGw,The Interview,Chess In Concert,Chess In Concert,6/12/2009,1163110866,2022-06-06T07:56:08Z,musicals,Reprise,252493,18,0.557,0.386,-10.404,0.655,0.738,0,0.417,0.479,160.736
